#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG00353	EUR	EUR	0.0000	0.0000	0.2185	0.0000	0.7815	-2.2608	8.5690	6.2718	9.4787	-6.9581	6.3998	-0.2817	2.4713	4.8970	-3.3185
HG00130	EUR	EUR	0.0000	0.0000	0.0099	0.0000	0.9901	1.2347	13.5786	4.7344	11.6126	-2.5417	2.1439	-1.2693	-1.0068	4.0551	-1.4593
NA18749	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.3501	-43.8082	1.7124	6.3168	-7.3567	-4.0646	2.5243	-1.5530	2.9286	-0.4136
HG02272	AMR	AMR	0.0000	0.0020	0.9980	0.0000	0.0000	-8.3574	-25.8724	25.6357	-41.4051	-1.2899	2.4751	2.9482	0.2740	5.7041	-3.2897
HG03052	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	62.4086	-16.7937	-1.4833	2.2104	-3.1082	-1.0705	0.5831	-1.9303	2.6570	0.1167
HG01991	AMR	AMR	0.0000	0.0022	0.9978	0.0000	0.0000	-4.9504	-16.4578	18.9757	-29.1848	-1.4164	-1.7825	3.7428	0.8035	0.4629	-1.4928
HG03832	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5821	-12.2392	-17.0550	-2.9171	-0.0385	4.4176	2.9956	1.4511	4.0055	0.2677
NA20901	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0056	-5.0342	-15.6299	-6.2439	-7.0350	0.0273	5.2610	0.8015	8.9485	-3.5339
HG04063	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6836	-6.9737	-23.0152	-9.5120	-5.4470	5.0070	3.0863	-2.3281	9.1050	0.3260
HG03063	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.3270	-17.7242	0.2964	-0.4642	-3.7343	0.7231	2.4096	-1.0416	7.1008	-5.5329
HG03159	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	64.5809	-18.4216	-0.8508	1.5745	-1.8250	-0.7032	0.0002	0.5855	4.9757	0.6893
HG02694	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0834	-0.5404	-11.9658	-2.5452	-2.3555	-2.9788	6.9294	-5.2399	6.5014	-2.0124
NA19019	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	60.8838	-17.7553	-0.3118	1.7645	-1.1170	-1.5276	-0.3908	-4.1569	4.7237	-1.9621
NA20346	AFR	AFR	0.0000	0.9847	0.0153	0.0000	0.0000	51.8834	-13.0135	0.3190	3.5491	0.6308	3.9952	2.2793	0.6339	4.4346	2.5076
NA20881	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8618	-1.4129	-16.0013	-1.9434	-4.7976	1.0281	0.2467	3.3029	3.1846	3.7355
HG02771	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	61.5765	-17.8521	-0.3306	1.6589	-4.1956	0.1097	-0.2216	3.4481	3.4213	-0.2566
NA21102	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3075	-4.6239	-18.7760	-3.9429	-6.2218	-1.8115	-1.4205	0.9946	4.2273	-3.2238
HG03743	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8560	-11.3284	-23.0635	-6.6692	-1.9055	-0.9995	0.6735	-3.1271	6.5445	4.1779
HG03867	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1396	-10.9450	-21.3485	-5.1945	-1.1461	1.3293	0.6005	0.1481	7.3714	6.0333
HG02678	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	60.3272	-17.1501	-0.7840	2.9742	-1.3589	-2.8343	2.3341	1.3957	2.5839	-2.5040
NA20510	EUR	EUR	0.0000	0.0000	0.0017	0.0000	0.9983	2.3863	12.3220	2.2670	9.0466	-5.7206	-3.4475	1.4811	-1.4187	11.1798	-3.4027
NA20872	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3692	-1.3271	-13.5639	-2.3247	-3.7128	-4.0670	-0.3604	-1.2334	3.1666	2.3645
HG03376	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7291	-17.3845	-0.6202	1.3140	-3.5845	0.3586	4.0364	-4.2600	3.3732	1.6460
HG03692	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9486	-10.1425	-20.7640	-3.8947	-2.1032	-5.2444	0.0255	-3.9459	5.4353	-0.5622
NA19920	AFR	AFR	0.0000	0.9966	0.0034	0.0000	0.0000	57.0278	-14.4313	-1.2043	2.1715	-4.7180	-4.3839	3.7452	-2.1973	3.7907	-4.9396
NA19067	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3200	-45.0415	3.1878	6.2000	-11.9578	-2.3821	1.5780	-3.1677	4.0470	-2.1516
HG02491	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4534	-4.6324	-15.9742	-3.8897	-0.6082	-2.0621	8.6917	-5.3991	-1.8298	1.7202
HG03829	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5402	-12.7422	-17.1054	-3.7704	0.1610	3.1612	1.0866	1.7437	3.9200	-3.4249
NA19197	AFR	AFR	0.0000	0.9989	0.0011	0.0000	0.0000	63.4465	-17.1549	0.2015	2.1754	-2.6989	-1.5235	2.9050	1.0132	6.8796	-0.5865
HG01488	AMR	AMR	0.0000	0.0064	0.9935	0.0000	0.0001	9.4014	2.9494	6.2147	1.5779	-1.8406	-2.5901	3.8348	-1.0388	0.9953	-1.1912
HG01256	AMR	AMR	0.0000	0.0000	0.8710	0.0000	0.1290	0.4267	5.8174	9.2103	2.1085	-2.5345	-5.5015	3.5681	1.1957	2.9973	-1.6180
HG02259	AMR	AMR	0.0000	0.0029	0.9971	0.0000	0.0000	-8.9151	-26.2005	23.4181	-38.3862	-2.6035	1.2565	-0.8613	-3.4551	5.4086	-4.7543
HG01066	AMR	AMR	0.0000	0.0135	0.9865	0.0000	0.0001	3.7977	5.5259	9.0117	1.2677	-2.9319	-3.8189	3.8204	1.9730	0.7530	1.0786
HG03108	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0188	-17.6305	0.2915	1.5748	-4.6662	-0.6264	2.2228	-2.0273	7.1865	2.0541
HG02166	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3102	-44.0587	1.3287	9.5196	3.5660	-0.8030	3.0044	1.7732	8.0535	-3.2883
HG01849	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6409	-42.8308	-1.0121	7.0427	3.2402	1.2119	2.2579	-0.3325	5.2754	-2.2182
NA20796	EUR	EUR	0.0000	0.0000	0.0022	0.0000	0.9978	1.9126	13.4895	4.3687	8.0325	-4.7795	-7.3423	3.7307	-1.6653	7.0127	-4.5672
HG04020	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0619	-6.9226	-17.7818	-4.6257	0.3051	1.2371	-4.6113	-0.6711	1.7177	-10.3397
HG03826	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0515	-10.0569	-17.1402	-4.9585	-3.6194	-2.4591	-1.3103	3.2824	4.7025	0.5874
NA20905	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2318	-5.3245	-16.7660	-4.2788	-3.4976	-2.9388	3.1218	-3.3247	2.7638	-1.2483
NA21120	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.2522	-6.9486	-18.4191	-4.3701	-2.0972	1.0186	3.4953	-2.5931	3.8414	-1.5973
HG00236	EUR	EUR	0.0000	0.0000	0.0111	0.0000	0.9889	1.3277	12.3882	5.2590	9.4067	-0.3915	-2.4465	4.7842	1.6261	-2.4571	-0.8992
HG01366	AMR	AMR	0.0000	0.0063	0.9937	0.0000	0.0000	4.9463	-1.0388	10.7994	-1.7365	-1.9163	-2.3327	0.4012	-1.3117	1.1102	2.8527
HG00285	EUR	EUR	0.0000	0.0000	0.0045	0.0000	0.9955	-1.2572	7.9491	3.4248	6.6942	-9.5365	7.3478	-0.9528	-0.0203	5.4004	-0.2508
HG02703	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.5553	-16.8971	-1.1204	2.0070	-0.3939	-1.7263	4.5831	2.9648	3.4771	-1.2119
HG00581	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9824	-43.3101	2.9610	7.1886	-3.8850	-3.6739	-1.0034	2.3053	1.3426	0.0959
HG01048	AMR	AMR	0.0000	0.0001	0.9736	0.0000	0.0262	6.6157	8.6121	6.8396	1.0972	-2.3468	-3.2547	0.8279	1.4702	4.6076	-4.2850
HG01302	AMR	AMR	0.0000	0.0008	0.9573	0.0000	0.0419	6.7745	1.9815	6.8787	-1.4416	-0.6558	-4.4364	1.7678	0.7558	4.9797	0.5424
HG00543	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1281	-44.5661	3.0169	7.7939	-4.7268	-6.0412	2.1824	-0.1795	5.4832	-1.9863
HG04225	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0148	-7.0891	-18.9051	-4.0976	-1.2981	-3.2714	0.6080	3.4814	4.0085	-0.7854
NA12873	EUR	EUR	0.0000	0.0000	0.3835	0.0000	0.6165	-0.3255	13.2043	5.4249	9.1784	-2.2684	0.8360	1.2217	0.6473	3.8999	-1.6543
HG03960	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2259	-9.3429	-20.4981	-6.7292	-3.7962	-1.1661	1.8791	-1.5898	3.6401	1.0168
HG00378	EUR	EUR	0.0000	0.0000	0.0137	0.0000	0.9863	-0.8380	9.6103	6.7503	7.7441	-9.1969	5.6068	-1.3476	-1.9663	4.8918	-2.2957
HG03660	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2872	-6.4312	-16.3015	-2.3317	-4.8236	-3.2315	9.0192	-8.4813	7.3629	4.9027
HG00233	EUR	EUR	0.0000	0.0000	0.0127	0.0000	0.9873	0.8795	12.4411	6.1261	10.5596	-2.0345	-2.8189	5.2191	-3.5515	4.5193	-3.8424
NA18563	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7748	-42.8848	4.1558	5.4671	-10.0072	-6.2421	0.7312	-0.8015	5.1476	-4.0526
HG02562	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	61.5676	-17.2890	-1.2934	1.0064	-2.7881	-1.9965	4.9226	0.7975	2.8113	-0.6477
HG02081	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7717	-43.5079	-0.0587	8.2187	3.7906	3.5109	0.7200	-0.2554	7.5087	3.2970
HG03871	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5537	-7.8146	-19.8502	-4.8666	-5.0848	2.8559	2.2773	-2.9985	6.3476	0.6441
HG02002	AMR	AMR	0.0000	0.0010	0.9990	0.0000	0.0000	-4.9866	-17.2137	20.4761	-29.9350	-2.5940	1.6035	4.3282	-2.1785	4.7034	-2.1526
NA19717	AMR	AMR	0.0000	0.0108	0.9892	0.0000	0.0000	-2.8966	-9.7348	14.3576	-19.4339	-1.4120	-4.5195	2.1007	1.8829	3.6504	-3.0113
NA12716	EUR	EUR	0.0000	0.0000	0.0055	0.0000	0.9945	-1.1889	14.1123	5.5099	8.0659	-2.1027	0.4747	-2.8968	-1.5040	5.9982	-2.9928
HG00717	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2259	-44.8025	2.1532	7.2206	-0.8529	-1.0294	0.1532	-1.7650	5.9787	0.0468
NA21101	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2798	-7.2807	-18.8747	-3.6751	-3.9582	0.6800	2.6748	-0.0757	1.6707	-4.4292
HG03081	AFR	AFR	0.0000	0.9981	0.0019	0.0000	0.0000	62.1475	-16.9168	-0.1916	3.3017	0.5813	-0.1378	5.2211	-1.4526	1.1467	-0.4342
HG00145	EUR	EUR	0.0000	0.0000	0.0380	0.0000	0.9620	-0.1451	12.9519	4.5607	9.9043	-0.1042	-0.9956	6.3850	0.6520	6.3385	3.1267
HG00274	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-1.1693	11.1946	4.3447	9.2080	-9.0759	5.8694	4.1892	1.5075	7.9300	0.4151
NA18985	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4010	-43.7119	3.4969	7.3039	-14.4333	-3.2513	-0.7318	-2.7838	5.2418	2.4422
HG00263	EUR	EUR	0.0000	0.0000	0.0044	0.0000	0.9956	0.3792	13.0065	5.5730	8.9597	-3.9615	1.5952	3.1017	-3.0284	1.5234	3.6579
HG01122	EUR	AMR	0.0000	0.0000	0.3953	0.0000	0.6046	4.2340	4.8035	9.3419	-2.1040	-2.9774	-4.4302	3.9880	1.3134	5.9013	2.6316
HG03821	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7594	-10.5531	-17.2135	-3.3061	-3.7905	-0.3504	2.8650	-3.0591	4.2396	-2.4720
HG01072	AMR	AMR	0.0000	0.0001	0.9998	0.0000	0.0001	5.0806	4.9256	6.3034	0.1799	-1.9119	-1.7418	0.9408	1.1066	8.4610	1.0176
HG01615	EUR	EUR	0.0000	0.0000	0.0261	0.0000	0.9739	1.1736	11.1372	4.2136	8.4669	-3.4454	-7.6382	-0.6236	-0.6101	4.2256	-0.8262
HG00452	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9156	-44.4498	1.7893	8.0203	-0.8706	-2.2504	3.0074	-1.7097	1.4045	-2.9499
HG01522	EUR	EUR	0.0000	0.0000	0.0079	0.0000	0.9921	1.9798	12.0432	5.5562	10.3201	-1.6677	-1.2248	7.8522	0.3729	5.2946	-1.7432
HG02687	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.8076	-7.8365	-19.2646	-4.5504	1.2325	-5.4454	4.2126	-2.9269	3.8988	-1.5996
NA21144	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3882	-5.5905	-19.8595	-2.8148	-2.8131	-2.1594	3.3062	-1.3534	5.4440	-2.1945
HG00250	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-2.2412	12.4875	5.1600	7.8444	-1.4848	2.5395	2.7600	0.6842	6.0144	0.1721
HG01437	EUR	AMR	0.0000	0.0000	0.1848	0.0000	0.8152	0.9419	8.4317	5.5324	4.0977	-2.8455	-8.1609	5.0594	2.9696	3.2176	-3.0432
HG01853	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.7651	-44.3973	-0.6551	6.2549	0.9812	-2.7968	-2.0847	0.1435	1.6770	-2.3187
HG03558	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	61.8916	-18.7311	-0.2296	0.1841	-3.4989	-0.4149	2.6636	-4.1292	5.0499	3.4098
HG03084	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.1586	-17.6294	-0.0676	0.4387	-2.9979	-1.4297	2.2189	-2.2538	5.0283	-2.7178
HG02121	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0855	-43.3590	-0.7451	8.1462	2.3406	-1.5733	0.5357	-2.5121	4.4985	0.8195
HG03969	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0005	-7.3058	-20.3676	-6.4599	-4.5125	-2.2597	-0.0485	-0.8056	4.3126	-3.7292
HG03947	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0414	-7.9946	-19.1538	-4.7636	-1.8131	2.8042	-5.2103	-1.6626	2.7238	-1.2629
HG02611	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.7321	-17.8231	-1.0912	2.2408	-1.3039	0.5470	3.6154	3.0532	6.4162	-0.6920
NA20527	EUR	EUR	0.0000	0.0000	0.1240	0.0000	0.8760	1.1399	13.2998	3.9149	8.1942	1.0181	-4.5745	2.9492	0.1202	5.9082	3.2382
NA20786	EUR	EUR	0.0000	0.0000	0.0391	0.0000	0.9609	0.8365	11.0613	4.4300	7.4689	-1.5233	-3.1021	5.0946	1.5832	8.1121	0.1067
HG04098	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9236	-7.7673	-19.2815	-3.1304	-1.1211	-0.1803	2.1492	0.1837	6.9648	0.3154
HG01951	AMR	AMR	0.0000	0.0026	0.9974	0.0000	0.0000	-5.5113	-23.9717	22.4659	-38.4030	-2.8707	-1.1475	3.8663	-2.2528	1.2500	0.1013
HG01395	AMR	AMR	0.0000	0.0003	0.9991	0.0000	0.0006	4.6444	6.5325	6.8757	2.3449	-2.6533	-0.5013	1.3978	-1.0420	3.6689	3.0111
HG03303	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	64.0098	-19.4967	-0.7522	0.6506	-2.3150	-0.2533	2.4620	-0.6015	1.6209	-0.2837
HG00107	EUR	EUR	0.0000	0.0000	0.0079	0.0000	0.9921	-1.0360	13.7170	6.7191	10.0283	-4.9689	2.8839	1.2060	-1.6674	7.6329	-3.4978
HG04188	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.0761	-11.7709	-16.6881	-4.3157	-2.8483	-2.7105	1.3964	1.7786	2.2875	0.0550
NA20588	EUR	EUR	0.0000	0.0000	0.0039	0.0000	0.9961	1.9274	11.9242	4.1914	11.1970	-0.8404	-5.3357	3.9138	-0.8548	8.5910	-2.1161
HG00534	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2864	-43.1814	4.1124	6.5679	-4.5859	-0.5710	0.3934	-2.5234	7.0642	-3.0027
HG03898	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7652	-9.0239	-19.4458	-2.6764	-6.7570	-2.1701	-0.1197	0.3499	-4.7511	1.5458
HG01167	AMR	AMR	0.0000	0.0030	0.9968	0.0000	0.0001	13.9322	-0.3797	7.3049	1.6703	-2.3042	-0.7514	1.1671	3.2878	7.6335	3.2022
NA19773	AMR	AMR	0.0000	0.0003	0.9997	0.0000	0.0000	-1.1424	-2.1838	12.8380	-7.3069	-4.5146	2.7216	0.9360	1.9726	3.6333	-3.3377
HG03928	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9113	-10.5762	-17.7737	-5.4797	-2.1349	-2.7213	1.6165	-2.7167	3.5148	5.6012
HG00542	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6931	-45.1042	-0.1321	5.9841	-4.0841	-3.7626	5.7641	0.1833	6.8043	-0.1814
HG00583	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8992	-45.4709	1.9829	7.5364	-1.0557	-2.6641	3.4352	-1.2011	3.5209	0.2155
HG04003	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4241	-6.1458	-16.5525	-3.7849	-4.2963	2.2970	8.0495	-3.5498	3.3404	1.5826
HG04159	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9351	-11.7804	-15.9900	-3.2631	-2.6429	-1.4881	-0.5863	0.0925	5.8226	1.7916
HG00261	EUR	EUR	0.0000	0.0000	0.0032	0.0000	0.9968	1.2625	12.8569	6.5895	10.0903	0.3235	-2.8222	2.8973	3.9561	4.4346	3.0898
HG03461	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.6845	-18.0103	-0.0498	2.6527	-2.7676	2.1056	2.2991	2.0941	4.3200	-2.6052
HG03706	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6756	-5.7008	-20.4144	-5.0853	-1.5295	-3.1372	5.2951	-1.5255	5.2994	-0.7379
HG00595	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.3029	-45.1131	3.2958	7.0596	-2.1175	-0.8217	3.5940	3.8411	5.1617	1.6391
NA18561	EAS	EAS	0.9919	0.0001	0.0080	0.0000	0.0000	-8.1785	-42.2595	2.0482	6.5102	-9.0002	-1.6293	0.9449	2.6334	6.7443	-1.0857
NA18552	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6150	-43.4534	1.9755	6.9548	-5.2135	-5.7155	1.1248	1.8724	3.7412	0.4507
HG00383	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	-1.6044	8.3586	6.2325	8.1331	-8.3923	6.9866	5.3783	0.2221	8.9601	-1.0009
HG02023	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4534	-42.9801	1.1058	6.4949	2.1420	-2.8337	5.8532	1.3714	4.0515	0.3003
HG00114	EUR	EUR	0.0000	0.0000	0.0029	0.0000	0.9971	-1.2590	12.6672	6.2167	9.5272	-1.9210	2.1992	3.1334	-3.9645	-1.8648	-1.0328
HG03864	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6239	-7.9664	-18.8960	-5.3763	-1.4999	-0.8434	5.5978	-3.3976	5.6157	-0.6349
HG04141	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4525	-13.2649	-17.3072	-4.6363	-2.4098	-2.1291	3.8109	3.2677	5.5301	-1.0926
HG03202	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9131	-18.3195	-1.0550	1.7838	-3.0611	-1.5184	0.3624	-5.7585	4.9031	-0.0292
HG04155	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1988	-9.7862	-17.2168	-4.5844	-4.3976	-4.0410	1.1492	-1.0233	5.0682	-0.0218
HG01850	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.8778	-44.5029	2.0205	8.4641	1.6953	-2.0465	8.9763	-0.5272	0.7976	-3.3918
NA19206	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.2992	-16.8478	0.7801	0.1267	-4.1986	0.6464	2.1664	-0.5908	2.8231	-0.1173
HG01708	EUR	EUR	0.0000	0.0000	0.0480	0.0000	0.9520	1.4992	10.3386	4.4464	9.0171	-1.6107	-3.5977	2.9851	-1.5862	5.4310	0.6974
NA19761	AMR	AMR	0.0000	0.0053	0.9947	0.0000	0.0000	-0.4554	-10.2792	13.7530	-16.1098	-5.2058	-1.2496	3.9309	-0.5436	6.6063	-3.7303
HG01088	EUR	AMR	0.0000	0.0000	0.2416	0.0000	0.7584	9.7504	3.2330	7.1339	3.2962	-2.2663	-2.4941	0.4810	0.5025	4.7322	1.1379
NA12750	EUR	EUR	0.0000	0.0000	0.1055	0.0000	0.8945	0.6198	12.9636	5.3221	9.3912	-3.9449	-1.4415	1.8170	-2.2634	5.9867	0.5055
NA19430	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	59.7544	-16.0561	0.7086	1.8237	-3.5643	0.5759	-0.7847	-1.5284	2.0351	-1.1934
NA18974	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9665	-42.8859	1.1979	6.9259	-11.6581	-0.5931	4.5289	2.1803	4.1837	0.7473
HG03478	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.3689	-16.8231	-0.0187	2.3095	-5.5896	-1.2704	2.8032	-3.7742	4.6930	-0.5596
NA19075	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5763	-42.7966	2.1772	7.2196	-14.0350	-4.4408	2.5360	-3.2975	5.8136	-2.1389
HG03757	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2308	-11.0187	-21.5008	-6.2018	-1.5472	-3.8827	1.2569	-3.7433	6.3532	-0.2584
NA19060	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8506	-42.4755	4.4435	4.6870	-13.3877	-2.2224	-5.9985	2.9595	4.0326	-1.7399
HG03727	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.4811	-6.9284	-19.2170	-5.9639	-1.5250	-2.7214	1.2294	-1.8453	1.7982	0.5062
HG00171	EUR	EUR	0.0000	0.0000	0.0024	0.0000	0.9976	-2.1611	8.4240	7.1212	7.6963	-7.9603	8.5967	-1.4350	1.4404	6.4509	-3.0172
NA20582	EUR	EUR	0.0000	0.0000	0.0421	0.0000	0.9579	0.7702	13.7947	5.1086	9.0133	-3.0606	-3.9384	-0.5756	-6.3850	7.0393	4.5009
HG04054	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3842	-9.8947	-22.1878	-6.1759	-4.3478	-1.8673	3.0339	0.7954	3.2129	-0.2411
HG01935	AMR	AMR	0.0000	0.0036	0.9964	0.0000	0.0000	-3.1794	-15.8132	19.3136	-26.6034	-0.3807	1.9380	-2.0670	-2.0447	6.5030	-2.1775
NA19713	AFR	AFR	0.0000	0.9960	0.0040	0.0000	0.0000	45.5126	-9.2543	2.0467	3.6822	-3.6420	-3.1888	5.4907	0.4385	2.6696	-2.2246
NA18994	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-7.6313	-43.3423	2.0838	5.5561	-13.4007	-2.4809	1.7307	-2.0341	7.2746	-1.5035
HG02681	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6893	-1.9779	-13.3605	-1.6923	-2.5018	1.5796	1.0080	2.8120	2.2498	-1.1826
HG01085	EUR	AMR	0.0000	0.0000	0.1655	0.0003	0.8342	7.9094	4.3737	6.8528	3.1534	-3.6573	-3.0165	0.4311	-0.3991	3.2408	-4.8212
NA18988	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-7.0040	-43.1897	2.1741	4.7032	-14.9894	-1.0002	-0.8741	2.0625	5.4774	1.1039
NA18987	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2505	-42.3990	3.1112	5.4437	-13.8962	-1.1577	3.4949	-2.5702	5.5369	-2.3261
NA19835	AFR	AFR	0.0000	0.9976	0.0024	0.0000	0.0000	51.4922	-13.4834	0.8199	2.5199	-3.3247	-2.4953	2.6552	-3.6730	4.6642	-0.9431
NA20863	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7778	-4.3729	-18.4822	-4.5640	-4.7901	-2.7887	3.1623	-4.1750	6.2403	-5.6154
HG01619	EUR	EUR	0.0000	0.0000	0.0054	0.0000	0.9946	3.6195	14.8035	5.8157	9.8569	0.5844	-3.8751	-0.0747	1.9592	5.7805	-2.7136
NA18643	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.8717	-45.1927	4.6567	7.7127	-8.9060	-5.1492	2.2574	1.2407	4.1659	-0.6882
HG03380	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	62.9099	-17.0446	0.9183	0.2997	-5.5092	0.0963	3.5822	0.3189	2.3305	0.8845
HG00282	EUR	EUR	0.0000	0.0000	0.0100	0.0000	0.9900	-1.1610	9.2832	6.2320	9.7235	-7.9726	10.5885	-0.0562	-0.6633	6.0686	-1.0608
HG03649	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3568	-4.0100	-15.4139	-2.2739	-3.2209	-1.9225	1.2682	-2.4215	4.7791	-1.7882
HG01707	EUR	EUR	0.0000	0.0000	0.0603	0.0000	0.9397	2.2060	11.6553	4.3351	9.8783	-1.7028	-3.1289	1.9147	1.3211	6.2766	-5.7387
HG00375	EUR	EUR	0.0000	0.0000	0.0631	0.0000	0.9369	0.7443	8.6905	6.0746	7.7400	-8.8697	5.3892	-1.7851	-4.5996	5.5101	-1.0706
