#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG01269	AMR	AMR	0.0020	0.0078	0.9860	0.0006	0.0035	4.8580	2.3111	9.5644	-3.1214	-0.0881
NA19655	AMR	AMR	0.0000	0.0000	0.9997	0.0000	0.0003	2.8648	-1.5326	9.9769	-7.8867	2.0777
HG04211	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.9964	-6.1329	-20.4256	-5.0582	1.5595
NA19379	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	60.3954	-15.9962	0.5505	2.0370	1.3620
HG04015	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2919	-7.9040	-18.8007	-5.0178	-0.9453
HG02131	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3790	-39.0524	-0.5366	5.5094	-1.2604
HG03685	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1001	-7.5987	-18.1744	-5.4799	2.7785
HG03100	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.3207	-16.9727	-0.5274	1.1552	2.7357
HG03600	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5663	-10.2730	-21.7446	-5.9995	1.5972
HG02076	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4401	-43.8526	1.0842	7.6085	-6.3361
HG03778	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1514	-10.4719	-20.6103	-4.9987	3.6952
HG01747	EUR	EUR	0.0000	0.0000	0.0107	0.0000	0.9893	1.2160	12.4255	5.4515	8.6040	4.2650
HG03175	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	62.8279	-17.4095	0.7390	1.9403	1.6622
NA20866	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4507	-5.3274	-16.5249	-4.3083	0.7974
HG00409	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9742	-46.4612	3.7043	7.4334	1.0971
HG03388	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	64.0340	-17.8530	0.5295	2.7547	0.2584
HG03900	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5369	-5.9934	-19.6750	-4.3393	0.6833
NA19007	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8671	-42.9920	2.4942	6.7183	8.3758
HG00158	EUR	EUR	0.0000	0.0000	0.0933	0.0000	0.9067	-0.0471	10.4268	5.3914	7.4890	1.9664
HG03953	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.9663	-9.3521	-19.3442	-1.3493	-0.9131
HG02882	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	60.8161	-16.9637	0.0834	1.9466	1.3291
HG00524	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7405	-44.7587	2.5082	7.2196	2.2712
NA20874	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1147	-3.4718	-17.8843	-3.8504	0.4598
NA19332	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	59.3618	-17.0509	-0.2403	2.4638	4.0119
HG02364	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.0296	-45.4499	0.9398	9.4112	-3.8775
HG03944	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9932	-8.8534	-18.9857	-5.3846	-0.7955
HG02102	AMR	AMR	0.0000	0.0013	0.9987	0.0000	0.0000	-5.6212	-21.2444	21.4743	-30.6162	-2.6748
HG03069	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	63.4587	-17.3658	0.1364	1.6359	4.5079
NA19716	AMR	AMR	0.0000	0.0020	0.9980	0.0000	0.0000	0.0992	-8.6393	13.3609	-15.6283	-0.0050
HG02763	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	61.4810	-17.9272	0.3285	2.7658	2.9295
NA18988	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9678	-43.2485	2.3538	4.6190	10.3169
NA18648	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6368	-43.0558	3.2083	7.3168	8.8409
HG03074	AFR	AFR	0.0000	0.9990	0.0010	0.0000	0.0000	64.1922	-17.6725	-0.9685	1.1863	-0.1656
HG01878	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5453	-41.7161	-1.6227	7.4726	-1.7631
HG01811	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0006	-44.2436	0.9585	8.6947	-5.3668
HG02188	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3201	-44.1588	0.8172	7.8498	-3.5486
HG03520	AFR	AFR	0.0000	0.9990	0.0010	0.0000	0.0000	61.8171	-18.5674	-0.7205	1.9888	-0.1224
HG01679	EUR	EUR	0.0000	0.0000	0.0158	0.0000	0.9842	1.4801	12.3181	5.2776	8.4352	2.0321
HG00383	EUR	EUR	0.0000	0.0000	0.0257	0.0000	0.9743	-1.6381	8.3454	6.4992	8.2599	6.9617
HG03890	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.3194	-8.9758	-17.1298	-4.1455	1.0920
HG04056	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5411	-6.8631	-21.9129	-5.0953	1.9656
NA19794	AMR	AMR	0.0000	0.0000	0.9997	0.0000	0.0002	1.9689	1.4431	9.2829	-5.8173	0.3496
NA19403	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	59.4810	-16.0096	0.4121	3.0765	1.6234
HG02687	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7871	-7.8461	-19.4163	-4.3926	-0.5602
HG03882	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8263	-6.2387	-19.0551	-6.1990	1.8219
HG03078	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	63.4244	-16.9588	1.3920	0.9108	4.2975
NA20532	EUR	EUR	0.0000	0.0000	0.0098	0.0000	0.9902	2.1850	12.4360	5.8414	9.0950	1.4697
NA20796	EUR	EUR	0.0000	0.0000	0.2212	0.0000	0.7787	1.9063	13.4720	4.3635	8.0910	-0.7953
HG03817	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5152	-9.0768	-14.9256	-2.1307	4.0137
HG01148	AMR	AMR	0.0000	0.0000	0.8470	0.0000	0.1530	2.4171	0.6502	9.1759	-3.0850	-0.3785
HG00319	EUR	EUR	0.0000	0.0000	0.0102	0.0000	0.9898	-1.7721	6.4002	5.9019	9.3278	3.0869
NA12156	EUR	EUR	0.0000	0.0000	0.1070	0.0000	0.8930	-0.8771	13.3447	7.9581	8.6665	-0.2134
NA21101	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2586	-7.3211	-18.7365	-3.6017	4.2150
HG04152	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7532	-10.9417	-18.2710	-4.6666	1.6808
HG01464	AMR	AMR	0.0000	0.0003	0.9996	0.0000	0.0001	11.3373	-4.2951	10.3851	-6.7571	-0.2230
NA20298	AFR	AFR	0.0000	0.9977	0.0023	0.0000	0.0000	58.1480	-16.1793	-0.3607	1.5645	1.1687
NA20589	EUR	EUR	0.0000	0.0000	0.0621	0.0000	0.9379	1.4782	12.2289	2.0218	8.2557	-0.7995
HG00231	EUR	EUR	0.0000	0.0000	0.0196	0.0000	0.9804	-0.5872	12.3849	6.2180	7.6116	3.5534
HG01861	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6151	-42.6277	-0.1978	6.0433	-2.1378
HG00288	EUR	EUR	0.0000	0.0000	0.0123	0.0000	0.9877	-1.7218	8.0152	4.8893	7.9954	3.5576
NA11918	EUR	EUR	0.0000	0.0000	0.0038	0.0000	0.9962	-0.1149	11.9951	4.4624	9.4576	2.3566
HG01396	AMR	AMR	0.0000	0.0013	0.9987	0.0000	0.0000	10.4897	1.6046	7.9293	-2.1650	2.2847
HG03449	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.9354	-17.3208	1.0557	2.8286	3.6094
HG02643	AFR	AFR	0.0000	0.9958	0.0042	0.0000	0.0000	61.2016	-15.5702	-0.5586	2.4786	4.0528
HG02040	EAS	EAS	0.9982	0.0002	0.0016	0.0000	0.0000	-7.0796	-42.2010	1.3849	7.5996	-5.6872
HG03085	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.5113	-16.9464	-0.4819	0.5239	1.5915
HG02715	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	60.6751	-17.2427	0.6773	2.2999	0.8370
HG01709	EUR	EUR	0.0000	0.0000	0.0591	0.0000	0.9409	3.5877	11.7018	4.0199	7.5222	2.7875
HG01840	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0401	-43.3260	1.4648	8.8786	-2.2296
HG01971	AMR	AMR	0.0000	0.0010	0.9990	0.0000	0.0000	4.9508	-14.9483	13.9128	-17.9072	2.7265
NA18945	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3715	-42.5388	3.7546	5.5992	10.3327
NA18948	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8564	-44.3400	2.7627	5.2938	10.6491
NA19725	AMR	AMR	0.0007	0.0009	0.9693	0.0001	0.0291	0.8203	-1.4968	12.5558	-5.6983	1.1552
NA20505	EUR	EUR	0.0000	0.0000	0.0332	0.0000	0.9668	2.0580	13.2542	4.1231	9.3574	1.8984
HG02137	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7369	-43.3704	1.1502	7.9819	-2.7394
NA19116	AFR	AFR	0.0000	0.9990	0.0010	0.0000	0.0000	62.6482	-17.2975	-0.6615	2.3284	3.2146
NA19466	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	57.8790	-16.8064	-0.1209	1.3600	3.1901
HG01162	AMR	AMR	0.0000	0.0003	0.9996	0.0000	0.0000	5.4591	3.8977	7.3532	-0.2212	6.2992
NA19372	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	60.3160	-16.2180	-0.7055	1.6784	2.8757
HG04020	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0745	-6.9671	-17.7432	-4.6786	-0.8778
NA19681	AMR	AMR	0.0000	0.0067	0.9933	0.0000	0.0000	-0.8112	-10.5005	13.5847	-17.0450	3.0686
HG04180	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1276	-8.7235	-16.9910	-2.4695	1.9814
HG00186	EUR	EUR	0.0000	0.0000	0.0707	0.0000	0.9293	-1.2149	7.3872	7.1342	9.6882	4.8980
NA19792	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	0.4905	-0.4078	10.0456	-3.1344	0.3090
NA20765	EUR	EUR	0.0000	0.0000	0.0324	0.0000	0.9676	2.0604	11.6355	4.3744	9.4816	3.8259
HG02088	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.6759	-44.9034	0.4664	8.7679	-2.0938
HG03696	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.1442	-7.5910	-20.8689	-5.2024	-0.0058
HG01456	AMR	AMR	0.0000	0.0071	0.9929	0.0000	0.0000	1.1633	-3.3452	12.3587	-8.4054	3.6061
HG03258	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	61.7670	-17.3576	-0.9200	2.6819	2.4338
HG00699	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0540	-45.8770	2.4487	8.5649	2.6046
NA07048	EUR	EUR	0.0000	0.0000	0.0161	0.0000	0.9839	0.6934	11.5742	4.0869	11.9060	-1.5178
HG03012	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9951	-13.3763	-18.4757	-1.5405	2.6143
HG02583	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.3830	-17.1382	0.0738	1.7028	1.7069
NA20786	AMR	EUR	0.0000	0.0000	0.5813	0.0000	0.4187	0.7992	11.0263	4.4155	7.1611	0.3965
HG04035	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6748	-8.6678	-18.9962	-2.5347	-1.0922
HG03772	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1044	-8.6358	-23.1115	-6.1040	-2.7619
NA20872	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3695	-1.3261	-13.6524	-2.2458	1.3535
HG01699	EUR	EUR	0.0000	0.0004	0.3217	0.0094	0.6685	2.7973	13.0744	3.8110	8.2394	2.1355
NA12843	EUR	EUR	0.0000	0.0000	0.0772	0.0000	0.9227	1.1828	12.5202	4.1502	9.4906	2.7591
NA12749	EUR	EUR	0.0000	0.0000	0.0295	0.0000	0.9705	0.0648	12.4383	5.5209	8.2227	2.3055
NA21106	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1068	-8.5320	-18.4257	-5.2871	4.5828
HG02239	EUR	EUR	0.0000	0.0000	0.1451	0.0000	0.8549	2.6176	10.5500	3.7944	8.1866	0.3067
HG00734	EUR	AMR	0.0000	0.0000	0.3126	0.0000	0.6874	4.0687	3.0545	10.7958	0.5978	1.5457
NA18853	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.8801	-17.7894	-0.0540	1.9628	1.6401
HG03024	AFR	AFR	0.0000	0.9984	0.0016	0.0000	0.0000	60.1739	-15.7580	-0.0053	1.0977	-1.0117
HG04014	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4523	-10.0491	-17.8977	-5.7511	0.5800
HG01060	AMR	AMR	0.0004	0.0009	0.9942	0.0008	0.0037	5.2068	4.9955	8.1538	2.9899	3.1334
NA12489	EUR	EUR	0.0000	0.0000	0.0294	0.0000	0.9706	-0.9492	14.3360	4.5547	9.1624	6.4699
NA12828	EUR	EUR	0.0000	0.0000	0.0232	0.0000	0.9768	-1.4298	11.9920	4.9506	6.7240	-0.4840
NA21097	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2799	-4.0641	-18.1279	-3.6167	3.7230
NA20868	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9206	-5.8761	-19.7194	-7.7529	3.7513
HG03009	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0970	-12.1546	-16.7202	-4.1109	3.0979
NA18949	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6536	-42.5609	2.0029	6.4233	13.5998
NA18997	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2479	-43.3424	2.1988	4.7045	10.8311
NA19735	AMR	AMR	0.0000	0.0074	0.9926	0.0000	0.0000	-6.4644	-20.2259	19.7640	-30.6777	1.0100
NA20762	EUR	EUR	0.0000	0.0000	0.0422	0.0000	0.9578	2.7205	13.0759	4.1950	10.2918	-0.3378
NA21114	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5235	-4.9284	-19.5012	-5.2273	3.4899
HG00327	EUR	EUR	0.0000	0.0000	0.0271	0.0000	0.9729	-0.7788	9.1906	6.6679	8.6502	3.7091
NA19085	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8407	-43.6646	2.4958	3.2102	13.3459
HG02156	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6895	-44.7088	0.5520	7.2529	-6.4838
HG01613	EUR	EUR	0.0000	0.0000	0.0572	0.0000	0.9428	0.9461	12.8266	6.0292	9.3720	2.1920
HG03461	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.6535	-17.9815	0.0879	2.7193	3.0885
HG03022	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0756	-5.2805	-17.9832	-4.5771	-2.9483
NA19119	AFR	AFR	0.0000	0.9986	0.0014	0.0000	0.0000	63.4740	-18.0657	0.2661	1.1558	3.4281
NA19909	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	55.5857	-13.4755	1.1387	2.0494	2.2557
NA20889	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1148	-4.1109	-20.5841	-5.0023	5.4706
NA06994	EUR	EUR	0.0000	0.0000	0.0469	0.0000	0.9531	-1.1044	11.7503	3.9757	7.6094	2.8821
HG02790	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9476	-7.0089	-18.4699	-5.6887	-0.3564
NA20296	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	48.2231	-11.8897	0.4981	3.6021	1.5672
HG01707	EUR	EUR	0.0000	0.0000	0.0111	0.0000	0.9889	2.1523	11.6548	4.2153	9.7146	3.4535
NA19711	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	53.7108	-13.3371	1.3672	2.6374	4.0548
NA18621	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.8577	-44.4659	4.6821	5.4813	6.0096
NA21100	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1112	-5.7225	-19.7569	-5.8838	5.9151
NA19042	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	58.1606	-16.3718	-1.0198	1.6059	1.9869
NA12717	EUR	EUR	0.0000	0.0000	0.1261	0.0000	0.8739	1.6824	12.5698	5.3791	10.2102	-0.1807
HG01597	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2923	-43.9247	-0.0250	9.2348	-3.0621
NA19207	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	61.8018	-17.8550	-0.1364	1.7541	2.9328
HG01311	AMR	AMR	0.0002	0.0000	0.9393	0.0000	0.0605	6.5016	5.5525	6.8785	4.1093	1.4511
HG03713	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7031	-3.8961	-16.8961	-2.0460	1.4493
HG01110	AMR	AMR	0.0006	0.0097	0.8788	0.0101	0.1007	7.4880	4.4970	7.5089	2.1301	0.5731
NA18619	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8445	-43.1999	3.4511	7.4066	9.0208
HG03115	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.3124	-18.1880	0.2602	0.1098	3.1552
HG01098	AMR	AMR	0.0000	0.0000	0.8618	0.0000	0.1382	6.5122	5.2259	7.9061	2.5292	0.4960
HG02322	AFR	AFR	0.0000	0.9990	0.0010	0.0000	0.0000	53.6654	-13.5849	-0.0372	3.1882	-0.3976
HG02016	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8892	-39.3133	-1.3980	6.6029	-3.8389
HG02259	AMR	AMR	0.0000	0.0021	0.9979	0.0000	0.0000	-8.9049	-26.2749	23.3205	-38.3200	2.1015
HG00380	EUR	EUR	0.0000	0.0000	0.0181	0.0000	0.9819	0.1787	11.1536	5.8264	7.5862	1.3043
HG02165	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4859	-44.2728	2.4340	8.0020	-6.4734
HG00235	EUR	EUR	0.0000	0.0000	0.0527	0.0000	0.9473	-0.3467	13.7804	6.1118	8.9428	0.1724
HG01369	AMR	AMR	0.0000	0.0053	0.9947	0.0000	0.0000	4.5271	-9.0655	12.7043	-13.8781	0.0310
NA21102	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.2955	-4.6318	-18.7977	-3.8960	4.1766
HG02002	AMR	AMR	0.0000	0.0003	0.9997	0.0000	0.0000	-4.9779	-17.2635	20.4857	-29.9171	1.6812
HG00653	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9204	-45.5603	0.3273	8.5867	-3.6110
HG02230	EUR	EUR	0.0000	0.0000	0.0139	0.0000	0.9861	0.8180	13.2622	3.1564	10.4979	2.3203
NA19917	AFR	AFR	0.0000	0.9977	0.0023	0.0000	0.0000	56.4582	-15.6609	1.3996	3.3016	2.1264
HG03644	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4066	-9.2416	-18.6374	-3.9032	3.1520
NA19092	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.6346	-17.8243	0.4955	1.8695	2.4703
HG03490	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.9146	-0.5427	-14.2540	-1.7164	2.6439
HG03267	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.3150	-18.7928	-0.5176	1.6430	1.0160
HG00232	EUR	EUR	0.0000	0.0000	0.0270	0.0000	0.9730	0.0372	13.6438	4.6379	6.8361	2.3840
NA18634	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9070	-44.2944	2.8571	6.8501	2.2594
HG04164	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1288	-10.9217	-16.9949	-4.0569	4.0878
HG02799	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	61.2053	-17.0289	0.3321	1.8784	1.1115
HG02476	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	52.4159	-14.2810	0.3034	1.1605	3.0348
HG02807	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	59.4152	-16.4338	-0.5296	0.2873	1.3884
HG02164	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3403	-43.4772	2.0630	8.8088	-3.9849
HG01786	EUR	EUR	0.0000	0.0000	0.0741	0.0000	0.9259	2.7559	12.8655	6.0961	9.4932	1.0251
HG01851	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5098	-42.9203	0.6349	8.1306	-1.7000
NA19308	AFR	AFR	0.0000	0.9984	0.0016	0.0000	0.0000	59.2272	-16.4599	-0.0694	1.3402	0.8937
NA18522	AFR	AFR	0.0000	0.9990	0.0010	0.0000	0.0000	63.4691	-17.0766	0.3457	1.1285	4.5027
HG00267	EUR	EUR	0.0000	0.0000	0.0012	0.0002	0.9985	-1.1719	9.1089	3.0312	8.9141	5.9799
NA19144	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	63.2716	-18.9709	-2.1841	1.2200	1.6072
NA19773	AMR	AMR	0.0000	0.0033	0.9967	0.0000	0.0000	-1.1659	-2.2101	12.8370	-6.7665	3.8048
NA19729	AMR	AMR	0.0000	0.0049	0.9951	0.0000	0.0000	-4.6656	-21.5006	19.7928	-31.2156	3.2287
NA12154	EUR	EUR	0.0000	0.0000	0.0219	0.0000	0.9781	0.5659	12.1806	5.0596	9.8284	0.3864
NA18977	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5466	-40.8215	3.0284	6.2795	10.0166
NA18499	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	63.6659	-17.9284	-0.2150	1.8141	0.3080
NA18570	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7231	-44.8631	3.4994	8.2818	4.2300
NA19006	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7787	-43.1512	4.2098	5.2479	10.9924
HG01859	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.0482	-43.4852	1.0387	8.3473	0.5521
HG02283	AFR	AFR	0.0000	0.9695	0.0305	0.0000	0.0000	48.8909	-10.3853	2.7724	3.0348	2.8477
HG03366	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.3115	-18.2003	0.0302	1.9395	1.2892
HG00614	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.9850	-43.4842	2.5254	8.2251	5.5576
HG01190	AMR	AMR	0.0000	0.0001	0.9998	0.0000	0.0001	7.4472	-0.4841	8.1558	-2.3683	1.7369
HG03773	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6423	-8.0057	-23.6376	-5.9841	2.4396
NA21103	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0306	-5.3443	-18.5930	-5.1719	3.3449
HG02048	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6552	-43.3214	0.2769	8.0010	-3.6346
HG01164	AMR	AMR	0.0000	0.0002	0.9305	0.0000	0.0692	5.6737	6.2036	8.2718	3.6085	2.0164
NA18595	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.3930	-41.9491	2.8599	8.0305	8.6964
NA18983	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.3315	-44.0702	3.3510	5.1376	12.7466
HG00360	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-0.7464	11.0669	4.7530	7.3997	3.8414
NA19159	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.7210	-17.4395	-0.4409	0.9422	3.8408
HG02081	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7802	-43.5205	0.0366	8.3225	-5.5288
HG01695	EUR	EUR	0.0000	0.0000	0.0342	0.0000	0.9657	3.0427	9.7882	4.0318	9.4403	2.4364
HG00100	EUR	EUR	0.0000	0.0000	0.0345	0.0000	0.9655	0.6071	13.6255	4.1991	8.4406	2.1145
HG03095	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.3752	-17.6270	-0.5768	0.9279	1.4000
NA20541	EUR	EUR	0.0000	0.0000	0.0077	0.0000	0.9923	0.4323	11.4931	4.0685	8.8974	0.8463
NA18985	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4061	-43.7615	3.5608	7.0803	10.9055
HG01119	AMR	AMR	0.0000	0.0000	0.5931	0.0001	0.4068	0.7230	8.2418	6.5165	1.9729	0.5808
HG01918	AMR	AMR	0.0000	0.0035	0.9965	0.0000	0.0000	-6.3950	-17.8347	22.5640	-28.6270	0.0994
HG01608	EUR	EUR	0.0000	0.0000	0.0417	0.0000	0.9583	2.0192	10.2572	5.1337	10.6511	5.1541
NA12873	EUR	EUR	0.0000	0.0000	0.1908	0.0000	0.8092	-0.3602	13.1934	5.5240	9.7108	2.7400
NA21086	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1752	-6.0650	-18.8878	-4.9779	3.8107
HG01506	EUR	EUR	0.0000	0.0000	0.1826	0.0000	0.8174	2.3309	13.1862	4.1336	8.8183	1.1730
HG02716	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.2734	-18.2420	-0.9536	2.1522	1.5341
HG02180	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.4249	-44.2234	-1.2154	8.2519	-4.3750
HG03643	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0329	-8.0046	-20.2508	-3.0294	2.8762
HG02238	EUR	EUR	0.0000	0.0001	0.3016	0.0001	0.6983	3.2755	11.1557	4.9892	10.1820	-0.0201
HG01550	AMR	AMR	0.0001	0.0009	0.9952	0.0003	0.0035	2.4399	1.4865	8.1514	-1.6209	1.3860
NA21135	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6823	-6.5917	-18.4308	-1.6042	3.2078
NA19461	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	59.7149	-16.4993	-1.5630	1.8698	3.1656
HG03802	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8394	-11.7467	-17.6731	-1.8026	-0.7007
1213262_D1	AMR		0.0000	0.0203	0.9664	0.0003	0.0129	13.6042	3.9242	3.3563	2.4793	1.8872
1213264_D1	EUR		0.0000	0.0000	0.0634	0.0000	0.9366	-0.6254	11.0288	5.8125	6.4829	1.9051
