#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG00419	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7379	45.2722	-2.2820	6.4719	-1.6864	-4.0423	-5.5694	1.3965	2.0879	2.0629
HG03117	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9624	15.8373	0.0362	2.1560	-0.1552	-2.4405	-3.7515	4.2090	1.9330	-2.2709
NA19375	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	58.2087	16.2189	1.6212	2.4870	-0.2806	2.9094	3.0918	-1.5249	-2.6326	2.2053
HG00736	AMR	AMR	0.0000	0.0000	0.9956	0.0000	0.0044	3.4110	-8.1132	-5.3714	4.6056	-1.6518	-3.7272	-0.7903	6.3613	0.5116	-0.9089
HG02139	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.9653	43.0703	-0.9429	6.9906	-6.0979	6.5646	-1.5694	3.1268	2.1331	-1.1790
HG01182	AMR	AMR	0.0000	0.0004	0.8884	0.0000	0.1111	8.1779	-3.6982	-7.0797	0.3031	-2.8851	2.2532	-0.6348	0.9309	-3.6353	-1.4263
NA11843	EUR	EUR	0.0000	0.0000	0.0145	0.0000	0.9855	0.1287	-13.5106	-4.6979	9.2903	1.2343	-0.9900	-2.7171	0.2146	-1.6346	-1.9275
NA20858	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9473	1.3213	10.9812	-1.5083	-0.7888	2.3985	-3.6545	1.7691	2.6907	1.9041
HG01489	AMR	AMR	0.0000	0.0001	0.9978	0.0001	0.0020	1.9409	-4.9538	-5.8635	2.9517	-1.4018	0.8962	-1.5093	1.6402	-2.4358	1.3152
HG01889	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	59.6310	16.1915	0.2304	2.0495	1.4546	-1.6499	1.1102	2.3387	-0.7494	-1.4787
HG00717	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1399	44.7907	-2.2372	7.3529	-2.1233	1.0174	-2.7225	3.1288	1.7268	-0.9275
HG00956	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2730	43.8596	-1.7004	7.8059	-1.7543	6.5027	-4.3371	-0.6823	0.4395	-0.8041
HG02250	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3737	43.9155	-2.9452	7.3764	-4.8800	2.8628	-2.7540	2.6399	-0.8697	-2.5919
NA19834	AFR	AFR	0.0000	0.9897	0.0103	0.0000	0.0000	47.9613	9.0565	-2.6329	3.8112	1.0076	-1.0498	-2.5817	0.7503	0.6245	-1.4782
HG02549	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.7581	16.4915	0.4910	0.9623	-1.1258	-0.4453	-1.1091	0.5873	1.4166	-1.3490
NA18941	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6472	42.9995	-2.7754	5.8432	6.9344	-3.0873	-3.0627	0.0023	-3.6625	2.1186
HG03258	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.7919	17.3109	0.9379	2.6945	0.0528	-2.9746	-3.5487	0.6854	1.2480	-0.6380
NA19114	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2944	18.0028	0.5372	1.8691	-0.7159	0.8292	-4.0468	0.4696	-0.4728	-0.4374
HG03690	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5265	7.9575	20.0948	-3.9018	2.7061	-6.9224	-2.9142	1.3413	-0.7344	3.3650
HG01918	AMR	AMR	0.0000	0.0006	0.9994	0.0000	0.0000	-6.3759	17.7936	-22.5767	-28.4749	-2.1783	4.2342	-2.9018	3.2380	-2.4945	0.9358
HG02356	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8783	46.1885	-0.8191	9.2462	-7.3202	2.8237	-2.1540	4.2346	0.9178	-0.8478
HG01809	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-7.5634	43.8907	-1.0703	8.6800	-6.2512	2.1817	-1.1574	6.4801	0.3281	-1.8451
HG01673	EUR	EUR	0.0000	0.0000	0.0323	0.0000	0.9677	0.9334	-12.9675	-4.8892	10.3612	-2.3307	-2.7925	-1.6040	-0.7756	0.5477	0.4374
NA20888	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4770	5.8063	19.1588	-4.1443	0.7995	0.3260	-2.2192	0.6276	-3.1231	-2.5502
HG00452	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8598	44.3944	-1.9103	7.8963	2.4772	-1.4180	-6.0296	5.8281	0.3069	-2.2460
HG03757	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2451	10.9836	21.4912	-6.4176	3.9864	-1.5445	-4.5533	1.6596	-5.5440	1.1519
NA18858	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.2471	18.1864	0.8321	1.8101	0.6607	-0.2561	-3.3587	3.2930	-1.1783	-0.2053
NA19455	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.0055	17.1307	-0.2712	2.9331	-1.9216	1.2532	2.3102	0.9451	-2.0994	-1.4646
HG03472	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3629	17.6715	-0.4575	0.9940	1.3434	-0.9555	-7.1810	-0.3167	0.2639	0.2916
NA18557	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7082	42.2927	-2.1059	6.9935	5.5501	-2.7855	-5.7894	5.6338	-2.7418	-1.7573
NA18525	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7050	44.6071	-3.6591	7.7425	2.6260	-1.1959	-2.7995	3.2015	-0.2052	-2.3557
NA18618	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5461	42.3251	-3.0243	5.8129	-0.7819	-3.9913	1.2598	-0.4112	-0.8251	-4.4888
HG01334	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-0.2089	-10.9367	-6.4583	9.2608	0.4361	-0.5193	-0.1173	-0.6273	-1.0298	-4.6389
HG02481	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	56.4686	14.7025	-0.1748	2.4539	1.0424	-2.1877	-3.8502	4.1568	-2.2182	2.7832
HG03863	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3146	7.0914	20.5201	-4.7241	-2.5874	-1.4083	1.3190	4.0918	4.1785	2.1011
HG03872	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6983	8.0953	19.7356	-3.7615	-0.4294	2.7193	-4.0183	-0.5522	1.3518	0.9517
HG03919	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7548	8.1850	16.3289	-4.4292	0.4055	-0.3903	-6.3460	4.1650	1.6237	-2.6485
HG00742	EUR	AMR	0.0000	0.0000	0.4024	0.0000	0.5976	6.5401	-8.9576	-7.1047	6.7032	-3.1948	-1.5659	-5.5378	0.2685	-5.9685	0.2826
HG02155	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1264	45.0052	-2.0297	7.4693	-4.6521	2.1292	-3.4777	2.1827	-1.3834	1.1282
HG00376	EUR	EUR	0.0000	0.0000	0.0074	0.0000	0.9926	-0.5830	-9.9537	-6.1231	7.6578	4.1978	4.2660	-7.6243	0.7009	1.2877	-4.1762
HG01254	AMR	AMR	0.0000	0.0000	0.9999	0.0000	0.0000	9.3413	3.1765	-7.9860	-5.6121	-2.3659	-0.4121	2.0667	3.7968	0.3365	-3.8227
HG01277	AMR	AMR	0.0000	0.0061	0.9939	0.0000	0.0000	-2.8012	2.7017	-12.8168	-8.2080	3.5831	-5.8989	-1.6165	-1.1432	-0.7815	-1.1079
NA18560	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5253	44.8909	-2.4371	7.7331	2.3001	-0.1771	-1.0143	3.8833	3.4235	0.8494
NA19092	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.5631	17.7275	-0.4882	1.7570	2.2287	-0.1120	-3.3137	4.8953	-1.0968	-1.2284
HG02679	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.1624	17.4791	0.9480	2.3001	0.3589	-2.7231	-1.8038	3.6665	3.4767	-1.4933
HG01139	AMR	AMR	0.0000	0.0034	0.9966	0.0000	0.0000	8.6639	4.6335	-7.6487	-4.6153	-0.9967	-2.0832	-0.1047	3.8151	5.2061	-6.7303
HG02787	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1261	9.0473	18.4290	-4.4668	-3.5106	2.4848	-5.9186	1.2124	2.7310	-3.5462
NA18640	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2839	44.3822	-3.2078	6.9513	-0.6193	-0.2126	0.8632	2.6138	0.3904	2.6182
HG00656	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1389	46.1987	-2.2146	9.0644	-3.9456	-1.1535	-1.6553	0.9218	-0.8027	0.4419
NA20768	EUR	EUR	0.0000	0.0000	0.1890	0.0000	0.8110	0.6489	-11.7329	-4.5659	11.3442	3.4410	-0.8255	-1.3973	4.5470	0.2065	-2.0691
NA12413	EUR	EUR	0.0000	0.0000	0.0040	0.0000	0.9960	-1.1614	-12.6705	-6.5614	9.7689	-0.6375	-3.1962	1.5952	-2.2576	0.7483	-1.7035
HG01926	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	-8.1517	25.5423	-25.0035	-40.7246	0.5535	2.5679	0.6621	0.6570	1.4888	-2.1434
HG02397	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5661	43.3813	-1.4179	8.9738	-1.4643	4.8292	-5.1017	-0.6436	-0.4380	-1.6852
NA18881	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.6892	17.1476	0.8829	2.1719	1.1738	2.5294	-3.5048	3.9184	-0.8221	-1.4187
HG00383	EUR	EUR	0.0000	0.0000	0.0046	0.0000	0.9954	-1.6130	-8.4239	-6.2964	8.2095	8.7501	5.9782	2.4063	4.3964	-1.2119	-0.7286
HG01069	AMR	AMR	0.0000	0.0025	0.9975	0.0000	0.0000	6.9265	-3.5469	-6.5604	0.2059	-3.0328	-4.0670	-1.0712	5.3623	-2.1753	-3.4584
HG02332	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.2409	15.4012	0.1803	2.3171	1.0730	-0.0182	-1.7855	2.9084	0.2904	-2.9451
HG02610	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.6046	16.9017	0.1093	1.2886	-0.8921	-4.4861	-4.1890	-0.4356	1.4812	0.2700
HG01982	AMR	AMR	0.0000	0.0028	0.9972	0.0000	0.0000	-5.2670	17.7267	-18.5891	-28.2072	-1.5344	0.2270	-2.7307	4.5340	2.2086	-3.0361
NA18745	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7301	44.1312	-3.0525	7.3761	3.9065	-3.5722	-1.4262	4.5146	2.0783	-2.1970
HG02019	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1426	43.4323	-2.4035	6.8439	-5.2508	-0.3133	1.4133	7.8924	-3.4884	-0.3909
HG00123	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	0.4435	-12.7797	-5.7748	8.1260	2.8572	0.1558	-2.8260	-0.5662	-1.6814	-3.0595
HG03695	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5499	10.7568	19.8568	-5.1823	-3.2809	-2.5031	-1.4233	-2.4695	-0.7466	-6.3669
HG00556	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7879	43.8882	-3.1881	10.1934	-1.4830	0.3127	-2.9324	3.9840	-2.1858	2.8955
NA18993	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1867	44.9139	-2.1839	5.7753	5.2295	-2.8510	-2.0296	3.5644	-1.3880	-0.9491
NA11830	EUR	EUR	0.0000	0.0000	0.0047	0.0000	0.9953	0.6170	-12.3792	-4.2859	9.3559	2.1744	2.1826	-0.4392	4.8434	1.9942	-1.5245
NA19379	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	60.3262	15.9515	-0.5066	2.1940	-0.0871	3.1286	2.5180	2.9271	-1.3505	0.2340
NA20518	EUR	EUR	0.0000	0.0000	0.0175	0.0000	0.9825	2.1932	-11.5947	-3.7802	7.7071	-3.0084	-1.5711	-4.9911	0.1368	3.8210	0.4021
NA19102	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2270	16.8357	0.4293	1.9417	1.0223	-2.8565	-2.7535	2.1429	0.9353	-2.0889
HG01491	AMR	AMR	0.0000	0.0000	0.9473	0.0000	0.0526	0.7147	-7.2918	-8.4279	2.2053	0.0611	-0.1625	-5.9503	2.3746	-0.2105	-2.8745
HG02837	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	61.7583	16.8576	2.0079	2.3247	-0.2867	-3.8397	-3.8770	-0.6640	0.9628	2.3706
HG00384	EUR	EUR	0.0000	0.0000	0.0097	0.0000	0.9903	-1.9632	-9.4585	-4.6657	7.8723	6.3942	4.2168	4.6311	1.5727	-3.3960	3.6116
NA19000	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7254	43.8795	-4.6144	5.1252	5.2150	-5.7846	-0.2494	1.6719	2.6128	-4.2008
HG01414	AMR	AMR	0.0000	0.0018	0.9982	0.0000	0.0000	9.1092	-2.2981	-7.3126	1.5689	-2.0579	-1.8821	0.0051	1.4740	1.4860	0.0497
HG04176	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3652	12.1771	15.7712	-1.6195	0.1976	2.6948	-1.0726	0.3482	4.5379	-1.0932
HG03209	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	63.3015	18.6777	-1.2247	1.9023	-1.6192	-3.7573	-2.7337	4.3868	1.7061	-1.7897
HG03595	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7825	11.4215	15.6777	-1.4349	1.2840	3.1335	-1.3172	2.7906	3.4861	-2.2380
NA21116	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7166	5.1813	16.6298	-4.9986	-0.1811	2.3474	-2.9042	4.6583	-1.6206	-1.4780
HG02220	EUR	EUR	0.0000	0.0000	0.0058	0.0000	0.9942	0.9855	-12.9336	-3.0305	9.1746	-2.0568	-1.0955	-1.6215	0.3737	-1.4651	2.3909
NA20756	EUR	EUR	0.0000	0.0000	0.0211	0.0000	0.9789	2.8186	-10.9546	-2.6298	9.3651	-1.8091	-1.7048	-2.5149	1.1745	0.6832	4.8068
HG01618	EUR	EUR	0.0000	0.0000	0.0103	0.0018	0.9879	1.3577	-11.6815	-3.5114	8.1856	-1.8660	-3.7153	0.6107	1.3070	3.4262	2.2417
HG01191	AMR	AMR	0.0000	0.0000	0.5312	0.0000	0.4688	5.6352	-2.2664	-9.0121	-1.5922	-3.4058	-5.2628	-2.8351	2.1878	-1.4593	-1.9637
NA18980	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5201	41.3519	-1.9943	3.3131	4.9120	-4.3044	0.3415	4.7486	-2.3787	1.8771
NA19922	AFR	AFR	0.0000	0.9948	0.0052	0.0000	0.0000	45.1238	9.1139	-0.7227	2.9860	3.3891	-4.8668	-2.5084	-0.4798	1.6862	-1.2408
NA19137	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3246	18.1200	-0.3773	0.0425	0.9162	-1.7878	-1.1894	1.5472	-0.8556	0.3143
NA18563	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7686	42.9103	-4.1590	6.0033	5.3227	-3.3122	-0.2671	0.7479	-2.8907	-2.6236
HG01383	AMR	AMR	0.0000	0.0003	0.9997	0.0000	0.0000	-0.5523	-3.0417	-9.6151	-3.5327	-4.3391	-3.1393	-7.1611	2.8456	0.7156	2.1719
NA19321	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	58.7707	17.3710	1.3299	2.9099	-3.6738	4.3653	0.2361	3.0529	-0.2955	-0.5387
HG00692	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5727	44.8272	-2.0867	6.2500	-0.7357	0.7618	-3.6667	3.0936	0.5574	-1.5195
HG00708	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6794	45.2309	-0.9413	8.0642	-0.7251	-0.0043	-0.2831	0.5381	6.7757	-1.0883
HG04006	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7901	9.6528	19.8789	-7.1743	1.4266	-3.8204	-7.3627	0.6254	6.6359	-1.0310
HG00288	EUR	EUR	0.0000	0.0000	0.0000	0.0000	1.0000	-1.7371	-8.0740	-4.7045	7.8927	8.8208	6.9533	-0.1400	-1.5187	-2.0108	1.4335
NA21128	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1163	6.0990	20.4975	-3.3244	-1.0126	2.1244	-2.6028	0.1553	-0.8014	-1.7302
NA19452	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	58.7441	16.6165	0.7478	2.5038	-1.3897	1.3739	1.3032	-0.9330	2.1371	-2.2651
NA18984	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1953	41.8733	-2.9620	5.6896	3.9973	-3.5299	-0.5438	0.2401	5.1445	-4.7231
HG00129	EUR	EUR	0.0000	0.0000	0.0052	0.0000	0.9948	0.1526	-14.0834	-5.3278	9.6280	1.7317	5.1550	-6.3377	1.2470	0.9269	-3.9540
HG00151	EUR	EUR	0.0000	0.0000	0.0303	0.0000	0.9697	-1.1108	-11.5617	-4.3135	7.5956	0.5401	5.7898	-2.4569	1.4604	1.0896	0.3164
HG00445	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1344	43.7862	-1.8914	7.0797	0.9742	0.7566	-5.3062	2.4342	1.0773	-0.3587
HG00671	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4050	44.7027	-1.4840	7.2503	-1.6629	-1.5996	-1.4398	-0.1573	2.1809	0.2849
HG03788	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1112	8.4053	19.9834	-4.7400	0.1860	-0.1091	-0.9743	5.3712	-0.8737	-4.2629
HG02878	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.0011	18.4056	-0.7198	1.5449	0.9216	-3.6915	-8.1289	-1.1688	-1.3224	-3.7865
NA19461	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.7044	16.4734	1.5675	1.8913	2.2520	2.9333	2.4760	-0.1362	1.1632	-0.5212
NA11995	EUR	EUR	0.0000	0.0000	0.0091	0.0000	0.9909	1.5817	-12.3083	-5.9012	9.3357	-0.9197	0.7123	-3.5296	3.6160	2.2763	-1.0129
HG03951	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7824	7.2600	18.8256	-4.7232	-0.4234	-1.5061	-4.0865	1.6195	-1.4745	-2.9553
HG00326	EUR	EUR	0.0000	0.0000	0.0271	0.0000	0.9729	-0.5243	-8.8300	-5.3442	8.2893	6.9874	3.6514	-2.2147	5.1133	0.6445	1.3962
HG00362	EUR	EUR	0.0000	0.0000	0.0000	0.0000	1.0000	-0.5594	-9.4358	-5.2480	8.6044	9.5292	4.0795	-1.9065	2.2253	-0.7626	3.6788
HG03577	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2164	16.8471	0.8985	1.8173	2.1202	-1.9745	-4.6526	0.4592	-1.8831	2.6358
HG03061	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.1032	17.5400	1.4345	2.1059	0.2320	-1.8495	-2.6275	-0.7673	1.9913	0.8568
HG01756	EUR	EUR	0.0000	0.0000	0.0737	0.0000	0.9263	2.6285	-12.1887	-4.9911	11.0960	-3.6198	-2.1059	-2.3292	3.9277	-4.7230	-0.2012
HG01784	EUR	EUR	0.0000	0.0000	0.0145	0.0000	0.9855	0.8529	-12.5326	-5.0947	10.2857	-3.7753	-7.5310	-4.0857	-2.0860	3.4878	-2.9163
HG02085	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5187	44.4608	0.5959	8.2238	-5.2574	3.9559	-3.3823	1.4061	-0.5559	-2.1586
NA20529	EUR	EUR	0.0000	0.0000	0.1209	0.0000	0.8791	1.9938	-12.3735	-5.2028	9.6295	-2.3855	-3.6682	-4.7584	1.8133	2.5177	-2.7101
NA21115	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2661	5.2071	20.0250	-5.1272	-0.2572	3.8074	-3.3364	-3.0853	-2.2799	-1.9498
HG01359	AMR	AMR	0.0000	0.0018	0.9981	0.0000	0.0000	1.9915	0.8538	-9.9008	-3.0154	-0.1174	1.9259	-5.3612	3.4422	-1.7364	-0.3766
HG02728	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9745	9.0438	17.9631	-3.2060	-0.4470	0.3100	-3.7824	8.4083	4.1396	-4.3649
NA19732	AMR	AMR	0.0000	0.0006	0.9994	0.0000	0.0000	-7.0544	24.7357	-21.0631	-35.2887	2.4180	-0.2969	-2.0419	-1.7777	-0.4659	-3.0474
HG01771	EUR	EUR	0.0000	0.0000	0.0280	0.0000	0.9720	0.7607	-12.4771	-6.8081	10.4555	-0.1161	-3.3714	-0.9931	0.6822	-1.1245	-5.6873
HG01161	AMR	AMR	0.0000	0.0015	0.9985	0.0000	0.0000	10.3136	-1.3597	-9.2850	0.4677	-2.8004	-1.5607	-5.2917	2.9771	-1.7251	-1.5417
HG01707	EUR	EUR	0.0000	0.0000	0.0089	0.0000	0.9911	2.1873	-11.7417	-4.3055	10.0265	-0.7195	0.0936	-2.7594	-0.4146	-1.6969	0.4421
HG01965	AMR	AMR	0.0000	0.0087	0.9913	0.0000	0.0000	0.8902	12.3780	-14.2160	-18.3278	1.6621	2.3660	-0.4623	2.2258	1.7859	-4.7012
HG02219	EUR	EUR	0.0000	0.0000	0.0081	0.0000	0.9919	3.0509	-13.4058	-6.0851	9.0060	-4.6393	-4.5225	0.2358	-0.0408	5.1229	-0.4756
HG02023	EAS	EAS	0.9996	0.0000	0.0004	0.0000	0.0000	-7.4926	42.9191	-1.1712	6.3422	-5.7582	4.6629	-1.8464	3.9517	-1.6622	-3.8392
NA19372	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.2615	16.1870	0.7313	1.7610	-1.2879	2.6160	0.5961	5.0027	4.1544	-0.6591
NA19403	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.4543	15.9257	-0.3686	2.8958	-0.8518	3.1520	-0.3443	0.6880	0.9339	-2.7870
HG03476	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.3264	17.2354	0.9530	1.2330	-0.5456	-1.1140	-2.6822	3.5832	-0.0572	-0.1472
HG03815	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5637	10.9232	15.3237	-1.7214	-2.3717	2.9111	-1.7919	2.5301	-2.4873	-4.1762
HG04211	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.0028	6.1050	20.4575	-4.8177	-0.2227	-0.9311	-6.2815	5.9950	6.3228	1.1564
HG03538	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.6033	16.7581	0.7997	1.3362	0.5407	-1.4508	-3.8088	1.9144	0.5385	-0.6051
HG04017	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.8572	7.2948	22.2925	-5.7313	-0.1969	-2.4179	1.0740	-2.0948	-3.0345	-1.9618
NA11932	EUR	EUR	0.0000	0.0000	0.0076	0.0000	0.9924	0.1408	-12.4135	-4.2802	8.8058	-2.3765	1.5005	-0.7582	2.8622	-0.8300	2.1605
HG02233	EUR	EUR	0.0000	0.0000	0.0592	0.0000	0.9408	1.0303	-12.4622	-5.9188	10.3283	0.0412	-4.3587	1.5770	-0.6060	2.5993	-4.0486
NA19119	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4464	18.0235	-0.2489	1.3364	0.3194	-0.6990	-4.7705	3.1579	-1.1565	-1.1348
NA20321	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	50.1014	11.7633	-1.4974	2.8690	2.6740	-0.8879	-0.8728	3.8808	-3.0026	-1.2782
NA18626	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8175	44.0751	-2.7350	7.2153	3.1425	-4.2715	-2.1251	5.3877	-0.8322	-1.5526
NA21137	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6949	6.0686	17.3191	-5.0771	-0.8145	-1.7064	-5.3417	-2.4513	0.0364	-1.9922
HG01896	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.6755	17.6389	1.0356	2.0262	0.2532	-1.4719	-1.2113	1.2890	-5.9897	-3.0181
HG03298	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7273	16.8372	0.0243	0.2467	0.9808	0.8425	-4.1722	0.8672	0.4585	-3.5165
NA19152	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.8210	17.7564	1.3164	1.3187	1.0309	0.9151	-0.8760	4.6398	-2.9447	-1.1369
HG03922	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6656	12.9864	15.8835	-4.9022	1.2019	-0.1361	-2.2175	4.2624	-4.2336	-2.9242
NA20874	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1828	3.4280	17.9053	-3.5834	0.4613	-0.9431	0.6905	-0.0694	1.0586	-1.1460
HG01974	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	-7.3620	24.0683	-23.9407	-37.6919	2.0403	1.9126	-2.7606	1.0085	-1.8983	-1.4465
HG02496	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	58.4445	13.7941	-0.5971	2.7509	-1.0422	-0.4536	-2.8519	2.5648	-3.4567	0.5507
HG02371	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7962	45.3843	-2.1211	7.2596	-5.2025	4.4331	-1.9707	0.3094	-0.6593	-3.2692
NA19098	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7474	18.3127	-0.8153	1.4488	1.5720	-4.1203	-3.0664	4.5756	-0.3101	-1.8477
HG01868	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4036	42.3701	0.4611	7.0963	-3.9570	3.6516	-3.6039	0.7060	-1.9820	-2.6679
NA19062	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8329	42.4046	-2.9979	5.1601	5.7958	-3.7469	-1.0808	3.1260	-3.9677	-3.6571
NA20901	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0800	5.0391	15.4550	-6.0067	-0.4425	-2.8571	-3.0478	0.5082	4.0577	-3.8553
HG03238	SAS	SAS	0.0000	0.0000	0.0003	0.9997	0.0000	1.3595	-1.3934	11.2190	-2.2503	-0.6160	-1.6011	2.1240	-1.3078	1.7715	-0.6601
HG00137	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	-0.6227	-11.8431	-3.6181	8.9290	2.5591	2.1450	-1.3964	0.2856	0.5620	-0.8263
