#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03369	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4325	-16.4598	-1.6094	1.9482	-1.6656	1.6520	-3.3769	2.8640	-3.0005	-0.2847
NA18501	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.7963	-17.1824	-0.2586	2.3159	-3.2674	-0.3528	-2.1758	2.3058	-2.1437	-4.5875
HG00626	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9062	-45.8879	1.6119	7.7180	-1.0918	-2.1772	-2.4037	-0.5358	-8.8595	-5.5222
NA18644	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1657	-43.6523	2.6621	7.8370	0.7575	-2.0255	-4.8986	1.4012	-5.6534	-2.5266
HG04075	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7107	-7.8458	-19.3145	-3.8939	-1.5633	-2.3237	-3.4390	0.4356	-0.7775	-6.7457
HG02143	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-50.5694	-11.4721	0.3218	0.9850	-1.7820	-3.3819	-2.2953	-2.4035	-4.7301	-2.7982
NA18535	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.3324	-44.4483	2.7878	9.0175	2.1361	0.5480	-2.2289	1.1577	-2.0694	-1.0441
HG03175	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.7792	-17.3520	0.7075	1.8594	-3.9087	-1.1772	-1.8826	5.3826	-1.3680	-5.1408
NA20348	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-52.6687	-13.6772	0.6716	2.5200	-1.4079	-2.1207	-1.9995	1.7349	-2.7683	-2.3295
NA20544	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	-1.1970	12.2886	3.8084	10.1886	0.1325	-3.1225	-2.2128	1.0286	-1.0598	0.2101
NA19435	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-58.7545	-17.6076	-0.1480	0.3786	-0.0942	-0.8714	-8.6206	2.9977	-5.4715	-2.1805
NA18550	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.3980	-43.0846	1.9106	7.4288	-4.2440	0.9423	-5.2964	-0.0260	-3.9480	-3.2083
HG02398	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0762	-43.7221	1.6348	7.8185	-10.1225	-2.5450	-4.6383	-0.1412	-4.2091	-3.5849
NA18573	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7522	-43.8770	1.6519	6.0000	-0.5998	-2.5219	-1.9834	-0.5722	-6.0544	-2.2679
NA19076	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.9798	-42.7788	1.7241	5.7479	6.8102	0.0962	-2.0209	4.7432	-2.6613	-2.5253
NA18961	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6518	-44.3313	1.6319	4.8437	7.0871	-0.7707	-4.7594	-0.8391	-3.1258	-0.0925
NA18995	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.2110	-42.5814	3.2223	6.9394	6.9024	0.7792	-1.3399	4.5021	-1.8320	-3.5438
HG02620	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.3103	-16.9077	-0.0398	2.4014	-0.1527	-0.7067	0.5035	-0.8907	-4.3068	-5.2461
NA07357	EUR	EUR	0.0000	0.0000	0.0011	0.0000	0.9989	0.4068	13.2314	5.3473	8.4875	-5.6329	-0.5718	-5.4369	0.9619	-4.9206	1.2422
NA18632	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.9763	-44.7780	5.0241	7.9747	0.2371	-1.0742	-3.4678	-1.3896	-2.8193	-3.0195
NA18982	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.3378	-42.1546	2.2546	4.8491	3.8094	-1.9424	-2.2581	0.6700	-4.1726	-3.9196
NA20774	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-1.7869	13.0273	4.0082	7.9771	-0.2640	-2.5932	-8.4264	-2.5600	-3.8156	-0.8831
NA20900	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4676	-2.7413	-13.8441	-1.1756	-7.7882	-6.6372	-1.7219	-3.5649	-4.0176	-3.5489
HG01130	AMR	AMR	0.0000	0.0015	0.9850	0.0001	0.0135	-2.8564	2.0510	9.3173	-1.3657	-0.5946	-4.2636	-4.2757	-0.0885	-7.7429	-1.8651
HG03518	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-61.2577	-17.7485	0.3606	1.0062	-0.9846	-0.4384	-3.0728	-0.3359	-2.8565	-0.9899
NA19904	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-52.4951	-12.1567	0.5045	1.1562	-0.3047	-0.7654	-2.5699	4.8349	-2.0979	-6.6357
HG03311	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-64.6478	-18.2064	-0.9822	0.0457	0.4633	-1.7866	-3.2557	1.6484	-1.2884	0.2806
NA18602	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6393	-43.5319	3.0403	6.4390	2.7541	2.0481	-2.7371	2.8610	-6.3794	-2.6639
HG01383	AMR	AMR	0.0011	0.0001	0.9761	0.0005	0.0222	0.6191	3.0780	9.6836	-3.6969	1.6120	-0.8203	-1.7213	3.6062	-3.7204	-5.0050
HG02235	EUR	EUR	0.0000	0.0000	0.0200	0.0000	0.9800	-1.2809	13.1618	3.2896	7.9015	-2.8660	-4.5239	-2.6113	-0.9983	-6.6085	-1.9906
HG02727	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0994	-7.7546	-17.1119	-5.0881	-2.1128	-1.6716	2.2981	2.8639	-1.9185	-8.1102
NA12830	EUR	EUR	0.0000	0.0000	0.1897	0.0000	0.8102	-0.5425	12.2012	6.2772	8.2257	-3.3980	-0.8341	-3.2047	-0.9568	2.1002	1.2662
HG03118	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-63.8485	-18.1020	-1.3422	1.9816	-1.4483	-3.2421	-0.3830	-0.7048	-3.8712	-2.5219
NA18618	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.5877	-42.3318	3.0098	5.7707	5.9873	-4.0919	-1.1066	-0.4269	-1.7072	0.1066
NA19257	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-63.1895	-16.8879	0.1547	2.9362	-5.8766	-0.5150	-2.6730	1.7436	-2.1129	1.3207
HG03451	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	-62.6011	-18.8337	1.0062	2.8925	0.6112	-1.5559	-3.7782	1.6897	-4.9093	-1.2980
HG03370	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-61.9986	-17.3271	0.7129	1.2295	-1.7849	0.9105	-4.2291	-1.7664	-0.8420	1.4925
HG00766	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1223	-44.1824	1.2372	10.3347	-8.0560	1.4668	-3.7361	1.1799	-4.7287	1.3822
NA19654	AMR	AMR	0.0000	0.0003	0.9997	0.0000	0.0000	0.0432	-8.9102	13.4008	-15.9575	-3.9607	-2.4106	-1.8976	-1.4805	-1.7897	0.4450
HG00381	EUR	EUR	0.0000	0.0000	0.0078	0.0000	0.9922	1.1974	10.2097	5.8850	6.4727	-2.5439	4.1441	0.7124	-0.2173	-2.7901	-1.8677
HG01241	AFR	AMR	0.0000	0.9904	0.0096	0.0000	0.0000	-41.2883	-9.4111	4.5234	0.3552	0.9046	2.3341	-4.5091	0.4575	-3.9945	-1.2248
NA19712	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-54.8475	-14.4422	0.2989	2.2171	-1.3857	-2.9281	-1.1442	-0.7584	-2.5175	-1.6162
NA18623	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5689	-42.1405	3.3651	7.1690	3.2031	1.6721	-1.9586	2.0313	-4.7952	-2.9200
HG02594	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.8006	-17.5774	-0.0589	1.9616	-1.2027	-1.2092	-2.6338	-0.3518	-1.3964	-2.6069
HG01945	AMR	AMR	0.0000	0.0015	0.9985	0.0000	0.0000	4.6275	-17.3256	18.5917	-28.8265	-1.1707	1.2668	-3.4479	0.7293	-3.0978	-2.7573
HG01804	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.8408	-44.6213	1.6196	8.3772	-11.3344	-1.2525	-2.1393	0.3486	-4.2318	-2.0071
HG01885	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.5921	-17.0124	0.3082	2.6922	-1.5319	-0.4454	-3.6352	-1.4301	-3.9376	-0.4448
HG01375	AMR	AMR	0.0000	0.0015	0.9985	0.0000	0.0000	-7.3370	-1.0124	11.6878	-5.4973	0.4730	-2.5578	-4.7583	-1.6947	-9.0528	-3.7006
HG01177	EUR	AMR	0.0000	0.0000	0.4542	0.0000	0.5458	-2.8800	2.3272	7.7694	-0.8148	-1.0551	-4.3025	-3.1936	-2.3256	-6.1860	-4.4614
HG00379	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	1.3042	8.3969	5.1685	7.0614	-5.2334	8.5331	-4.3681	0.0994	-0.5581	2.6264
HG00367	EUR	EUR	0.0000	0.0000	0.0057	0.0000	0.9943	2.7998	7.9413	6.4069	8.7236	0.9662	4.8259	-4.4890	2.8270	-2.3828	2.0927
NA19704	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-53.0203	-12.1089	-0.6661	1.1678	0.6618	-0.3705	0.3541	0.1238	-1.4729	-3.9726
NA19185	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	-63.0352	-18.1699	0.7878	1.9321	-2.5054	-1.3413	-2.3193	-0.4086	-4.9739	0.8987
HG03096	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	-63.2278	-16.6435	0.6651	0.5838	-0.8434	-0.2508	-2.1630	1.9306	-2.5154	-1.2728
NA18645	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1030	-45.9924	2.7316	6.3438	2.8547	1.4607	-1.8257	1.5437	-3.3272	-2.8529
HG01974	AMR	AMR	0.0000	0.0019	0.9981	0.0000	0.0000	7.4467	-24.0517	23.8850	-37.8707	-3.2696	-1.1407	-5.6170	0.4259	-2.6887	-2.2983
HG01785	EUR	EUR	0.0000	0.0000	0.1966	0.0000	0.8034	-1.9141	12.9295	6.6022	8.9721	-2.0709	-1.6101	1.5155	3.8209	-3.3147	-4.6061
HG01948	AMR	AMR	0.0000	0.0202	0.9798	0.0000	0.0000	-5.3376	-21.3412	16.5643	-25.5059	-3.0675	2.7257	-1.6542	-3.3240	-1.2013	-3.1421
NA18953	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.7065	-43.4852	3.6263	4.8253	5.8712	1.1833	-5.0243	-2.3671	-0.7386	-1.2457
HG00638	AMR	AMR	0.0000	0.0128	0.9697	0.0000	0.0175	-11.3383	4.6446	7.3945	0.6463	0.3051	-6.1217	-4.6398	0.2555	-0.8963	-7.1251
HG00357	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	1.9960	9.9938	4.4378	7.9136	-4.8130	10.9528	-1.7665	4.9273	-5.4645	-0.6982
NA20808	EUR	EUR	0.0000	0.0000	0.0039	0.0000	0.9961	-2.9066	11.7440	6.3330	10.7225	-2.6113	-9.1572	-3.8370	-1.7204	-2.1559	-6.7242
NA18555	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.6700	-43.3537	2.6699	7.6088	-0.3793	0.1337	-1.2178	0.2575	-4.7396	-3.7782
NA19080	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9520	-43.6723	3.3632	7.9987	7.5195	1.8669	1.8757	2.7472	-6.1580	2.3949
NA18502	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-62.7021	-16.9252	0.1656	2.0826	-2.9073	0.2086	-1.7288	-2.2953	-2.7305	0.1480
HG01923	AMR	AMR	0.0000	0.0158	0.9842	0.0000	0.0000	6.7902	-22.7243	24.4336	-35.6105	-3.1739	0.2422	-2.2740	-2.3200	-0.5829	-1.1567
NA12872	EUR	EUR	0.0000	0.0000	0.0170	0.0000	0.9830	-0.0268	12.2293	4.5608	7.9496	-1.8444	0.1760	1.5228	2.3166	-3.2041	0.8975
HG01680	EUR	EUR	0.0000	0.0001	0.1431	0.0000	0.8569	-3.6976	11.5631	6.4788	7.8261	1.7633	-5.4971	-5.2207	-0.6624	-6.1305	-0.8479
HG00113	EUR	EUR	0.0000	0.0000	0.0137	0.0000	0.9863	0.9469	12.6888	5.7562	9.3200	-1.7853	-2.6028	-5.7860	0.4142	-3.4436	-2.2106
HG02127	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.2249	-42.8818	-0.9725	6.8318	-6.8092	-1.7647	-2.4097	1.6311	-3.6402	-4.2508
HG01606	EUR	EUR	0.0000	0.0000	0.1112	0.0000	0.8888	-2.7532	12.1514	4.8785	9.9026	-2.0444	-1.1898	-2.7431	0.4464	-6.6887	-3.4663
NA19090	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5655	-43.6699	2.9067	7.7933	7.4956	0.2743	-0.9773	-0.9288	2.8317	-5.2423
HG00383	EUR	EUR	0.0000	0.0000	0.0409	0.0000	0.9591	1.6403	8.3695	6.3179	8.1246	-2.0983	10.7360	-1.7334	1.5274	-3.9526	-4.8219
HG04042	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.9665	-7.9046	-19.7357	-5.8997	1.2283	-3.3396	-5.7070	1.0329	-6.3833	-1.5275
HG03727	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.4267	-6.8624	-19.1626	-5.6987	-4.3673	2.3447	-0.5197	-3.9279	-7.1067	0.5214
HG02678	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.2744	-17.1002	-0.8183	2.7507	-1.4378	-4.7320	-4.4276	1.2481	-6.5698	-6.2584
NA18560	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.6089	-44.8798	2.3915	7.5281	-1.0612	-0.4340	-5.4602	2.3856	-1.9531	-1.9489
HG03461	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.6228	-17.9614	-0.0223	2.7403	-2.2867	-3.6394	-1.9128	1.0932	-6.5819	-1.8572
HG00326	EUR	EUR	0.0000	0.0000	0.0862	0.0000	0.9138	0.5632	8.8367	5.4020	8.4499	-1.1755	8.5647	0.2464	-1.4358	-5.6877	-1.2106
HG02792	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6486	-8.8715	-18.9828	-3.6089	-3.5708	-2.3230	-7.1142	-1.1197	-4.7214	-3.9597
HG00271	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	1.6584	8.7528	5.7576	8.5424	-1.6946	11.0371	-4.8311	0.5537	-5.8761	-5.2052
HG02401	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.5200	-44.6668	1.2921	8.3345	-10.5288	-4.3788	-4.9301	1.4394	-3.6290	3.4431
HG03077	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4186	-18.0544	-0.3571	3.7225	-1.2217	-1.2351	-1.9538	-0.4399	-3.4990	-3.6839
HG00159	EUR	EUR	0.0000	0.0000	0.0127	0.0000	0.9873	0.1509	12.4446	4.9497	9.8590	-3.8837	2.2160	2.0938	-2.5953	-2.9572	-2.0862
HG00732	EUR	AMR	0.0000	0.0000	0.2223	0.0000	0.7777	-4.1613	4.1079	5.8649	2.8328	1.8454	-12.0160	-3.1267	3.0949	-4.1127	-2.3928
HG03729	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2687	-8.0265	-20.7415	-5.1959	0.4342	0.7151	-2.8599	1.7646	-4.2522	-4.0248
NA20800	EUR	EUR	0.0000	0.0000	0.0043	0.0000	0.9957	-0.6742	12.0017	5.1743	10.7823	-1.4881	-6.4779	-1.9588	-0.6103	0.5943	-2.1242
HG00442	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.6027	-44.8545	2.1163	6.3380	-2.1290	-0.2509	-3.3533	1.4782	-1.3488	-1.6522
NA18532	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.1725	-44.2411	2.4309	6.6586	0.6873	-2.8107	-4.3391	2.2460	-3.1055	-3.5184
HG01167	AMR	AMR	0.0000	0.0091	0.9909	0.0000	0.0000	-13.8408	-0.2776	7.1588	1.6007	1.1759	-2.8446	-6.1829	0.3117	-6.1322	0.7986
HG03985	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1346	-10.9210	-21.6840	-4.9770	-1.3825	-1.0132	-4.2911	3.2292	-3.7785	-2.4445
NA20503	EUR	EUR	0.0000	0.0000	0.0151	0.0000	0.9849	-1.7522	11.2950	5.4724	9.2906	-0.2666	0.4049	-7.6686	2.6031	-4.2080	-1.5613
NA19655	AMR	AMR	0.0000	0.0025	0.9974	0.0002	0.0000	-2.8276	-1.4614	10.0320	-7.9652	2.5966	-4.8061	-5.1491	-1.9924	3.1144	-3.6501
HG00657	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6720	-44.5213	1.3648	7.4560	-0.7261	-1.6165	-2.1806	-2.8523	-3.0390	-0.2025
HG02666	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.8156	-16.3090	-1.2053	1.2464	-2.1820	-2.1055	-1.6618	0.4098	-4.8710	-3.1111
HG03812	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8018	-12.5734	-17.6733	-1.8715	-7.0126	-0.8333	-6.5780	6.1711	-0.9147	-3.6831
NA12813	EUR	EUR	0.0000	0.0000	0.0621	0.0000	0.9379	0.2496	12.7222	4.8520	8.0817	-4.9522	-2.7277	-3.9146	3.7711	-0.2043	-1.2182
HG01939	AMR	AMR	0.0000	0.0755	0.9245	0.0000	0.0000	4.8462	-16.7022	21.5919	-29.9981	-4.9299	1.1250	-5.3154	0.5245	-3.7147	-5.2542
NA19316	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.5310	-17.4183	-0.2993	2.6452	-2.5563	-3.1207	-5.9523	-3.9522	-6.2827	0.0649
HG02645	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-60.6894	-17.4866	-0.3649	2.0102	-1.0938	1.4122	-3.4018	1.4351	-4.6738	-4.4423
HG02699	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1866	0.5604	-11.6839	-1.8658	-2.4841	0.7198	-3.1699	6.3259	-1.3916	-2.9216
HG00097	EUR	EUR	0.0000	0.0000	0.0040	0.0000	0.9960	-0.8845	14.8437	5.4275	11.0604	-2.7157	0.5138	-1.7980	-0.1484	-5.1632	-0.5234
HG03986	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.0893	-7.2643	-19.5693	-4.3393	-0.3238	1.6932	-3.8275	3.0363	-2.7775	-1.2226
HG00851	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6974	-42.6868	1.7533	7.6845	-8.2901	0.6358	1.4998	-3.4955	-4.5997	3.2315
HG01850	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	5.9452	-44.4475	2.0762	8.5398	-5.0501	-1.0849	-2.8143	-2.8087	-1.7642	-3.4433
NA19463	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.1671	-16.9150	0.2772	2.9036	-1.1022	-2.6925	-6.7357	-0.5273	-8.2743	-0.2360
HG01092	AMR	AMR	0.0000	0.0181	0.9819	0.0000	0.0000	-16.7514	1.0316	6.1410	2.1190	2.7104	-3.0837	-4.6250	1.1316	-1.3021	-0.7332
NA21093	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2000	-5.1404	-20.9302	-5.2550	-3.1844	0.2543	-0.3429	0.4610	-3.3954	-3.0653
HG02649	SAS	SAS	0.0000	0.0000	0.0000	0.9999	0.0001	-0.8476	-0.6218	-10.3710	-2.0261	-1.4573	-2.1367	-5.0199	-7.1580	-5.4891	-1.6669
NA18757	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.7674	-45.0849	3.3665	8.5854	5.5441	1.0312	-3.7073	1.6899	-3.6241	-3.2745
HG01603	EUR	EUR	0.0000	0.0000	0.0194	0.0000	0.9806	-1.5188	11.3581	3.4966	9.3469	-2.9381	-5.0399	-1.9287	-1.9658	-4.3424	-4.3071
NA19404	AFR	AFR	0.0000	0.9979	0.0021	0.0000	0.0000	-59.0061	-16.1239	0.7137	2.0557	-1.3641	-1.4127	-7.7625	1.6041	-4.8405	-1.0675
NA11829	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	-0.8810	14.3623	5.1316	9.1244	-1.8421	0.3101	-1.4976	0.3235	-5.5398	-4.4428
HG00699	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0955	-45.8134	2.4184	8.4093	1.8067	-1.8275	-3.3329	-0.2111	-3.5822	-3.0911
NA19309	AFR	AFR	0.0000	0.9983	0.0017	0.0000	0.0000	-59.1785	-15.2133	0.2565	3.2127	-2.8276	-0.8827	-7.6620	-2.8112	-3.1458	-3.2545
HG00350	EUR	EUR	0.0000	0.0000	0.0435	0.0000	0.9565	0.5239	11.0216	5.4806	8.0592	0.9944	5.5177	-6.3294	4.0718	-2.6397	-0.5430
HG03391	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	-62.5033	-19.1803	-1.0690	1.1117	-2.2810	0.0941	-2.4501	3.9984	-4.2015	-4.7428
HG01414	EUR	AMR	0.0000	0.0000	0.3296	0.0000	0.6703	-9.0815	2.3748	7.2732	1.2527	2.3431	-4.6791	-4.7476	-3.1250	0.1552	-3.1529
HG02078	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.5277	-44.8147	-1.3020	6.8715	-7.1106	-1.1711	-0.9167	1.7469	-4.3494	-4.7372
HG01247	AMR	AMR	0.0000	0.0011	0.9986	0.0000	0.0003	-10.4430	0.7663	8.5504	-0.7607	2.1607	-0.8192	-4.4852	2.0673	-6.8184	0.7312
HG03713	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.6868	-3.8559	-16.9509	-2.2373	4.1075	0.2031	-5.7922	-0.9711	-1.7063	-5.3458
HG01762	EUR	EUR	0.0000	0.0000	0.0086	0.0000	0.9914	-2.2995	12.7481	4.6783	9.9181	-2.0079	-0.7126	-2.7127	0.9672	-2.4779	-3.7187
HG04063	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.6365	-6.9652	-23.0717	-9.3644	-3.2794	1.1626	-0.5362	2.4172	3.0952	-3.4247
NA19908	AFR	AFR	0.0000	0.9988	0.0012	0.0000	0.0000	-53.7416	-13.8241	2.2195	1.7833	-1.2440	0.1437	-3.1357	3.6370	-1.1387	-4.6106
NA20296	AFR	AFR	0.0000	0.9991	0.0009	0.0000	0.0000	-48.1709	-11.8135	0.5616	3.5387	-3.9777	3.2358	-2.2269	1.7792	-5.3955	-2.4113
NA20889	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0789	-4.0372	-20.7468	-5.4261	-2.2398	1.6059	-1.7088	-0.8919	-5.7653	-2.6665
HG00185	EUR	EUR	0.0000	0.0000	0.0117	0.0000	0.9883	1.4920	7.1913	6.5219	8.9988	-0.5524	10.0392	-6.9590	0.2919	-6.0951	-7.3361
NA20519	EUR	EUR	0.0000	0.0000	0.0245	0.0000	0.9755	-1.6826	13.1733	3.3946	10.4101	-2.6463	-2.8621	-3.7793	-1.9136	-1.8150	-4.3537
NA18970	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	7.3561	-44.0145	2.9529	7.6827	4.4430	0.3106	-4.4198	-0.9784	-2.8528	-5.2565
HG01695	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-3.0410	9.8352	3.9475	9.1875	-2.4340	-2.1527	-6.6748	-3.5751	-3.2157	-4.4094
HG01254	AMR	AMR	0.0000	0.0045	0.9955	0.0000	0.0000	-9.3202	-3.1776	7.9191	-5.9886	-0.8278	-3.3564	-5.1715	-2.8836	-4.4682	-5.9190
HG03607	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0062	-10.7981	-17.1330	-2.1873	-2.2819	0.7250	0.6192	0.5275	-5.6217	-4.6208
HG01392	EUR	AMR	0.0000	0.0000	0.3383	0.0000	0.6616	-10.0005	1.4533	8.4104	-1.7946	0.3626	-5.4366	-3.6891	-0.1497	-4.0224	-5.8616
NA19066	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0023	-42.4877	2.2674	6.7002	7.5921	2.9047	-1.0346	0.9888	-0.4845	-1.6739
HG00188	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-0.1243	10.0287	6.7053	7.1274	-1.8317	6.9463	-3.5525	3.6688	-3.5909	-3.1977
HG03095	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-62.3322	-17.5758	-0.6355	1.0677	0.7377	-1.1754	3.9713	0.1203	-1.8614	-0.3429
HG00584	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.1131	-44.9578	2.8030	8.3389	-2.5700	-0.7957	-2.1592	-0.5533	-2.2085	-1.6236
NA18939	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0327	-44.3390	2.5513	5.0614	8.6636	-0.1081	-2.9854	2.0169	-5.4999	-0.1363
HG00321	EUR	EUR	0.0000	0.0000	0.0117	0.0000	0.9883	2.3115	8.8286	3.8899	8.4225	-5.2209	5.6997	-5.8833	-3.3952	-1.3301	-3.9294
HG00140	EUR	EUR	0.0000	0.0000	0.0041	0.0000	0.9959	0.2368	12.5672	4.9309	9.4833	-3.0690	-2.6345	-0.3086	-0.2161	-6.7057	0.1832
HG03007	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5940	-11.5855	-17.9813	-3.9127	-2.7129	-0.3615	-4.5474	1.5913	-7.4751	-1.0781
NA12347	EUR	EUR	0.0000	0.0000	0.0440	0.0000	0.9560	-0.1974	11.1556	5.5830	8.7654	-2.2574	3.7981	-3.9763	-2.1515	-5.3485	-2.3936
HG04029	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8772	-8.9107	-19.6991	-5.9222	0.2827	0.0735	-7.0820	-0.0145	-4.4067	-0.6185
NA18990	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0091	-44.2837	2.1740	6.3482	7.6076	3.4183	-6.5659	0.8915	-4.4746	-3.1902
HG03069	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	-63.4159	-17.3171	0.0936	1.5138	-2.9978	-5.7591	-3.5771	-1.0352	-3.7317	-1.5204
HG01345	AMR	AMR	0.0000	0.0064	0.9936	0.0000	0.0000	-2.4093	1.9652	7.8451	-1.2465	-2.3320	-1.7959	-3.7155	3.2798	-5.3912	-5.5319
NA20807	EUR	EUR	0.0000	0.0000	0.0075	0.0000	0.9925	-0.9069	12.7090	2.7048	8.9217	-1.4914	-0.4220	-3.1486	0.9270	-0.3897	-4.3231
