#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03563	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6923	-17.5596	0.2650	1.3202	-0.1728	0.5478	-1.5072	2.5220	-4.0496	-4.4174
HG00157	EUR	EUR	0.0000	0.0000	0.0054	0.0000	0.9946	-0.3961	10.9921	6.7492	10.0022	-2.4996	2.4103	0.1366	3.4521	-6.4366	0.3361
HG02138	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.6667	-44.1778	0.3849	7.0712	-5.2853	-0.6618	-5.6639	0.5145	-5.3412	-3.8506
HG01624	EUR	EUR	0.0000	0.0000	0.0102	0.0000	0.9898	-4.1250	13.0788	5.4929	9.6480	-0.3542	-2.1604	-3.3581	-1.2870	-5.6906	-5.2494
HG01869	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.2461	-43.4506	0.8645	8.9888	-6.9653	-1.0217	-4.8985	1.1180	-3.8547	-0.6554
HG02512	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.6616	-43.0140	-0.3657	7.2999	-9.1523	-1.4816	-5.4720	-0.3484	-5.8133	-3.6307
NA19466	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.8340	-16.7600	-0.1523	1.3185	-0.6880	-1.5389	-6.7613	-0.2350	-4.0991	0.0910
HG02724	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1870	-8.0560	-17.6471	-5.4410	-0.8714	-4.0720	-1.8104	3.0886	-1.2712	-2.7955
HG03224	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-62.7093	-17.4205	1.5737	1.7231	-1.1961	-0.5904	-2.7277	0.1470	-1.9523	-1.0729
HG01456	AMR	AMR	0.0000	0.0011	0.9989	0.0000	0.0000	-1.1234	-3.2504	12.3661	-8.5627	-0.6991	-1.5998	-2.3869	-0.0417	-6.4363	-5.4641
HG02075	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6138	-44.3531	1.4300	6.1221	-3.8244	-2.4373	-3.8302	0.6612	-6.2724	3.2114
HG00437	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.4545	-43.8322	2.0828	8.5112	-1.2925	-2.7054	-0.5026	3.2771	-5.7139	-3.8761
HG02513	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5292	-43.8149	0.5959	8.6320	-9.9813	-1.5275	-0.3591	0.5176	-5.7809	-4.7993
HG01612	EUR	EUR	0.0000	0.0000	0.4870	0.0000	0.5129	-2.4891	11.9734	5.4418	9.9112	0.4405	-0.1521	-0.1507	5.6992	1.4824	-5.3644
HG00330	EUR	EUR	0.0000	0.0000	0.0051	0.0000	0.9949	0.1392	7.0888	6.9793	9.1644	-1.9944	7.1493	-3.3171	-1.9342	-1.6179	-3.0530
NA20804	EUR	EUR	0.0000	0.0000	0.0582	0.0000	0.9418	-1.8312	10.9505	4.8976	10.6759	-1.3702	-2.2936	-2.4235	0.4792	2.5721	-2.4729
HG01810	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1731	-43.3807	0.7258	7.0736	-9.7858	-0.2023	-2.6319	2.7671	-7.3831	-0.3949
HG01183	AMR	AMR	0.0000	0.0020	0.9980	0.0000	0.0000	-7.6036	1.9441	7.8683	2.3444	2.2374	-1.8756	-5.1626	-0.3322	-2.4607	-4.7426
NA20540	EUR	EUR	0.0000	0.0001	0.3272	0.0000	0.6727	-1.8122	14.7653	4.0773	6.5644	-4.1174	-5.0465	-4.4845	1.1990	-7.1615	-3.1217
NA19081	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4945	-41.3446	1.5694	4.7057	6.1153	0.2459	-3.8770	2.8003	-3.1414	0.9342
NA18548	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5454	-42.7423	2.8880	6.6751	1.7009	-0.6426	-5.2857	-4.2478	-3.9792	-3.6094
HG01089	AMR	AMR	0.0000	0.0056	0.9834	0.0001	0.0109	-9.2805	1.8785	6.7647	2.4521	1.6658	-1.2925	-3.0411	0.1009	-4.3564	-0.8434
HG00116	EUR	EUR	0.0000	0.0000	0.0232	0.0000	0.9768	-0.2540	12.7793	5.2281	9.4134	0.4285	4.1134	-2.5468	1.8964	-2.9930	-5.4814
HG00553	AMR	AMR	0.0000	0.0020	0.9980	0.0000	0.0000	-12.3180	-0.5545	6.7138	-0.0561	-1.4258	-5.6821	-0.7207	2.7236	-5.3673	2.0536
HG03742	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8478	-6.9732	-19.4886	-5.0837	-1.6178	-1.8154	-2.5187	0.5196	-2.4191	0.2371
NA07056	EUR	EUR	0.0000	0.0000	0.0025	0.0000	0.9975	-0.8358	12.9085	3.7854	8.6410	-4.5212	1.5146	-2.3509	1.0008	-7.4891	2.5214
HG03817	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5057	-9.0524	-14.8691	-2.2054	-3.2362	-0.3010	-5.1238	2.6157	-5.2542	-2.9676
NA18976	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9130	-43.9822	2.5724	4.6667	4.9667	-0.1726	0.3625	-0.2028	-6.6876	-1.1574
NA20516	EUR	EUR	0.0000	0.0000	0.0023	0.0000	0.9977	0.1095	13.2937	3.5773	9.6523	-1.3225	-5.2125	-5.2027	0.5872	-2.3452	-2.0188
HG03452	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.9798	-17.5574	0.1550	1.4143	-3.1798	-2.8748	-3.6892	-0.2674	-5.2445	-3.8016
HG04185	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.5028	-8.9974	-22.1932	-4.4518	0.0772	-2.5582	-7.4577	-3.1215	-6.4889	2.0623
NA19204	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-62.4206	-17.0853	0.1438	-0.0431	-2.0498	1.1526	-2.7545	2.2001	-4.7615	-1.2266
HG01678	EUR	EUR	0.0000	0.0000	0.0083	0.0000	0.9917	-0.5653	12.1807	5.4747	9.7867	-1.8687	-5.3769	-1.2986	3.0658	-2.5240	-0.4809
NA20785	EUR	EUR	0.0000	0.0000	0.0035	0.0000	0.9965	-0.0952	12.2204	3.6668	8.2430	-2.4053	-4.5339	-3.6355	-0.8967	-1.8379	-2.8531
NA20897	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3644	-8.5284	-19.2595	-5.5443	1.4208	-0.7923	-7.1522	5.0597	-0.6947	-4.1034
NA18943	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.3011	-42.5274	1.7119	7.0744	3.5462	2.2598	-4.8077	1.8609	-4.1669	-6.2898
HG01378	AMR	AMR	0.0000	0.0019	0.9981	0.0000	0.0000	-1.0056	-4.6395	11.8824	-8.4026	-1.3058	-0.6938	-3.8175	0.9256	-5.2509	1.5423
HG02679	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.1359	-17.4505	-1.0448	2.1003	-0.7589	-0.4944	1.0197	1.7393	-6.3027	-1.9380
NA19461	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.6722	-16.4459	-1.6743	1.7898	-0.6376	-0.6620	-6.8573	0.5484	-3.2079	-2.9272
HG02069	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.7215	-42.8507	0.7060	8.2331	-6.0755	0.7943	-5.3503	1.1642	-7.5566	-6.2401
HG00259	EUR	EUR	0.0000	0.0000	0.0312	0.0000	0.9688	0.1893	12.0928	5.8663	8.4298	-1.7243	-2.1406	-0.8800	1.1481	-0.4706	2.8306
HG02558	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-55.1339	-14.9293	1.1327	1.1435	-2.3640	-3.1879	-4.1179	1.3422	-4.0175	-5.4827
NA20790	EUR	EUR	0.0000	0.0000	0.0201	0.0000	0.9799	-2.0511	13.9667	3.1956	9.9263	-1.8281	-1.6178	-2.8222	-1.6719	-2.8371	-0.9919
NA18944	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	7.5399	-43.3582	3.2779	6.2365	9.3072	-0.6211	-5.7892	-3.8732	-0.0740	-2.7791
NA19056	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6238	-42.4674	2.4724	6.8609	7.8177	0.4616	-4.4133	2.3381	-1.5917	-0.5202
HG02029	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.2033	-43.9259	1.5689	8.1387	-4.8640	-1.0681	-0.2601	3.0587	-6.4612	-3.4475
HG01396	AMR	AMR	0.0000	0.0051	0.9949	0.0000	0.0001	-10.4489	1.6829	7.6695	-1.9679	0.8988	-3.9867	-4.8556	0.3766	-2.6189	-1.0441
HG00284	EUR	EUR	0.0000	0.0000	0.4068	0.0000	0.5932	2.5086	9.6762	6.2709	7.5714	-0.1593	8.5762	-3.6411	-5.5380	-3.0878	-1.9708
HG00334	EUR	EUR	0.0000	0.0000	0.0045	0.0000	0.9955	1.3523	10.5464	7.1583	9.7188	-1.2806	9.0734	-5.2816	3.0775	-7.5913	-0.5109
HG02879	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.2994	-17.9310	-0.1948	1.0038	-0.3135	-0.8979	-0.9820	-1.3192	-4.0300	-4.8635
HG00365	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	0.3128	8.8681	3.4945	9.8504	-3.1852	5.0269	-0.4798	-2.9267	-5.8914	-1.2351
HG03027	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-63.2866	-18.4468	0.5605	1.7343	-1.5723	-1.3154	-0.7892	-2.6781	-6.6054	-3.0001
NA18997	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.3031	-43.2458	2.2315	5.4035	8.5534	-0.5408	-0.4181	3.5178	-4.7216	-0.4750
HG02979	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3644	-16.8310	0.1054	1.1808	-3.3997	0.8761	-2.9102	2.9892	-0.6574	-0.8913
HG01565	AMR	AMR	0.0000	0.0016	0.9984	0.0000	0.0000	4.0266	-12.3891	17.7617	-23.2867	-1.9642	-1.9381	-3.9855	-0.4576	-3.2196	-0.0811
HG03019	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8124	-7.3338	-16.9408	-4.1793	-3.2727	-0.2254	-7.0802	4.5406	1.0355	-9.0045
HG02628	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.8735	-18.8732	-0.4950	2.2252	-1.3037	0.9160	-1.6780	-0.5035	-4.5464	-4.5922
HG01069	AMR	AMR	0.0000	0.0004	0.9996	0.0000	0.0000	-6.8421	3.5992	6.6338	0.0214	4.2939	-4.6389	-7.3831	0.5585	-5.8789	-4.7294
HG04098	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.8847	-7.7378	-19.3383	-2.9794	-2.7029	-0.2155	-3.5719	4.7292	-3.3173	-5.0093
NA20767	EUR	EUR	0.0000	0.0000	0.0031	0.0000	0.9969	-2.6301	11.7975	3.7543	9.3181	-0.5395	-6.9183	-3.4623	3.6594	-3.7123	0.6070
HG03162	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0325	-18.6765	-1.7565	1.2094	0.5362	0.0146	0.1422	2.6744	-3.7991	-1.4506
HG03787	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.7007	-9.7480	-20.4317	-5.9541	1.7865	-0.7294	0.4440	-0.7695	-1.5664	-4.9966
HG01944	AMR	AMR	0.0000	0.0032	0.9968	0.0000	0.0000	5.4509	-29.0346	11.7443	-16.1916	-3.6457	-0.1719	-4.5659	3.2505	-2.9881	-5.6859
HG02086	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6769	-42.9161	0.9186	7.3822	-8.3429	-1.1159	-2.5711	-0.6832	-7.3581	-1.5465
NA12156	EUR	EUR	0.0000	0.0000	0.0145	0.0000	0.9855	0.8937	13.4112	7.9514	8.6394	-2.6657	-1.8319	-1.7056	0.1226	-2.5837	0.1253
HG04195	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6856	-10.0837	-16.4769	-3.9056	-0.1773	0.8962	-4.2118	1.9981	-6.3626	-3.2870
HG01055	AMR	AMR	0.0000	0.0032	0.9708	0.0000	0.0260	-7.8187	4.5145	5.0772	4.3083	1.3997	-1.4939	-2.5565	-1.2167	-2.2563	-4.2275
NA18974	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0015	-42.8688	1.2222	7.1810	5.9571	-1.4981	0.3390	-1.4093	0.7534	-0.7042
NA19719	AMR	AMR	0.0000	0.0083	0.9917	0.0000	0.0000	0.1972	-4.5528	13.2771	-11.0922	1.8256	-5.1590	-5.4017	-0.9479	-5.5600	-3.7737
HG02768	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.4072	-17.5653	-1.1452	1.4683	0.1987	1.0359	-1.0247	1.1311	-6.7052	-4.1634
HG04209	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2611	-6.3683	-20.6997	-6.2313	-0.2058	0.9006	-5.4678	2.1542	-3.7909	3.2750
HG02392	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9581	-43.7863	0.1598	8.7772	-8.2352	-1.7979	-3.0550	-0.6263	-1.8935	-1.7237
NA19000	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.8238	-43.8923	4.5177	5.2098	8.3114	0.3616	-3.9793	-1.5239	-5.3152	-1.7864
HG00536	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.3246	-45.4128	2.0932	6.0434	-1.6853	-0.2049	-5.1055	-0.2788	-4.2576	-1.1683
HG03756	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5935	-8.4757	-18.7071	-4.7024	-0.9291	-2.4855	-4.4354	2.2259	-3.7975	1.0525
HG02696	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8601	-4.1741	-15.3499	-3.8859	-1.0203	-1.0235	-4.7688	-1.9282	-5.3946	-4.4990
NA18856	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6934	-18.1978	-0.4164	2.0169	0.2376	-1.4595	-3.5884	0.4924	-5.3931	-1.2479
HG01104	AMR	AMR	0.0002	0.0001	0.9877	0.0001	0.0119	-3.5275	4.4002	6.0468	3.6634	1.0667	-3.4171	-2.6215	8.3650	-1.2152	-2.6385
HG03953	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-3.9255	-9.2710	-19.5186	-1.4193	-4.7351	-1.7393	-4.1999	4.9016	0.5954	-2.7948
NA21095	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.2856	-6.6524	-18.3377	-5.5330	-0.2966	3.4070	-0.4950	4.7147	-4.8822	-6.6868
HG01801	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.5498	-44.0078	-0.0943	7.5980	-8.0253	0.3369	-4.1920	3.1608	-4.7591	1.5408
HG01051	AMR	AMR	0.0000	0.0039	0.9961	0.0000	0.0000	-12.8601	-1.0417	8.5277	-0.2992	0.1961	-5.9220	-3.5786	3.7249	-1.4264	-2.6951
HG01775	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	-1.0344	12.7386	5.2112	8.9597	-0.1035	-3.4967	-3.6767	3.1927	-4.3002	0.1680
HG03297	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-63.5014	-18.0939	0.3299	1.4532	-1.5848	-0.8799	-3.0301	3.2379	-5.1837	0.8335
HG01503	EUR	EUR	0.0000	0.0000	0.0168	0.0000	0.9832	-0.6754	13.9940	4.7876	8.0383	0.3201	1.1168	0.7834	-0.4241	-4.9015	-2.9220
NA20502	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-1.0343	13.5723	2.5502	9.6142	-1.8140	-2.7482	-3.0597	-5.4280	-6.2575	-3.8851
NA19794	AMR	AMR	0.0000	0.0009	0.9990	0.0001	0.0000	-1.9370	1.5086	9.3514	-5.6315	-1.7237	-3.5280	-0.5088	-2.5179	-1.2161	-7.2718
HG01061	AMR	AMR	0.0000	0.0000	0.9434	0.0002	0.0563	-3.4333	6.3981	9.5720	3.5374	-1.2825	-0.7199	-2.5892	0.0879	-6.2003	-1.1336
NA20291	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.9980	-15.7931	0.7790	2.0163	-1.3545	-0.1768	-2.6193	-1.4228	-2.3496	-3.4759
HG03809	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3175	-11.5380	-16.5930	-4.1454	-2.0181	1.2157	-2.0931	1.9956	-5.2460	-1.4310
HG03352	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-63.0905	-18.0791	-0.0853	1.0245	0.4592	0.1219	-2.5472	1.6563	-2.1254	0.4523
NA21118	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4150	-5.8303	-20.8826	-3.4565	-1.7912	-3.5734	-0.2078	-0.3530	-10.3630	-3.4324
HG03753	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.3027	-7.9726	-18.9827	-5.2884	-1.1603	-1.7611	-1.5131	-2.7102	4.4000	-0.5149
HG01455	AMR	AMR	0.0000	0.0122	0.9878	0.0000	0.0000	0.5226	-4.8643	12.9391	-8.0667	-0.8548	-6.2070	-6.9634	1.4275	-6.4786	-2.7238
HG03589	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6062	-11.0418	-17.2740	-3.1583	-2.2836	-1.5564	-0.0577	3.0696	-2.7533	-5.8295
HG01326	AMR	AMR	0.0000	0.0012	0.9986	0.0000	0.0002	-5.7696	4.0631	8.9049	0.5729	-2.7962	-3.4453	-4.2795	6.0369	-6.6531	-5.0016
HG03772	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0945	-8.5938	-23.1479	-6.2144	-4.4391	-1.3767	-5.8860	0.4407	-1.4826	-3.0318
NA18505	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	-63.7586	-18.1525	2.3174	1.9807	-1.7487	-0.3651	-2.3428	0.0568	-2.3994	-2.3420
HG03928	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.8296	-10.4935	-17.6792	-5.7151	-4.3821	3.3961	-0.3003	6.5850	-7.2129	-2.8440
HG03782	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6922	-7.2819	-20.7734	-4.1092	-2.0966	-0.2250	-2.4323	-2.0429	-3.9276	-2.1594
HG00253	EUR	EUR	0.0000	0.0000	0.0153	0.0000	0.9847	0.2952	12.8535	4.7803	9.8120	-1.4496	-3.2032	-0.1100	2.3576	-3.4661	-4.3158
NA18596	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.2614	-44.2121	3.0033	8.9016	3.9446	0.5035	-5.3775	3.7824	-3.6770	-2.0603
HG01498	AMR	AMR	0.0000	0.0028	0.9972	0.0000	0.0000	-2.0044	-2.3487	10.9460	-8.1487	-2.0952	-3.5921	0.0443	-0.8889	-7.0380	-2.5319
HG03195	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-62.8660	-18.5949	0.0147	2.0950	0.7194	1.1696	-0.7584	3.4364	-2.4803	-1.3874
HG01607	EUR	EUR	0.0000	0.0000	0.0890	0.0000	0.9110	-2.0439	11.6637	4.8594	10.1786	-5.2110	-0.4317	-6.6035	3.4477	-2.6732	0.0487
HG02851	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.7814	-16.9537	0.5334	0.8426	1.9661	2.2631	-0.8347	-1.9079	-2.2896	-1.8455
HG03829	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5733	-12.6659	-16.9981	-3.6688	-0.9613	-3.0862	-3.7099	4.7804	-7.5286	1.1578
NA20282	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	-45.0201	-9.9656	0.4706	3.8720	-2.1974	-2.3686	-1.0753	2.5520	-1.9558	1.6443
HG01870	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4411	-43.9141	1.4468	6.9584	-7.1448	-0.7280	-0.6597	2.2784	-5.4891	1.6865
HG00339	EUR	EUR	0.0000	0.0000	0.0010	0.0000	0.9990	1.8849	8.3563	5.2979	8.1942	-2.6268	6.9299	-0.7588	-0.1968	-4.6970	-0.9664
HG01079	AMR	AMR	0.0000	0.0005	0.9516	0.0003	0.0476	-8.5557	2.6540	6.7896	3.1852	-1.5519	-1.6994	-3.6528	1.5067	-5.1174	-2.1507
NA19474	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-58.8101	-17.3605	0.0389	0.9056	0.7837	0.4009	-6.4887	0.1987	-4.9010	-4.5082
HG00982	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0489	-43.2343	1.2873	8.4953	-8.2238	-0.2510	-3.2496	0.7102	1.0883	-9.3814
HG02008	AMR	AMR	0.0000	0.0005	0.9995	0.0000	0.0000	5.2896	-21.1321	22.5271	-31.1014	-2.9039	2.7732	-2.0464	1.8691	-5.9503	-3.9696
NA20827	EUR	EUR	0.0000	0.0000	0.3941	0.0000	0.6059	-2.1465	12.7704	3.8864	10.2963	-3.7288	-0.6391	-3.7502	1.8093	-0.1933	-2.3302
HG00672	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.8234	-45.5593	2.4671	6.9618	-2.1665	0.1106	-5.2753	1.3259	-1.7048	1.2480
HG04056	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.5249	-6.8114	-21.9504	-5.3693	-2.5110	-1.0975	0.4247	0.5042	-2.5340	-4.9072
NA19102	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.2047	-16.7956	-0.5221	1.8082	-0.0590	-1.1721	-1.9532	0.3904	-4.3939	-3.8520
HG02317	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.2459	-15.2348	-1.2502	2.6679	-0.5673	-0.4819	-2.3077	-0.5528	-4.8809	-2.0362
HG04006	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.6490	-9.6385	-19.8665	-7.2126	0.9903	2.5536	-3.8726	0.1337	-3.2384	1.8953
HG01933	AMR	AMR	0.0000	0.0179	0.9821	0.0000	0.0000	-2.0624	-16.6320	17.2280	-24.0629	-3.0951	1.2505	-3.1785	1.4424	-5.7579	-5.0929
HG02402	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.8100	-44.7504	2.2900	8.7111	-6.3649	-2.4840	-4.4253	3.0345	-4.2050	-2.5407
HG00149	EUR	EUR	0.0000	0.0000	0.1897	0.0000	0.8103	-0.7836	12.4348	5.6225	8.9603	-1.6426	-0.4780	-4.1686	-2.5379	-4.7965	1.1409
NA19732	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	7.1251	-24.7311	21.0416	-35.6973	-2.7659	0.6351	-2.1275	0.0898	-1.7485	-2.6420
HG03886	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4207	-8.5978	-20.1389	-6.9508	-0.9738	-0.4668	-4.9945	2.9226	-5.6306	-4.6975
HG02111	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-58.4432	-15.4523	1.1885	3.9122	-0.1997	2.2367	-2.6619	-1.0689	-5.1876	-3.9367
HG03868	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0317	-4.7509	-18.1837	-4.5458	-2.1940	2.3613	-3.7290	-1.1993	-2.3876	-2.7269
HG01070	EUR	AMR	0.0000	0.0000	0.1903	0.0000	0.8097	-4.0545	4.0049	7.7607	0.9148	0.7092	-3.5819	-2.5434	-0.3109	-5.6143	-4.2730
NA19758	AMR	AMR	0.0000	0.0024	0.9976	0.0000	0.0000	3.9285	-15.7153	16.0408	-24.2071	-1.1831	-2.2527	-1.2984	1.6927	-2.7386	1.8546
NA12716	EUR	EUR	0.0000	0.0000	0.1553	0.0000	0.8447	1.2578	14.1674	5.5383	8.4182	-2.6748	-1.4643	-4.3437	-0.9062	-0.1311	0.5328
HG01260	AMR	AMR	0.0000	0.0031	0.9969	0.0000	0.0000	-7.2146	-3.4044	10.8806	-4.9153	0.3074	1.6438	-5.1286	1.2278	-5.1405	0.0956
HG03240	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4958	-16.8914	0.9228	1.5506	-1.1800	-2.1962	-4.2203	-2.1302	-4.1528	-3.9021
HG02128	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.1618	-43.7894	2.5731	7.4507	-3.1674	2.3492	-5.0261	1.2606	-2.6359	-1.1883
HG01802	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.0601	-44.9857	0.8841	7.7254	-5.1544	-2.3973	-1.4158	1.3429	-5.9905	-1.3261
HG03708	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6429	-6.5899	-16.0787	-2.9586	-2.5498	-0.8413	-3.0464	0.3018	-6.6207	0.7318
HG01098	AMR	AMR	0.0000	0.0003	0.9885	0.0000	0.0113	-6.4792	5.2862	7.7748	2.7185	0.8459	-2.7190	-6.8135	-0.6896	-6.5107	-7.0131
HG02274	AMR	AMR	0.0000	0.0267	0.9733	0.0000	0.0000	-11.9829	-17.7095	13.6687	-22.2962	-3.0802	3.3526	-3.3549	2.4060	-3.9213	-0.6386
HG02881	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0979	-18.4285	-0.4684	2.1979	-0.1631	1.4936	-1.6942	0.4644	-2.7911	-3.3764
NA12348	EUR	EUR	0.0000	0.0000	0.0382	0.0000	0.9618	0.8260	12.0557	6.2643	8.3129	-0.5887	-2.7826	-2.3657	0.2186	-2.4116	2.1683
HG01369	AMR	AMR	0.0000	0.0120	0.9880	0.0000	0.0000	-4.4971	-9.0136	12.6983	-13.7802	-1.5080	-0.8750	-3.4756	1.4411	-6.6020	-1.9222
HG01608	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	-2.0251	10.2852	5.2065	10.5281	-1.3884	-6.3760	-1.2587	0.1849	-5.2757	1.1691
HG03771	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5339	-10.1072	-19.0722	-5.9554	1.0093	1.4439	-7.3971	-0.4357	-8.0631	-1.9107
HG01461	AMR	AMR	0.0000	0.0023	0.9977	0.0000	0.0000	-9.5690	-6.8216	11.5468	-10.5958	-1.5654	-4.9671	-0.9571	2.7320	-8.6123	-4.9147
HG03108	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-63.0082	-17.6094	0.3920	1.8775	-3.4855	0.9142	-2.1926	-0.3863	-1.6640	-2.5889
HG03271	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-63.9188	-18.2663	0.1411	1.9624	0.5483	0.2988	-0.7751	2.3997	-2.5148	-0.5135
NA20778	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	-0.4446	12.0380	4.6027	11.0783	-1.4798	-2.9025	-0.4036	-1.9917	-7.4957	-0.3165
HG02141	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0614	-43.7831	-0.4159	8.1042	-7.3964	-0.0659	-0.5916	2.8923	-1.8325	-3.3989
