#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG03069	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.4820	-17.3463	-0.2664	1.4172	1.8051
NA20886	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8998	-2.8388	14.8639	-2.9357	0.6766
HG00982	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9335	-43.2827	-1.4094	8.2908	6.4933
NA12750	EUR	EUR	0.0000	0.0000	0.0353	0.0000	0.9647	0.6418	12.9947	-5.5656	9.2662	0.1482
NA18757	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6811	-45.0892	-3.6469	8.6694	-0.4869
HG03778	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1590	-10.4112	20.5197	-5.1602	2.3839
HG03097	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	64.4116	-18.3780	0.3480	2.4777	2.7907
HG00557	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8168	-45.3072	-5.9744	6.9756	-1.8580
HG01086	AMR	AMR	0.0000	0.0001	0.6726	0.0000	0.3273	5.6709	2.9170	-8.1439	1.4444	2.2031
NA19712	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	54.8951	-14.4706	-0.5409	2.1146	2.1066
HG00672	EAS	EAS	0.9998	0.0000	0.0002	0.0000	0.0000	-7.7328	-45.5772	-2.7034	6.9907	3.1940
HG02256	AFR	AFR	0.0000	0.9873	0.0127	0.0000	0.0000	48.6733	-11.6591	-1.9820	1.2549	3.0324
HG02061	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4438	-43.7679	-1.3607	8.5349	5.0249
HG02537	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	60.3512	-16.0763	-0.2961	1.2088	0.7974
NA21129	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1070	-6.0657	18.9874	-5.4916	2.1336
HG02852	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	60.9139	-17.2552	0.8267	2.1101	1.7019
NA19119	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.4775	-18.0472	-0.3930	1.3022	2.2693
HG00443	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6785	-45.2483	-2.6410	7.7068	-0.0172
HG02304	AMR	AMR	0.0000	0.0011	0.9989	0.0000	0.0000	-4.1567	-19.6011	-19.2567	-28.9690	1.6260
HG01351	AMR	AMR	0.0000	0.0000	0.9998	0.0000	0.0002	0.1605	0.8665	-10.5868	-4.5900	-3.1962
NA19331	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	60.4115	-17.0168	2.0549	2.5105	-0.0164
NA18489	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.6465	-16.3567	-0.7056	1.6959	-0.2462
HG00171	EUR	EUR	0.0000	0.0000	0.0117	0.0000	0.9883	-2.1515	8.3836	-7.4900	7.8601	-0.0986
HG02554	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	55.8107	-14.6848	-0.8414	3.1589	0.5762
NA19152	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.8907	-17.7658	1.2005	1.2637	1.0882
HG03667	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1423	-9.7179	21.5112	-4.2248	-1.5294
HG00116	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	0.3197	12.7496	-5.5345	9.2721	-0.8796
NA19144	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2822	-18.9182	2.1642	1.2917	0.7332
HG03857	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3901	-9.4291	20.1542	-3.5342	-1.8462
NA19920	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	57.0461	-14.4164	1.0575	2.3601	3.7479
HG03538	AFR	AFR	0.0000	0.9989	0.0011	0.0000	0.0000	61.6544	-16.8003	0.6440	1.3013	2.4733
NA19334	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	60.4022	-17.0573	1.4609	2.5762	0.2055
NA12342	EUR	EUR	0.0000	0.0000	0.0113	0.0000	0.9887	1.3829	13.0290	-5.5299	9.0220	2.2749
HG04202	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1643	-7.6532	19.8389	-4.0847	1.1348
NA19197	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.4660	-17.1411	-0.4298	2.4012	3.4142
HG03091	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	62.2023	-18.3766	-0.0472	1.2461	1.8776
NA20869	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1868	-5.7860	17.7704	-6.4908	7.0790
HG02330	AFR	AFR	0.0000	0.9986	0.0014	0.0000	0.0000	56.9396	-15.2120	0.1050	2.7487	0.8053
HG01992	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-6.1334	-19.8311	-23.4272	-34.4591	-0.5163
HG03709	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0763	-7.7956	18.2365	-2.5570	-0.5637
NA19377	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	60.1993	-16.2482	0.3158	1.7638	0.1197
NA18596	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.1816	-44.2187	-3.0961	8.9714	-1.7319
HG03270	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	62.6759	-18.6118	-0.6871	2.2201	2.0182
HG03521	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.2161	-15.9962	-0.3205	1.4188	1.8004
HG01198	AMR	AMR	0.0002	0.0001	0.9995	0.0000	0.0003	10.9744	1.3106	-8.2882	2.5088	0.5982
HG02392	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8736	-43.8321	-0.3414	8.6264	8.4589
NA19031	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	59.5655	-16.0860	-0.6947	1.5685	-1.6996
HG01205	AMR	AMR	0.0000	0.0003	0.5270	0.0000	0.4728	6.8288	5.8061	-6.7159	3.5357	1.1597
HG04216	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3267	-7.9588	17.7628	-4.9783	-2.5335
HG03856	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9388	-10.8846	21.0811	-6.5078	-1.0849
HG02790	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9699	-6.9875	18.5459	-5.7796	-0.2649
HG01870	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3760	-43.9245	-1.6058	7.1113	2.8370
HG03871	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5742	-7.7956	19.5749	-4.9231	2.0641
HG04014	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4961	-9.9813	17.8025	-5.5142	-2.0275
HG02736	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9518	-2.1265	12.3631	-1.9662	1.0342
NA19099	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.6936	-17.9227	1.6943	0.5224	1.8863
HG02836	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.3077	-17.5385	-0.0418	1.7741	1.5774
HG01492	AMR	AMR	0.0000	0.0001	0.8783	0.0001	0.1215	1.4617	3.6573	-8.3415	-0.6281	2.1403
HG02661	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5441	-3.0066	14.1224	-3.0645	1.8954
HG03945	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6047	-8.4104	19.6636	-4.5734	-1.6685
HG02165	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4345	-44.2510	-2.4292	8.0264	5.7038
HG02923	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	62.5385	-17.8998	0.4021	2.0170	2.8716
NA20903	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9684	-4.4960	16.8721	-3.4684	2.4591
HG01522	EUR	EUR	0.0000	0.0000	0.1294	0.0000	0.8706	1.9910	12.0540	-5.5287	10.4186	3.5353
HG00637	AMR	AMR	0.0002	0.0030	0.9962	0.0000	0.0006	10.0551	2.3015	-7.8688	1.3220	2.5564
HG01935	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	-3.1216	-15.8163	-19.4467	-26.4221	1.9188
NA21119	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4864	-5.9186	20.7492	-5.5623	1.9933
HG01896	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	60.7593	-17.6278	0.8231	1.8490	3.9624
HG00371	EUR	EUR	0.0000	0.0000	0.0082	0.0000	0.9918	0.0833	7.1651	-4.1049	9.3511	-1.1245
NA19913	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	53.9450	-12.5741	-0.2415	1.8622	-1.9310
HG01170	AMR	AMR	0.0000	0.0189	0.9795	0.0015	0.0000	6.4657	2.2821	-6.1928	-0.6715	3.4272
HG03967	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5229	-5.4029	18.5943	-2.9749	-1.3545
HG02095	AFR	AFR	0.0000	0.9983	0.0017	0.0000	0.0000	59.1914	-16.7014	-0.0586	1.4372	0.4082
NA18976	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-7.8145	-43.9975	-2.7871	4.7483	-0.1834
HG03046	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	61.8298	-17.1212	0.1195	1.8314	-0.5742
HG03634	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2594	-2.2683	13.6195	-1.3269	2.3404
HG01767	EUR	EUR	0.0000	0.0000	0.0067	0.0000	0.9933	1.5219	12.5277	-4.7082	9.1340	4.4706
HG01892	AMR	AMR	0.0000	0.0083	0.9917	0.0000	0.0000	-1.0317	-17.6476	-17.6803	-28.2823	-0.1636
NA20805	EUR	EUR	0.0000	0.0000	0.0969	0.0000	0.9031	1.8341	11.2538	-4.3115	9.1604	1.9273
NA20761	EUR	EUR	0.0000	0.0000	0.0895	0.0001	0.9104	1.6230	10.9364	-3.7479	10.6090	1.2573
HG02383	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0225	-44.5156	0.1801	8.2532	8.2217
HG01372	AMR	AMR	0.0000	0.0005	0.9995	0.0000	0.0000	0.4308	-0.6944	-13.4106	-6.8930	2.3976
HG01816	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2713	-44.1937	-2.3771	10.0019	4.0132
HG00533	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-9.3291	-44.4656	-4.3906	6.5090	-3.3160
NA18541	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4709	-42.4322	-2.9783	7.6309	-2.8979
NA18986	EAS	EAS	0.9995	0.0000	0.0005	0.0000	0.0000	-6.9727	-42.2519	-3.4657	4.8608	-4.7319
HG00554	AMR	AMR	0.0000	0.0064	0.9727	0.0000	0.0210	4.6973	5.9853	-6.4745	4.1695	-2.0343
NA19012	EAS	EAS	0.9998	0.0000	0.0002	0.0000	0.0000	-6.0965	-42.6830	-2.9643	5.0610	-6.0620
NA21144	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3822	-5.5784	19.7350	-2.7503	-0.7644
NA18971	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-8.8726	-44.5137	-3.8750	5.1329	-2.4053
HG01768	EUR	EUR	0.0000	0.0000	0.0020	0.0000	0.9980	1.4026	13.0073	-5.5631	10.2319	1.1201
HG04062	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.0685	-12.4439	22.4570	-6.0691	-0.3876
HG00121	EUR	EUR	0.0000	0.0000	0.0666	0.0000	0.9334	-0.8679	13.2711	-5.2080	8.9971	1.8408
NA20771	EUR	EUR	0.0000	0.0000	0.0935	0.0000	0.9065	0.9056	11.3984	-4.1117	9.5377	2.5126
HG01108	AFR	AMR	0.0000	0.7797	0.2203	0.0000	0.0000	39.3522	-9.7695	-3.0924	-0.0288	1.1107
HG02445	AFR	AFR	0.0000	0.9861	0.0139	0.0000	0.0000	51.8141	-12.1716	-0.8544	3.0909	0.0587
NA12005	EUR	EUR	0.0000	0.0000	0.0063	0.0000	0.9937	-0.7021	12.6852	-5.4775	7.6798	-1.9340
HG03960	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2335	-9.3473	20.4390	-6.3485	-3.4912
HG00274	EUR	EUR	0.0001	0.0000	0.2926	0.0001	0.7072	-1.1682	11.2129	-4.7374	9.2201	-6.1077
NA11894	EUR	EUR	0.0000	0.0000	0.0106	0.0000	0.9894	-0.5061	12.8990	-5.3195	9.8326	-0.8166
HG03267	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.3061	-18.7581	0.3283	1.5086	-0.0684
NA12763	EUR	EUR	0.0000	0.0000	0.0928	0.0000	0.9072	-1.0986	11.6288	-5.3149	9.4519	0.3774
HG03625	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9054	-1.4058	13.2669	-1.4200	1.8126
NA21122	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7786	-5.5249	18.6598	-3.4087	1.2781
HG02810	AFR	AFR	0.0000	0.9966	0.0034	0.0000	0.0000	58.3021	-13.5163	-0.9805	4.2584	-0.5424
NA12156	EUR	EUR	0.0000	0.0000	0.0085	0.0000	0.9915	-0.8474	13.3814	-8.2522	8.5454	2.8144
HG03559	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.3551	-16.9716	-0.4701	1.7297	1.8132
HG02309	AFR	AFR	0.0000	0.9895	0.0105	0.0000	0.0000	56.7843	-14.1288	-0.2135	0.9709	-0.8733
HG03649	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3738	-3.9850	15.3511	-2.1392	-2.7715
NA06989	EUR	EUR	0.0000	0.0000	0.0841	0.0000	0.9159	-2.7192	12.7232	-3.8789	9.9880	-0.8731
HG03604	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6023	-11.7594	16.4467	-4.4568	-0.9509
HG02691	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3172	-0.4068	11.5562	-1.0858	-0.6418
HG03007	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6389	-11.6714	17.7930	-3.8259	-0.1904
HG03565	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.6233	-16.9593	1.0228	0.5831	2.0198
NA19374	AFR	AFR	0.0000	0.9984	0.0016	0.0000	0.0000	59.7757	-16.4644	-0.5819	3.5722	1.2350
NA18964	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.4770	-43.5681	-3.1188	5.8902	-4.8814
NA21123	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3426	-5.0601	18.7703	-4.3044	2.0112
HG03803	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2856	-11.8267	15.3277	-1.1313	1.6008
HG03744	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5100	-9.2214	17.2057	-4.2201	2.2675
HG02180	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3923	-44.1841	0.9935	8.0387	5.8364
HG03786	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5818	-8.1283	22.9786	-6.1612	-3.0218
NA19320	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	60.3696	-16.2421	0.5885	1.7425	0.6748
HG03021	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3754	-7.7559	19.6619	-3.6536	-0.6636
HG01842	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9952	-42.6035	0.3049	6.6381	2.5188
NA18615	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6441	-44.3655	-2.4963	6.6362	-1.1569
HG00689	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2514	-45.3346	-1.2789	8.1774	0.6397
HG02555	AFR	AFR	0.0000	0.9959	0.0041	0.0000	0.0000	54.8389	-15.9720	-1.6055	2.1897	4.4034
NA19900	AFR	AFR	0.0000	0.9940	0.0060	0.0000	0.0000	50.2399	-11.8351	-1.0983	1.7720	0.8734
HG02016	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8284	-39.2994	1.1940	6.2793	4.8085
HG00284	EUR	EUR	0.0000	0.0000	0.0098	0.0000	0.9902	-2.4352	9.6346	-6.5890	7.3990	-2.5645
NA20763	EUR	EUR	0.0000	0.0000	0.0162	0.0000	0.9838	0.0834	12.7509	-5.6326	11.0350	3.0451
HG00326	EUR	EUR	0.0000	0.0000	0.0121	0.0000	0.9879	-0.5442	8.7817	-5.7129	8.0891	2.8961
NA18644	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1133	-43.6617	-2.9039	7.7047	-3.1499
HG02307	AFR	AFR	0.0000	0.9976	0.0024	0.0000	0.0000	57.5414	-16.5803	0.8588	1.1629	4.9158
HG03109	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.8802	-18.3541	-0.6174	0.8995	-1.6623
HG04212	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7057	-7.4318	20.3290	-6.4408	-6.0696
HG01048	EUR	AMR	0.0000	0.0000	0.0431	0.0000	0.9569	6.6557	8.6366	-7.0239	0.8945	-1.7381
HG01494	AMR	AMR	0.0000	0.0040	0.9960	0.0000	0.0000	2.9911	-5.3703	-12.9841	-10.6797	2.6573
NA19000	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-6.7077	-43.9122	-4.7331	5.2528	-6.0530
NA20889	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1690	-4.1065	20.5264	-5.4765	4.3341
NA18629	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6759	-42.9685	-4.0351	6.3100	0.3555
NA20772	AMR	EUR	0.0002	0.0146	0.7408	0.0013	0.2431	2.4839	10.9319	-3.3378	9.0540	1.9278
NA18566	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-7.7906	-43.6632	-3.2209	5.7105	-3.0945
HG02282	AFR	AFR	0.0000	0.9971	0.0029	0.0000	0.0000	49.4174	-11.4905	-1.3116	1.2059	0.9335
HG02070	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5298	-44.9968	-1.1915	7.3032	5.2843
HG01384	AMR	AMR	0.0000	0.0000	0.9687	0.0000	0.0313	2.1402	1.1832	-10.6334	-1.7395	4.6769
HG01359	AMR	AMR	0.0000	0.0024	0.9973	0.0002	0.0000	2.0154	-0.8622	-9.9327	-3.0727	0.5310
NA19391	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	60.7563	-17.5792	0.0285	1.3981	1.9773
HG03773	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6988	-8.0239	23.3836	-6.1380	-2.6092
HG02885	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	61.2744	-17.2283	0.7202	2.3440	-1.4750
NA20314	AMR	AFR	0.0000	0.0007	0.9993	0.0000	0.0000	-3.8856	-14.1208	-16.9797	-16.6599	-0.7865
HG02144	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	57.3977	-16.3184	0.1239	2.9853	5.3682
NA20520	EUR	EUR	0.0000	0.0000	0.0108	0.0000	0.9892	2.0950	12.0636	-5.0301	9.4005	5.2121
HG02597	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9327	-0.0917	13.1780	-2.6235	1.8416
HG02420	AFR	AFR	0.0000	0.9496	0.0504	0.0000	0.0000	36.4915	-4.5206	-2.7699	5.8419	-2.4614
NA18625	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4409	-44.4024	-4.2988	7.7144	-4.2049
HG02064	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9444	-43.3012	-1.3420	7.1686	5.8463
NA19780	AMR	AMR	0.0000	0.0017	0.9983	0.0000	0.0000	-0.5516	-3.7978	-12.8049	-7.6814	2.0224
HG02019	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1824	-43.4545	-2.5253	7.0046	7.2020
HG02323	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	57.7371	-15.0055	-0.6261	3.7443	1.6620
HG01191	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	5.6731	2.2527	-9.1960	-1.9611	-0.1406
HG00325	EUR	EUR	0.0000	0.0000	0.0030	0.0000	0.9970	-3.2862	6.2342	-6.7150	8.8246	-7.8775
HG02232	EUR	EUR	0.0000	0.0000	0.0477	0.0000	0.9523	2.1737	12.9916	-5.8972	10.5154	3.9834
HG01531	EUR	EUR	0.0000	0.0000	0.1155	0.0000	0.8845	2.1041	12.2823	-3.8631	8.2036	1.6166
HG01188	AMR	AMR	0.0001	0.0375	0.9621	0.0000	0.0003	11.0522	-1.5555	-7.5791	-3.0532	6.6211
NA12889	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	1.3412	13.4503	-5.8862	8.9230	-2.6392
HG01853	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.7230	-44.3698	0.5180	6.2128	3.1784
NA20859	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7700	-5.2974	19.4477	-3.4736	1.4093
NA18648	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6005	-43.0084	-3.2515	7.2156	-1.9965
NA18614	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7920	-44.7996	-3.1278	8.2863	-1.1810
HG01354	EUR	AMR	0.0000	0.0000	0.2396	0.0000	0.7604	1.7945	8.8043	-7.6321	1.0687	3.9037
HG01360	AMR	AMR	0.0000	0.0000	0.5511	0.0000	0.4489	2.2932	2.5683	-9.0145	-2.2852	2.3435
NA18505	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	63.8197	-18.1558	-2.5378	1.8208	4.2998
HG03850	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6755	-5.8008	19.1498	-4.5409	-2.4440
HG02402	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7184	-44.7893	-2.5191	8.5002	4.9061
HG03785	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5006	-9.3465	23.4414	-5.5974	-0.2316
NA20806	EUR	EUR	0.0000	0.0000	0.0281	0.0000	0.9719	1.3264	11.4759	-3.4763	9.5764	3.8335
HG00376	EUR	EUR	0.0000	0.0000	0.1721	0.0000	0.8279	-0.5952	9.9293	-6.3401	7.5616	2.0056
NA20294	AFR	AFR	0.0000	0.9991	0.0009	0.0000	0.0000	51.4823	-14.0554	-0.1916	1.5444	-2.3011
HG02784	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7970	-7.2760	19.4771	-5.5122	2.5818
NA19818	AFR	AFR	0.0000	0.9960	0.0040	0.0000	0.0000	45.3241	-8.8954	-2.1090	2.9445	-0.7292
NA18564	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1529	-43.7709	-3.7587	6.5987	-4.9839
NA21100	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1428	-5.6646	19.7178	-5.7721	-0.1271
HG03298	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	62.7326	-16.8760	-0.0738	0.0171	2.0168
HG01173	EUR	AMR	0.0000	0.0000	0.3339	0.0000	0.6660	4.6965	6.5395	-5.2156	4.8762	3.4214
HG00343	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	-0.1939	8.9845	-7.1672	9.1505	-6.7687
HG01286	AMR	AMR	0.0000	0.0033	0.9966	0.0000	0.0000	13.7759	0.1030	-5.7290	1.0699	5.5034
HG00324	EUR	EUR	0.0001	0.0000	0.1938	0.0000	0.8061	-2.3300	8.3890	-6.4272	8.9945	-9.9894
HG03209	AFR	AFR	0.0000	0.9989	0.0011	0.0000	0.0000	63.3457	-18.6941	-1.2871	1.6888	2.7703
HG03018	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.4357	-4.4015	18.5669	-1.8062	1.9718
HG02688	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5341	-8.2979	19.5950	-3.9390	4.5400
HG03079	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	62.6235	-18.1473	-0.2864	0.2040	0.4336
HG00628	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.4960	-44.8914	-2.9441	8.0106	5.2596
NA20815	EUR	EUR	0.0000	0.0000	0.0607	0.0000	0.9393	1.0638	12.0745	-4.4838	9.6895	0.1077
HG03351	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.3241	-17.1623	0.5857	1.6576	2.2196
NA20884	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0892	-7.2823	20.1685	-5.1083	5.2188
HG00657	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5482	-44.5935	-1.5555	7.3621	0.7583
HG02401	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4120	-44.7034	-1.4570	8.0766	5.4732
HG02549	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.8416	-16.5342	0.4299	1.0120	1.3905
HG02364	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.9901	-45.4604	-1.2104	9.2907	5.4217
NA18582	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1707	-45.1969	-3.6137	9.1398	-0.0437
HG04039	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.1598	-8.3756	19.3990	-3.1530	0.9278
HG03099	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.8246	-17.8997	-0.2705	2.0831	-1.2412
NA21126	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4934	-6.0161	19.8096	-4.7577	2.5143
HG03135	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.0633	-17.9683	-0.2963	0.3200	2.4448
HG01807	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0052	-44.3777	-1.3161	9.5954	6.3087
HG02570	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.4188	-17.2045	-0.3653	0.9527	0.5988
NA20522	EUR	EUR	0.0000	0.0000	0.0541	0.0000	0.9459	1.8035	11.3240	-4.4937	6.2149	0.9308
HG03548	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	63.2977	-17.4651	-0.4427	0.7158	2.3145
HG00173	EUR	EUR	0.0000	0.0000	0.0366	0.0000	0.9634	-0.5862	8.4127	-6.6952	7.4210	-6.7731
HG01707	EUR	EUR	0.0000	0.0000	0.0014	0.0000	0.9986	2.2091	11.6563	-4.4400	9.7431	-0.8078
NA18593	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.4577	-44.8884	-2.4493	6.1161	-1.5461
