name	Kids First Biospecimen ID
1223879_D1	BS_94EM6ARP
1236472_D1	BS_95DYPQ58
1248784_D1	BS_96F5SNZK
1213798_D1	BS_96J903S8
1213858_D1	BS_96Z2Z6DD
1248793_D1	BS_9C6W872V
1213809_D1	BS_9CADAWJS
1248750_D1	BS_9DFAP138
1213326_D1	BS_9E1K4HAW
1223814_D1	BS_9G4T68NS
1214207_D1	BS_9H9D3W76
1213279_D1	BS_9H9H04KQ
1213295_D1	BS_9HMZ39JM
1213830_D1	BS_9J4X2VCA
1224620_D1	BS_9JQ1HPW0
1214238_D1	BS_9MZ2X8HX
1214235_D1	BS_9N1G1S30
1224574_D1	BS_9NASD0AP
1224625_D1	BS_9NPGGFDB
1223636_D1	BS_9PXN1TH6
1214196_D1	BS_9QEVHYKK
1213270_D1	BS_9RDWD4K7
1224663_D1	BS_9RHDDWH5
1213283_D1	BS_9T4AR92C
1248760_D1	BS_9V5A1F05
1248757_D1	BS_9VWDH9QP
1223795_D1	BS_9WA4158M
1223628_D1	BS_9XF6XEHQ
1213820_D1	BS_9ZP41JQ1
1213845_D1	BS_A16TFQ1Z
1214255_D1	BS_A42RJCPM
1213302_D1	BS_A5RS1REE
1223816_D1	BS_A6614TBY
1223634_D1	BS_A7JNAB1R
1223217_D1	BS_ACTKGJPV
1248786_D1	BS_ADSPEMKP
1213691_D1	BS_AHM1SAFT
1213314_D1	BS_AJWE5687
1237411_D1	BS_AQ5RFCTW
1223257_D1	BS_AS96FMP1
1214252_D1	BS_AT83QK61
1226091_D1	BS_ATNER2VJ
1248765_D1	BS_AVAP4RXQ
1214193_D1	BS_AWWJH0JV
1214263_D1	BS_AXNB1ZVY
1224628_D1	BS_B0FPSXF0
1223271_D1	BS_B1V01Y8D
1213344_D1	BS_B1W9BHHN
1213692_D1	BS_B26N5FK9
1223639_D1	BS_B39XQVK9
1213866_D1	BS_B3E5E6EF
1223647_D1	BS_B4JS5CB6
1213822_D1	BS_B55YF115
1213348_D1	BS_B5V6H9J7
1223203_D1	BS_B5Y01R2S
1213789_D1	BS_B69YME43
1223742_D1	BS_B6DBFNWE
1213764_D1	BS_B8SANSYV
1213719_D1	BS_B94ZE59E
1223218_D1	BS_B9FAS19P
1223213_D1	BS_BB0VM18N
1223746_D1	BS_BB4FZYCE
1213769_D1	BS_BC25G7NN
1213685_D1	BS_BCHZRVYV
1213835_D1	BS_BDBTPH49
1214233_D1	BS_BDTYETET
1214267_D1	BS_BF0B8M28
1214187_D1	BS_BFDJRPDZ
1213751_D1	BS_BFV6SJ95
1248752_D1	BS_BKGZRM8F
1223623_D1	BS_BM6P4NGJ
1213724_D1	BS_BN2E5KFQ
1248739_D1	BS_BPB80HN0
1213305_D1	BS_BPDEWRSY
1223229_D1	BS_BS3EHSF8
1213725_D1	BS_BVMSF1TV
1213304_D1	BS_BW5KSY5A
1224575_D1	BS_BXJYB2PX
1248770_D1	BS_BXKSBG3S
1213779_D1	BS_BYMJCN1Y
1213699_D1	BS_BZA1RWTY
1223650_D1	BS_C1SK1YNY
1213787_D1	BS_C4K60JAZ
1223660_D1	BS_C5NS1ANX
1223608_D1	BS_C6B95GT6
1224599_D1	BS_C6JNV9N6
1213792_D1	BS_C6SAG495
1223252_D1	BS_C7S8CVYN
1214180_D1	BS_C91BRCVY
1223822_D1	BS_CBKTKREJ
1213857_D1	BS_CESYCMJG
1213322_D1	BS_CFVXFA8M
1213682_D1	BS_CFZQB1Y7
1213799_D1	BS_CGAQVHMJ
1213319_D1	BS_CHW3GFG4
1213829_D1	BS_CJZX7G3E
1223664_D1	BS_CPSYDZTY
1223254_D1	BS_CQCTS7X7
1223750_D1	BS_CR0XGJ55
1214184_D1	BS_CRVRTRY0
1223758_D1	BS_CWWNND1K
1213803_D1	BS_CWYXPXAQ
1213834_D1	BS_CX4GWXHA
1213684_D1	BS_CY92PJKS
1223237_D1	BS_CYNM1G8E
1223692_D1	BS_CZ1T9EBV
1224624_D1	BS_CZAQMKMG
1224647_D1	BS_D1M3YJTA
1223627_D1	BS_D22R67N9
1223806_D1	BS_D28K3XZQ
1223607_D1	BS_D2NMQRM0
1223275_D1	BS_D2Y5QZ8Y
1224664_D1	BS_D4NWYVYJ
1213282_D1	BS_D4X3ATMH
1214242_D1	BS_D5T9EH61
1226095_D1	BS_D77EV9S8
1248755_D1	BS_D84TWS6Q
1248769_D1	BS_DBEVBMSC
1213817_D1	BS_DCM1WDCH
1223670_D1	BS_DCQNPG8N
1224635_D1	BS_DDBEJNNB
1214191_D1	BS_DDYJ599P
1213349_D1	BS_DERFN73C
1213731_D1	BS_DEXZTKT4
1223769_D1	BS_DFCS3FYZ
1213303_D1	BS_DJPHCJPN
1224610_D1	BS_DMZ9RY2T
1237401_D1	BS_DN3H3QTM
1224590_D1	BS_DWZ9AF8A
1213292_D1	BS_DYDF7FZJ
1213268_D1	BS_DZDN6XCP
1223680_D1	BS_E13J64ZW
1223208_D1	BS_E3FPQ1J1
1233087_D1	BS_E5KXV7KX
1223685_D1	BS_E6RFEAMA
1236468_D1	BS_E6RNM5W6
1223221_D1	BS_E7HGYZ0D
1213329_D1	BS_E7T150HV
1213788_D1	BS_E7TQ3ZPV
1213335_D1	BS_E8RZJMX6
1213328_D1	BS_E97Y9EDF
1213289_D1	BS_E9TZBCV2
1213864_D1	BS_EDJG0RZZ
1224619_D1	BS_EEDGYHE5
1236466_D1	BS_EFMKK48P
1223736_D1	BS_EFYEMMEQ
1236473_D1	BS_EN00RX7W
1224601_D1	BS_ENP99ZH3
1223815_D1	BS_ENWHEWSK
1223770_D1	BS_EPRR8MCX
1224597_D1	BS_EQ3YJS9P
1213269_D1	BS_ERYT34PF
1224642_D1	BS_ES6J6RT8
1213262_D1	BS_EV5XCDD8
1223233_D1	BS_EV8SSWM7
1223211_D1	BS_EWT9M72V
1224598_D1	BS_EXGRJHEZ
1223805_D1	BS_EXNMD8ZV
1213790_D1	BS_EYGEY9A8
1237392_D1	BS_EZ2FRK3Q
1213347_D1	BS_EZ5MKVF0
1213320_D1	BS_EZA1EYWV
1213338_D1	BS_EZADF9YN
1214212_D1	BS_F1DBMTHA
1223231_D1	BS_F2VP92A0
1213281_D1	BS_F4NGXHJ5
1223761_D1	BS_F5A9GXPY
1213355_D1	BS_F5HDEC3F
1232565_D1	BS_F68K00K9
1214249_D1	BS_FANN85JP
1214189_D1	BS_FAPMMNCH
1223605_D1	BS_FBDABT1Z
1223288_D1	BS_FCDS32N9
1214181_D1	BS_FEVVK2WJ
1213683_D1	BS_FG0CMQJ1
1248746_D1	BS_FGJT1B40
1223809_D1	BS_FMBYYKBE
1236469_D1	BS_FR931X7X
1223657_D1	BS_FSGQXHB9
1213316_D1	BS_FTS6H067
1214210_D1	BS_FV28SD8W
1213781_D1	BS_FY5KW796
1213776_D1	BS_FYKEZKRG
1213805_D1	BS_FYM23Y0B
1223667_D1	BS_FZRSPYD4
1223674_D1	BS_G1HX4DP4
1224604_D1	BS_G5PAHW7Q
1213330_D1	BS_G69V3ND5
1213704_D1	BS_G6KR90NG
1237404_D1	BS_G79XY5KG
1224656_D1	BS_G7VGEN03
1213723_D1	BS_G8XV49TM
1233078_D1	BS_G9DM47H1
1214183_D1	BS_GBENHB74
1214241_D1	BS_GBKVZ8BS
1214245_D1	BS_GCFFN8C7
1214197_D1	BS_GD32XY95
1223260_D1	BS_GDAD7C34
1213844_D1	BS_GEGW8RN0
1214237_D1	BS_GEY2ACSW
1213271_D1	BS_GGS3WZWF
1223253_D1	BS_GJ1260FS
1223655_D1	BS_GK6VZFW7
1223287_D1	BS_GKGZ5GQV
1213677_D1	BS_GPHSY5FR
1248762_D1	BS_GQSDEDZ1
1214198_D1	BS_GQYAY1S6
1223624_D1	BS_GR07XC1S
1213777_D1	BS_GR4KBBJZ
1224600_D1	BS_GT44VWCB
1224640_D1	BS_GV142CBD
1226099_D1	BS_GV35HW7N
1224634_D1	BS_GVKMK5W4
1214246_D1	BS_GX684C77
1213701_D1	BS_GXJ70WTA
1223290_D1	BS_GYVQCAQZ
1230678_D1	BS_H0FHE1NZ
1224596_D1	BS_H34PSK8W
1213808_D1	BS_H3TQE8P5
1213267_D1	BS_H3TV25PF
1213741_D1	BS_H4572G08
1248741_D1	BS_H4GDMYN5
1223690_D1	BS_H4X8TTR4
1214194_D1	BS_H6BWTVX3
1213795_D1	BS_H8GQ07ZR
1214273_D1	BS_HABEWZ58
1213775_D1	BS_HDW3V0EC
1223671_D1	BS_HJ3TC0T8
1213331_D1	BS_HJGW7Y65
1223695_D1	BS_HJMX380W
1213276_D1	BS_HJXYSMG6
1213715_D1	BS_HN3SFKKM
1213695_D1	BS_HS104827
1223649_D1	BS_HSKJCXPK
1213341_D1	BS_HT17FHCX
1214247_D1	BS_HVTAFV49
1232568_D1	BS_HWZ595K1
1223261_D1	BS_HY3Q1DXE
1214216_D1	BS_J1YXBCCP
1223808_D1	BS_J27WXQZF
1223292_D1	BS_J6N8C6BQ
1248788_D1	BS_J77NRC3S
1213698_D1	BS_J804JVD6
1237414_D1	BS_J8CK3JA8
1223225_D1	BS_JA408H13
1223255_D1	BS_JA548HKW
1223755_D1	BS_JC7T3BWB
1214232_D1	BS_JDKNW4X4
1223615_D1	BS_JDZJH90R
1214229_D1	BS_JF1C0ENA
1214257_D1	BS_JFW6VSB4
1213847_D1	BS_JJNJ7KP3
1223811_D1	BS_JMK6YJHB
1213298_D1	BS_JMK8BBG8
1223272_D1	BS_JNNRZ0TP
1224631_D1	BS_JQN7D48K
1223910_D1	BS_JTX7BKV6
1223765_D1	BS_JV2JXFVP
1224639_D1	BS_JVGMVK6G
1214230_D1	BS_K080XF79
1224661_D1	BS_K0QQJ205
1214271_D1	BS_K2NBA8NW
1224578_D1	BS_K2ZF0H2B
1248737_D1	BS_K4TAJKKY
1223823_D1	BS_K5XCR62W
1223245_D1	BS_K82PQ3YQ
1214213_D1	BS_K9CA8CE1
1223249_D1	BS_KDXHPBS9
1223291_D1	BS_KF8XY3VC
1224583_D1	BS_KGT6ZEY9
1223739_D1	BS_KHDZEBKV
1233083_D1	BS_KK75S1Q3
1213802_D1	BS_KM9DCY4X
1223228_D1	BS_KPAR4N94
1223265_D1	BS_KPM5WCQ0
1223749_D1	BS_KRJ4WAWG
1223767_D1	BS_KV2PDWY5
1213327_D1	BS_KV3BD9Q6
1213345_D1	BS_KV9SAC3B
1223259_D1	BS_KW2TMQQ7
1223201_D1	BS_KX31RET2
1224592_D1	BS_KYMVWPGC
1213313_D1	BS_KYPBT2T5
1223277_D1	BS_KZFXCMW5
1214266_D1	BS_M0TPSWZG
1213763_D1	BS_M11EGJ84
1213693_D1	BS_M21J87WB
1223239_D1	BS_M56JM3M8
1226090_D1	BS_M607R79H
1213711_D1	BS_MASK5Y10
1224614_D1	BS_MB0PZGNB
1214190_D1	BS_MCG2X25R
1223642_D1	BS_MDE5N4F0
1223202_D1	BS_MEKX8P9B
1214199_D1	BS_MF0JFGBA
1213832_D1	BS_MFRXE86X
1223637_D1	BS_MGB2B0JR
1214239_D1	BS_MGTQ8M9W
1213323_D1	BS_MH2ZN74N
1213297_D1	BS_MHB4G2HY
1213826_D1	BS_MHN99W0N
1213824_D1	BS_MKG8EK3R
1213706_D1	BS_MMD11XYS
1223210_D1	BS_MMTG4RZZ
1213749_D1	BS_MQ0QXYSR
1213806_D1	BS_MQH8T2TW
1214231_D1	BS_MTCEG95C
1223610_D1	BS_MTPSXQPW
1237410_D1	BS_MVB3EXCR
1248740_D1	BS_MVYT1X6V
1213756_D1	BS_MXAQHXHY
1248738_D1	BS_MYFK362V
1223289_D1	BS_N08HCR9F
1237388_D1	BS_N0QEPBB0
1226094_D1	BS_N1JWVE7X
1213837_D1	BS_N45WV87Y
1214200_D1	BS_N4X9W009
1223612_D1	BS_N5VRGAE4
1223206_D1	BS_N6D427GB
1232611_D1	BS_N6K94XJ9
1237415_D1	BS_N8JBPRBT
1213782_D1	BS_N9H2RM59
1224577_D1	BS_N9ZNA0GE
1213712_D1	BS_NAEBEA5X
1213309_D1	BS_ND8D06XH
1223810_D1	BS_NFVA9EAH
1223625_D1	BS_NGQJ2P68
1224645_D1	BS_NM7DCTK6
1236481_D1	BS_NMKB9YKN
1223264_D1	BS_NNW8WPDX
1213742_D1	BS_NP9TYWNW
1213783_D1	BS_NQ8EMYMC
1223283_D1	BS_NQKYKBZG
1224648_D1	BS_NTRZQ5DZ
1213726_D1	BS_NV4QZDC8
1224633_D1	BS_NV6N61QE
1223773_D1	BS_NZBA67NR
1223781_D1	BS_NZS3KQ8T
1224576_D1	BS_P1JEYHTR
1223214_D1	BS_P1XGJBXW
1213827_D1	BS_P4P58KDJ
1213814_D1	BS_P9B5R78A
1248764_D1	BS_P9P5352S
1213828_D1	BS_P9P6B2MA
1214179_D1	BS_PAAVMR28
1223209_D1	BS_PB43QEJA
1213850_D1	BS_PC99V9AP
1248766_D1	BS_PEMY24Z2
1214201_D1	BS_PEZX4EFR
1223751_D1	BS_PFK95DQC
1213774_D1	BS_PG983Y5F
1213816_D1	BS_PMS9PASB
1214219_D1	BS_PMSW02JG
1214227_D1	BS_PQ3MYRQN
1237403_D1	BS_PR1M9A73
1213710_D1	BS_PRP39704
1232569_D1	BS_PTDHV486
1223740_D1	BS_PVHW9XST
1223224_D1	BS_PX13N0C2
1223282_D1	BS_PXY01MKY
1214243_D1	BS_PZV5QKR7
1213856_D1	BS_Q0Q1D1DR
1213709_D1	BS_Q1JQ16CZ
1223880_D1	BS_Q2MS4G42
1237419_D1	BS_Q3B16JHG
1213689_D1	BS_Q3QTZCT0
1214209_D1	BS_Q63W4W6X
1223281_D1	BS_Q65W45ZZ
1224608_D1	BS_Q868VVE9
1223256_D1	BS_Q93M45PD
1223738_D1	BS_Q9VD13AN
1213688_D1	BS_QD39WFDP
1213732_D1	BS_QFJ2N4GT
1223748_D1	BS_QJ8VDF4Y
1223775_D1	BS_QJKQBN00
1223678_D1	BS_QJN4W216
1213842_D1	BS_QNJNDTPB
1213352_D1	BS_QP5M880H
1223684_D1	BS_QQ7GA48W
1214248_D1	BS_QW73ZKEN
1223813_D1	BS_QYBBV8T7
1223198_D1	BS_QYPK3D9R
1213791_D1	BS_R0SRSMH6
1223205_D1	BS_R28SHV6A
1232566_D1	BS_R2F4MNM6
1213748_D1	BS_R3XEWNNV
1223284_D1	BS_R4N0E0VD
1213288_D1	BS_R7T86BKY
1236477_D1	BS_R7ZFPA1W
1214240_D1	BS_RBK1Y6Y5
1213308_D1	BS_RE2SYAN1
1236470_D1	BS_RFA25TVP
1226092_D1	BS_RFGHR2BZ
1223966_D1	BS_RGFH0Y82
1223240_D1	BS_RHQTW4B8
1233082_D1	BS_RM9HDDVZ
1223241_D1	BS_RQPQRGTW
1223251_D1	BS_RQYXHKBC
1223776_D1	BS_RR8VP87S
1223730_D1	BS_RRPBP3N2
1236464_D1	BS_RSKCJ76G
1213334_D1	BS_RTM1YZWM
1223244_D1	BS_RY7ECY34
1223666_D1	BS_RZJ9YNST
1213861_D1	BS_RZN71A5Z
1213728_D1	BS_S18M3M8M
1214192_D1	BS_S22F7BFS
1214206_D1	BS_S4YHEPVD
1213266_D1	BS_S7D0MZS7
1213342_D1	BS_SAJM28ZX
1223753_D1	BS_SDN12EEZ
1213336_D1	BS_SDNEKXE7
1213800_D1	BS_SEDZWAWC
1223238_D1	BS_SEPB85BK
1237400_D1	BS_SEZNMZJ3
1248771_D1	BS_SH0T81B2
1248745_D1	BS_SJ5NBSZK
1213786_D1	BS_SK0DXC83
1223629_D1	BS_SK4SZTWZ
1213784_D1	BS_SK65A1RA
1224636_D1	BS_SKJYE5B7
1213865_D1	BS_SKQNH1YD
1223267_D1	BS_SP07ABJ6
1248758_D1	BS_SP0F1YMZ
1213734_D1	BS_SP1SNZZ2
1213278_D1	BS_SPGHGA9C
1248787_D1	BS_SQ3JEW5T
1223648_D1	BS_SRD4KX67
1223673_D1	BS_SRDH21NX
1237417_D1	BS_SS11WGW2
1213285_D1	BS_SSKCPAAX
1213848_D1	BS_SSS4S1C3
1224591_D1	BS_SWR7H6ET
1213767_D1	BS_SYSYAEMY
1223268_D1	BS_T18WYVF6
1214253_D1	BS_T24BT9A6
1213772_D1	BS_T259DCJT
1224605_D1	BS_T2N2EM93
1237406_D1	BS_T4EW9DPZ
1226083_D1	BS_T5ZFAC8V
1224632_D1	BS_T73QGGZZ
1223613_D1	BS_T8Q86T3W
1237405_D1	BS_T9N7K46M
