#sample_id	predicted_ancestry	given_ancestry	CHB_prob	KHV_prob	CHS_prob	ASW_prob	CDX_prob	YRI_prob	GWD_prob	MXL_prob	ITU_prob	CEU_prob	IBS_prob	GIH_prob	ACB_prob	CLM_prob	LWK_prob	PUR_prob	BEB_prob	FIN_prob	PEL_prob	MSL_prob	ESN_prob	TSI_prob	PJL_prob	GBR_prob	STU_prob	JPT_prob	PC1	PC2	PC3	PC4	PC5
NA18878	ESN	YRI	0.0000	0.0000	0.0000	0.0433	0.0000	0.1497	0.1560	0.0000	0.0000	0.0000	0.0000	0.0000	0.1608	0.0000	0.1665	0.0000	0.0000	0.0000	0.0000	0.1165	0.2072	0.0000	0.0000	0.0000	0.0000	0.0000	-63.1045	16.5391	-0.6460	-1.5846	-1.1209
NA19030	GWD	LWK	0.0000	0.0000	0.0000	0.0586	0.0000	0.0825	0.2904	0.0000	0.0000	0.0000	0.0000	0.0000	0.1806	0.0000	0.1733	0.0002	0.0000	0.0000	0.0000	0.1022	0.1121	0.0000	0.0000	0.0000	0.0000	0.0000	-58.5206	16.6126	0.3456	-2.7309	-2.2794
HG01625	FIN	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.1953	0.2109	0.0000	0.0000	0.0023	0.0000	0.0065	0.0000	0.2545	0.0000	0.0000	0.0000	0.1249	0.0000	0.2056	0.0000	0.0000	-0.8866	-11.1001	-3.7293	-9.6616	-0.6315
HG03778	STU	ITU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1856	0.0000	0.0000	0.1984	0.0000	0.0000	0.0000	0.0000	0.1490	0.0000	0.0000	0.0000	0.0000	0.0000	0.1279	0.0000	0.3390	0.0000	-0.1563	10.4500	20.7495	5.0408	-3.5584
HG01872	KHV	KHV	0.0749	0.4543	0.1493	0.0000	0.3207	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	7.1151	43.3241	-1.1372	-7.1431	-1.4704
HG00171	FIN	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.1516	0.1396	0.0000	0.0000	0.0021	0.0000	0.0024	0.0000	0.4727	0.0000	0.0000	0.0000	0.0942	0.0000	0.1373	0.0000	0.0000	2.1726	-8.3821	-7.2361	-8.1322	-4.0870
HG03615	STU	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1423	0.0000	0.0000	0.1927	0.0000	0.0000	0.0000	0.0000	0.2144	0.0000	0.0000	0.0000	0.0000	0.0000	0.2107	0.0000	0.2399	0.0000	-0.8033	10.8776	17.6477	2.7651	-0.6819
HG01111	PUR	PUR	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0328	0.0000	0.0000	0.0000	0.0000	0.0000	0.3344	0.0000	0.6296	0.0000	0.0014	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-5.4482	-2.8870	-6.5745	-1.8774	1.1311
HG02629	ACB	GWD	0.0000	0.0000	0.0000	0.0668	0.0000	0.1271	0.1296	0.0000	0.0000	0.0000	0.0000	0.0000	0.2141	0.0000	0.1921	0.0000	0.0000	0.0000	0.0000	0.0941	0.1761	0.0000	0.0000	0.0000	0.0000	0.0000	-62.2709	16.7993	0.5292	-2.4601	-1.5343
HG01682	IBS	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2221	0.3048	0.0000	0.0000	0.0003	0.0000	0.0004	0.0000	0.1008	0.0000	0.0000	0.0000	0.1316	0.0000	0.2401	0.0000	0.0000	-1.5630	-14.7038	-6.0364	-10.3490	-0.0272
HG01259	PUR	CLM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0180	0.0000	0.0651	0.1344	0.0000	0.0001	0.1307	0.0000	0.3672	0.0000	0.1424	0.0000	0.0000	0.0000	0.0887	0.0000	0.0534	0.0000	0.0000	-1.5810	-5.1539	-7.5468	-2.6315	1.1090
HG03684	STU	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1970	0.0000	0.0000	0.0424	0.0000	0.0000	0.0000	0.0000	0.3100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0237	0.0000	0.4269	0.0000	-1.6658	12.1452	21.7307	5.6563	-1.2490
HG01070	FIN	PUR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0036	0.0000	0.1297	0.1840	0.0000	0.0000	0.0380	0.0000	0.1578	0.0000	0.2737	0.0000	0.0000	0.0000	0.0908	0.0000	0.1224	0.0000	0.0000	-4.0834	-3.9584	-7.7585	-1.0268	0.0720
HG02522	KHV	KHV	0.0667	0.5529	0.1203	0.0000	0.2512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0086	7.6801	44.2428	-1.2011	-8.0698	2.3791
HG00116	IBS	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0026	0.0000	0.1480	0.2739	0.0000	0.0000	0.0385	0.0000	0.0512	0.0000	0.1016	0.0000	0.0000	0.0000	0.2375	0.0000	0.1466	0.0000	0.0000	-0.2748	-12.7233	-5.2880	-9.6640	-1.6470
HG00113	FIN	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0037	0.0000	0.1283	0.1153	0.0002	0.0001	0.0304	0.0000	0.0521	0.0000	0.4299	0.0000	0.0000	0.0000	0.1230	0.0031	0.1140	0.0000	0.0000	0.8947	-12.6092	-5.7938	-9.1887	-2.6332
HG00599	KHV	CHS	0.1974	0.3056	0.1894	0.0001	0.1412	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1662	8.4341	44.0087	-3.5589	-6.9756	-2.4898
NA19440	GWD	LWK	0.0000	0.0000	0.0000	0.0227	0.0000	0.1056	0.3280	0.0000	0.0000	0.0000	0.0000	0.0000	0.0915	0.0000	0.1644	0.0000	0.0000	0.0000	0.0000	0.1336	0.1541	0.0000	0.0000	0.0000	0.0000	0.0000	-59.8362	15.6025	-0.4473	-2.6025	-0.3264
HG02731	BEB	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1068	0.0000	0.0000	0.1824	0.0000	0.0000	0.0000	0.0000	0.2676	0.0000	0.0000	0.0000	0.0000	0.0000	0.2469	0.0000	0.1962	0.0000	-0.0412	5.6116	15.1359	2.0983	-3.8096
HG02179	KHV	CDX	0.2281	0.2535	0.1863	0.0004	0.1090	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2221	5.6485	44.9716	-0.7156	-8.5615	-1.8364
HG01862	KHV	KHV	0.0940	0.4009	0.1840	0.0000	0.3206	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	7.2021	44.1238	-0.3831	-6.0767	0.4814
HG04042	STU	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2256	0.0000	0.0000	0.0719	0.0000	0.0000	0.0000	0.0000	0.1502	0.0000	0.0000	0.0000	0.0000	0.0000	0.0368	0.0000	0.5155	0.0000	-1.9838	7.9467	19.7067	6.0160	2.9967
HG00740	PUR	PUR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0514	0.0000	0.0000	0.0000	0.0000	0.0000	0.2833	0.0000	0.6639	0.0000	0.0006	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-5.9713	-2.7251	-7.4600	-2.5232	-0.9313
HG02727	STU	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2692	0.0000	0.0000	0.1340	0.0000	0.0000	0.0000	0.0000	0.0743	0.0000	0.0000	0.0000	0.0000	0.0000	0.0545	0.0000	0.4679	0.0000	-1.1190	7.7883	17.1108	5.1512	0.7575
HG00442	KHV	CHS	0.0728	0.5127	0.1374	0.0000	0.2695	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0076	6.5419	44.9445	-2.1293	-6.2021	-2.9189
HG03069	ACB	MSL	0.0000	0.0000	0.0000	0.1141	0.0000	0.0945	0.1377	0.0000	0.0000	0.0000	0.0000	0.0000	0.2528	0.0000	0.1884	0.0000	0.0000	0.0000	0.0000	0.0794	0.1330	0.0000	0.0000	0.0000	0.0000	0.0000	-63.4605	17.3605	-0.0179	-1.3730	-0.3253
HG01840	KHV	KHV	0.1979	0.2919	0.2144	0.0000	0.1591	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1367	8.0367	43.3147	-1.3684	-9.0947	-1.7558
NA19113	GWD	YRI	0.0000	0.0000	0.0000	0.0704	0.0000	0.0656	0.3064	0.0000	0.0000	0.0000	0.0000	0.0000	0.1730	0.0000	0.2011	0.0000	0.0000	0.0000	0.0000	0.0891	0.0943	0.0000	0.0000	0.0000	0.0000	0.0000	-63.0919	18.0312	1.1106	-1.8662	-3.2028
HG00382	PUR	FIN	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0076	0.0000	0.0137	0.0443	0.0000	0.0001	0.0880	0.0000	0.5863	0.0000	0.2233	0.0000	0.0000	0.0000	0.0250	0.0000	0.0111	0.0000	0.0000	0.5165	-8.1969	-6.1453	-7.7417	-2.7053
HG02433	ACB	ACB	0.0000	0.0000	0.0000	0.1702	0.0000	0.0569	0.0948	0.0000	0.0000	0.0000	0.0000	0.0000	0.4167	0.0001	0.1392	0.0016	0.0000	0.0000	0.0000	0.0474	0.0731	0.0000	0.0000	0.0000	0.0000	0.0000	-53.9019	13.9806	-0.3113	-2.7129	-3.8903
HG00273	FIN	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.1409	0.1605	0.0000	0.0000	0.0023	0.0000	0.0167	0.0000	0.4691	0.0000	0.0000	0.0000	0.0717	0.0000	0.1387	0.0000	0.0000	1.0362	-8.3744	-6.2663	-9.0700	-3.5453
HG04176	BEB	BEB	0.0000	0.0000	0.0000	0.0010	0.0000	0.0000	0.0000	0.0000	0.0668	0.0000	0.0000	0.0850	0.0002	0.0000	0.0000	0.0000	0.5867	0.0000	0.0001	0.0000	0.0000	0.0000	0.1240	0.0000	0.1363	0.0000	-1.3220	12.2333	15.7927	1.4820	1.7686
HG02687	STU	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1382	0.0000	0.0000	0.2080	0.0000	0.0000	0.0000	0.0000	0.1992	0.0000	0.0000	0.0000	0.0000	0.0000	0.2079	0.0000	0.2467	0.0000	-2.7904	7.8451	19.2731	4.6266	-0.7666
NA18549	KHV	CHB	0.1870	0.3458	0.2118	0.0000	0.1836	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0717	7.7275	44.7280	-1.4049	-7.7599	-1.2193
HG02667	ACB	GWD	0.0000	0.0000	0.0000	0.0868	0.0000	0.0960	0.1739	0.0000	0.0000	0.0000	0.0000	0.0000	0.2192	0.0000	0.2018	0.0000	0.0000	0.0000	0.0000	0.0875	0.1348	0.0000	0.0000	0.0000	0.0000	0.0000	-60.5690	16.6775	-0.6505	-1.2187	1.8021
NA19332	ESN	LWK	0.0000	0.0000	0.0000	0.0560	0.0000	0.1369	0.1555	0.0000	0.0000	0.0000	0.0000	0.0000	0.1775	0.0000	0.1738	0.0000	0.0000	0.0000	0.0000	0.1096	0.1907	0.0000	0.0000	0.0000	0.0000	0.0000	-59.3611	17.0408	0.2108	-2.1511	-1.2295
NA12154	IBS	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.1509	0.3278	0.0000	0.0000	0.0095	0.0000	0.0365	0.0000	0.1635	0.0000	0.0000	0.0000	0.1711	0.0000	0.1399	0.0000	0.0000	-0.5658	-12.1945	-4.9686	-9.8180	-1.5076
NA19908	ACB	ASW	0.0000	0.0000	0.0000	0.1574	0.0000	0.0674	0.1008	0.0000	0.0000	0.0000	0.0000	0.0000	0.3620	0.0001	0.1684	0.0015	0.0000	0.0000	0.0001	0.0525	0.0899	0.0000	0.0000	0.0000	0.0000	0.0000	-53.7743	13.8462	-2.1925	-1.6267	-3.3961
HG02852	ESN	GWD	0.0000	0.0000	0.0000	0.0275	0.0000	0.1754	0.1531	0.0000	0.0000	0.0000	0.0000	0.0000	0.1433	0.0000	0.1417	0.0001	0.0000	0.0000	0.0000	0.1287	0.2302	0.0000	0.0000	0.0000	0.0000	0.0000	-60.9238	17.2955	1.0703	-2.1364	1.0103
HG01110	PUR	PUR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0661	0.0000	0.0002	0.0001	0.0000	0.0000	0.3489	0.0000	0.5825	0.0000	0.0019	0.0001	0.0000	0.0000	0.0003	0.0000	0.0001	0.0000	0.0000	-7.4850	-4.4898	-7.5189	-2.0454	-0.7487
HG03378	GWD	MSL	0.0000	0.0000	0.0000	0.0099	0.0000	0.0807	0.4860	0.0000	0.0000	0.0000	0.0000	0.0000	0.0416	0.0000	0.1151	0.0000	0.0000	0.0000	0.0000	0.1471	0.1195	0.0000	0.0000	0.0000	0.0000	0.0000	-62.1829	18.5193	0.7168	-1.3828	0.6451
NA20891	BEB	GIH	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.1247	0.0000	0.0000	0.2010	0.0000	0.0000	0.0000	0.0000	0.3170	0.0000	0.0001	0.0000	0.0000	0.0000	0.1902	0.0000	0.1664	0.0000	-0.8323	2.8512	14.5888	2.4451	-4.0793
NA19434	ESN	LWK	0.0000	0.0000	0.0000	0.0191	0.0000	0.1839	0.1646	0.0000	0.0000	0.0000	0.0000	0.0000	0.0845	0.0000	0.1383	0.0000	0.0000	0.0000	0.0000	0.1465	0.2630	0.0000	0.0000	0.0000	0.0000	0.0000	-60.1366	17.2557	-0.2658	-1.8929	-0.8725
NA18643	KHV	CHB	0.2223	0.3022	0.2202	0.0000	0.1740	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0812	8.8408	45.2182	-4.5801	-7.5069	-8.0984
NA18632	KHV	CHB	0.1593	0.4462	0.1792	0.0000	0.1251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0902	8.9145	44.8656	-5.1668	-7.7199	-2.7965
NA19770	CLM	MXL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3410	0.0000	0.0000	0.0000	0.0000	0.0000	0.6266	0.0000	0.0173	0.0000	0.0000	0.0151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.4867	5.3100	-11.6284	10.2934	0.0121
NA19108	ESN	YRI	0.0000	0.0000	0.0000	0.0121	0.0000	0.2169	0.1500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0611	0.0000	0.1131	0.0000	0.0000	0.0000	0.0000	0.1623	0.2846	0.0000	0.0000	0.0000	0.0000	0.0000	-62.2897	17.2221	-0.2741	-1.5584	-3.0166
HG03782	STU	ITU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2265	0.0000	0.0000	0.1976	0.0000	0.0000	0.0000	0.0000	0.1034	0.0000	0.0000	0.0000	0.0000	0.0000	0.1054	0.0000	0.3670	0.0000	-0.7086	7.3185	20.8012	3.8770	0.8677
NA18542	JPT	CHB	0.1944	0.0215	0.0685	0.0000	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7147	6.5746	41.9780	-2.8237	-7.9433	-4.6931
NA18648	KHV	CHB	0.0867	0.5840	0.1175	0.0000	0.1365	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0023	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0729	7.6347	43.0504	-3.0386	-7.1122	-0.8900
HG00406	JPT	CHS	0.2749	0.1291	0.1877	0.0000	0.0232	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3851	9.0552	45.1670	-1.3722	-7.3599	-3.0063
NA19143	ESN	YRI	0.0000	0.0000	0.0000	0.0235	0.0000	0.1892	0.1462	0.0000	0.0000	0.0000	0.0000	0.0000	0.1183	0.0000	0.1290	0.0000	0.0000	0.0000	0.0000	0.1394	0.2543	0.0000	0.0000	0.0000	0.0000	0.0000	-62.2036	17.6790	-0.1744	-1.5791	-3.8005
HG03709	STU	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2124	0.0000	0.0000	0.1393	0.0000	0.0000	0.0000	0.0000	0.1707	0.0000	0.0000	0.0000	0.0000	0.0000	0.0934	0.0000	0.3841	0.0000	-0.0313	7.8192	18.3163	2.7081	-1.9919
HG03015	STU	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2010	0.0000	0.0000	0.2405	0.0000	0.0000	0.0000	0.0000	0.0946	0.0000	0.0000	0.0000	0.0000	0.0000	0.1433	0.0000	0.3206	0.0000	-0.5454	8.2532	18.3990	5.9280	-6.4450
HG03928	STU	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1919	0.0000	0.0000	0.2147	0.0000	0.0000	0.0000	0.0000	0.1103	0.0000	0.0000	0.0000	0.0000	0.0000	0.1723	0.0000	0.3107	0.0000	-1.8894	10.5741	17.6750	5.5202	2.5408
HG03864	STU	ITU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1780	0.0000	0.0000	0.1384	0.0000	0.0000	0.0000	0.0000	0.2629	0.0000	0.0000	0.0000	0.0000	0.0000	0.1187	0.0000	0.3019	0.0000	-1.6197	7.9551	19.0814	5.0496	-3.4657
NA18504	ACB	YRI	0.0000	0.0000	0.0000	0.1177	0.0000	0.0651	0.1902	0.0000	0.0000	0.0000	0.0000	0.0000	0.2888	0.0001	0.1800	0.0009	0.0000	0.0000	0.0001	0.0695	0.0877	0.0000	0.0000	0.0000	0.0000	0.0000	-62.4041	16.5973	-0.4548	-0.3665	1.4211
HG03731	STU	ITU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2968	0.0000	0.0000	0.1123	0.0000	0.0000	0.0000	0.0000	0.0625	0.0000	0.0000	0.0000	0.0000	0.0000	0.0405	0.0000	0.4879	0.0000	-1.9620	7.0903	20.3787	5.2106	0.0635
HG00364	FIN	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0008	0.0000	0.1121	0.0713	0.0000	0.0001	0.0080	0.0000	0.0136	0.0000	0.6269	0.0000	0.0000	0.0000	0.0611	0.0014	0.1046	0.0000	0.0000	1.9504	-8.4120	-6.2512	-8.4047	-7.0105
HG03175	ACB	ESN	0.0000	0.0000	0.0000	0.0913	0.0000	0.1065	0.1303	0.0000	0.0000	0.0000	0.0000	0.0000	0.2714	0.0000	0.1767	0.0004	0.0000	0.0000	0.0001	0.0813	0.1420	0.0000	0.0000	0.0000	0.0000	0.0000	-62.8310	17.3954	-0.8006	-1.7693	-2.6108
HG00240	FIN	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	0.1426	0.1021	0.0000	0.0000	0.0393	0.0000	0.0172	0.0000	0.4556	0.0000	0.0000	0.0000	0.1138	0.0003	0.1253	0.0000	0.0000	1.0556	-13.2461	-5.5063	-7.5637	-3.5414
HG00513	CHB	CHS	0.2620	0.2109	0.2128	0.0000	0.1034	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2107	7.0872	45.0937	-2.5731	-8.7946	-1.9796
HG03012	BEB	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1157	0.0000	0.0000	0.0380	0.0000	0.0000	0.0000	0.0000	0.5203	0.0000	0.0000	0.0000	0.0000	0.0000	0.0285	0.0000	0.2974	0.0000	-1.9976	13.3480	18.4364	1.6210	-1.0008
NA11843	TSI	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.1946	0.1829	0.0000	0.0000	0.0058	0.0000	0.0055	0.0000	0.1762	0.0000	0.0000	0.0000	0.2503	0.0002	0.1840	0.0000	0.0000	-0.0832	-13.4629	-4.6575	-9.5516	-0.9380
HG03479	GWD	MSL	0.0000	0.0000	0.0000	0.0598	0.0000	0.0970	0.2418	0.0000	0.0000	0.0000	0.0000	0.0000	0.1984	0.0000	0.1643	0.0003	0.0000	0.0000	0.0001	0.1068	0.1314	0.0000	0.0000	0.0000	0.0000	0.0000	-62.3683	18.7340	-1.0695	-1.6181	-0.9952
NA19119	ESN	YRI	0.0000	0.0000	0.0000	0.0063	0.0000	0.2234	0.1512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0423	0.0000	0.1101	0.0000	0.0000	0.0000	0.0000	0.1643	0.3024	0.0000	0.0000	0.0000	0.0000	0.0000	-63.4770	18.0549	-0.2141	-1.0101	-3.6340
HG01791	FIN	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1764	0.0335	0.0000	0.0000	0.0002	0.0000	0.0006	0.0000	0.5287	0.0000	0.0000	0.0000	0.0281	0.0012	0.2311	0.0000	0.0000	-1.1112	-12.5218	-3.2657	-8.7330	-8.9150
NA20790	IBS	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1531	0.3693	0.0000	0.0000	0.0005	0.0000	0.0024	0.0000	0.0523	0.0000	0.0000	0.0000	0.2562	0.0000	0.1662	0.0000	0.0000	-2.0688	-13.9235	-3.1328	-9.9596	-5.4756
HG00654	KHV	CHS	0.1042	0.5828	0.1226	0.0000	0.0553	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0115	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	0.1234	7.6739	44.8273	-0.8123	-8.4738	-2.5720
HG01610	IBS	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.1159	0.2668	0.0000	0.0001	0.0202	0.0000	0.1032	0.0000	0.1762	0.0000	0.0000	0.0000	0.2129	0.0001	0.1024	0.0000	0.0000	-1.2632	-12.6738	-6.2428	-10.7667	1.6067
NA19315	ACB	LWK	0.0000	0.0000	0.0000	0.2309	0.0000	0.0376	0.0668	0.0000	0.0000	0.0000	0.0000	0.0000	0.4354	0.0007	0.1390	0.0103	0.0000	0.0000	0.0004	0.0293	0.0496	0.0000	0.0000	0.0000	0.0000	0.0000	-58.5206	15.3534	0.6772	-3.0065	-2.8936
NA21123	STU	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1880	0.0000	0.0000	0.2625	0.0000	0.0000	0.0000	0.0000	0.0874	0.0000	0.0000	0.0000	0.0000	0.0000	0.1379	0.0000	0.3242	0.0000	-1.3251	5.0875	18.9389	4.2519	-4.0129
HG00310	FIN	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	0.1442	0.2126	0.0000	0.0000	0.0069	0.0000	0.0059	0.0000	0.3675	0.0000	0.0000	0.0000	0.1406	0.0000	0.1218	0.0000	0.0000	1.2401	-10.7184	-6.7879	-8.7907	-3.2159
HG03793	BEB	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0781	0.0000	0.0000	0.0517	0.0000	0.0000	0.0000	0.0000	0.6408	0.0000	0.0000	0.0000	0.0000	0.0000	0.0593	0.0000	0.1701	0.0000	-1.2365	10.8500	20.4909	4.1005	-1.3419
NA19070	KHV	JPT	0.2095	0.2835	0.1858	0.0001	0.0896	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2313	7.3572	43.9802	-3.7250	-7.0207	-5.5803
NA20822	IBS	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.1206	0.4146	0.0000	0.0000	0.0090	0.0000	0.0260	0.0000	0.0312	0.0000	0.0000	0.0000	0.2699	0.0000	0.1282	0.0000	0.0000	-2.5965	-13.1975	-6.7812	-9.6091	0.8153
NA18630	KHV	CHB	0.1747	0.3647	0.1939	0.0000	0.2055	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0611	6.5219	43.9494	-2.3155	-8.2139	-4.0024
HG01518	IBS	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0656	0.6073	0.0000	0.0000	0.0044	0.0000	0.0707	0.0000	0.0315	0.0000	0.0000	0.0000	0.1699	0.0000	0.0504	0.0000	0.0000	-2.2034	-12.0825	-6.6155	-10.7139	-3.1806
NA19376	GWD	LWK	0.0000	0.0000	0.0000	0.0776	0.0000	0.0762	0.2679	0.0000	0.0000	0.0000	0.0000	0.0000	0.1823	0.0000	0.1933	0.0000	0.0000	0.0000	0.0000	0.0942	0.1085	0.0000	0.0000	0.0000	0.0000	0.0000	-60.9241	16.6747	1.2351	-0.6553	1.7869
HG04017	STU	ITU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2168	0.0000	0.0000	0.0913	0.0000	0.0000	0.0000	0.0000	0.1709	0.0000	0.0000	0.0000	0.0000	0.0000	0.0502	0.0000	0.4708	0.0000	-2.8448	7.3196	22.3387	5.6801	0.9248
