#sample_id	predicted_ancestry	given_ancestry	CHB_prob	KHV_prob	CHS_prob	ASW_prob	CDX_prob	YRI_prob	GWD_prob	MXL_prob	ITU_prob	CEU_prob	IBS_prob	GIH_prob	ACB_prob	CLM_prob	LWK_prob	PUR_prob	BEB_prob	FIN_prob	PEL_prob	MSL_prob	ESN_prob	TSI_prob	PJL_prob	GBR_prob	STU_prob	JPT_prob	PC1	PC2	PC3	PC4	PC5
HG01789	FIN	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010	0.0000	0.0915	0.2038	0.0000	0.0000	0.0118	0.0000	0.0601	0.0000	0.4633	0.0000	0.0000	0.0000	0.0905	0.0000	0.0779	0.0000	0.0000	1.0604	-12.8538	-6.5384	-10.0754	-3.3623
HG02339	GWD	ACB	0.0000	0.0000	0.0000	0.0130	0.0000	0.1014	0.4093	0.0000	0.0000	0.0000	0.0000	0.0000	0.0618	0.0000	0.1233	0.0000	0.0000	0.0000	0.0000	0.1505	0.1406	0.0000	0.0000	0.0000	0.0000	0.0000	-62.1186	15.8039	-0.0959	-1.1356	-1.4751
HG03693	STU	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1890	0.0000	0.0000	0.1635	0.0000	0.0000	0.0000	0.0000	0.2348	0.0000	0.0000	0.0000	0.0000	0.0000	0.0977	0.0000	0.3150	0.0000	-2.1715	9.9616	19.2019	5.1737	0.9968
HG01600	KHV	KHV	0.0310	0.4373	0.1020	0.0000	0.4296	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.9446	44.5638	-0.8039	-7.6190	2.2012
HG01766	PUR	IBS	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0233	0.0000	0.0535	0.1058	0.0000	0.0001	0.1475	0.0000	0.3938	0.0000	0.1586	0.0000	0.0000	0.0000	0.0747	0.0000	0.0425	0.0000	0.0000	-1.8250	-12.5294	-5.8800	-9.4255	-0.3661
NA20317	ACB	ASW	0.0000	0.0000	0.0000	0.3127	0.0000	0.0191	0.0553	0.0000	0.0000	0.0000	0.0000	0.0000	0.4399	0.0015	0.1123	0.0160	0.0000	0.0000	0.0006	0.0174	0.0252	0.0000	0.0000	0.0000	0.0000	0.0000	-44.9479	8.4686	-1.8908	-3.4181	-2.8215
NA12718	IBS	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.1647	0.3073	0.0000	0.0000	0.0022	0.0000	0.0077	0.0000	0.0772	0.0000	0.0000	0.0000	0.2649	0.0000	0.1758	0.0000	0.0000	0.6438	-13.1064	-5.6405	-8.7518	-4.9244
HG01597	CDX	KHV	0.0146	0.4610	0.0613	0.0002	0.4613	0.0000	0.0000	0.0011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.2887	43.9146	-0.0574	-8.9607	4.3517
NA21141	PJL	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1415	0.0000	0.0000	0.2368	0.0000	0.0000	0.0000	0.0000	0.1673	0.0000	0.0000	0.0000	0.0000	0.0000	0.2412	0.0000	0.2132	0.0000	-1.3622	6.3252	18.1880	3.7378	-3.7043
HG00759	KHV	CDX	0.0218	0.4689	0.0793	0.0000	0.4299	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.5468	46.2480	-0.1746	-8.3177	2.5286
HG00650	KHV	CHS	0.0987	0.5705	0.1167	0.0001	0.1033	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0064	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1041	8.0818	44.2310	-2.8674	-6.8152	2.1344
NA19783	PEL	MXL	0.0000	0.0000	0.0000	0.0270	0.0000	0.0000	0.0000	0.2982	0.0000	0.0000	0.0000	0.0000	0.0000	0.0211	0.0000	0.0000	0.0000	0.0000	0.6537	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9630	17.7539	-17.9030	26.0490	1.2314
HG00607	KHV	CHS	0.0362	0.5566	0.0945	0.0000	0.3124	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	7.2736	43.5161	-1.0229	-6.7251	-0.6534
HG03848	STU	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1650	0.0000	0.0000	0.1179	0.0000	0.0000	0.0000	0.0000	0.2815	0.0000	0.0000	0.0000	0.0000	0.0000	0.0855	0.0000	0.3502	0.0000	-1.5951	8.2440	20.8583	4.6562	3.1545
HG02610	GWD	GWD	0.0000	0.0000	0.0000	0.0314	0.0000	0.0637	0.4218	0.0000	0.0000	0.0000	0.0000	0.0000	0.1132	0.0000	0.1743	0.0000	0.0000	0.0000	0.0000	0.1031	0.0924	0.0000	0.0000	0.0000	0.0000	0.0000	-61.6509	16.9243	0.1267	-1.0892	3.3827
HG04229	STU	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2516	0.0000	0.0000	0.0627	0.0000	0.0000	0.0000	0.0000	0.1285	0.0000	0.0000	0.0000	0.0000	0.0000	0.0262	0.0000	0.5311	0.0000	-2.3447	8.9855	18.6712	4.3027	-1.6670
HG00662	KHV	CHS	0.0825	0.4533	0.1551	0.0000	0.3080	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	7.2611	44.1277	-0.8552	-7.5075	0.3016
HG03112	ESN	ESN	0.0000	0.0000	0.0000	0.0136	0.0000	0.1762	0.2000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.1277	0.0000	0.0000	0.0000	0.0000	0.1541	0.2454	0.0000	0.0000	0.0000	0.0000	0.0000	-62.9494	17.4380	-1.2776	-1.2172	-2.2446
HG03575	ACB	MSL	0.0000	0.0000	0.0000	0.1003	0.0000	0.0981	0.1421	0.0000	0.0000	0.0000	0.0000	0.0000	0.2431	0.0000	0.1947	0.0000	0.0000	0.0000	0.0000	0.0819	0.1397	0.0000	0.0000	0.0000	0.0000	0.0000	-63.9028	17.7917	0.1805	-2.6945	-2.0809
HG02646	GWD	GWD	0.0000	0.0000	0.0000	0.0150	0.0000	0.1477	0.2579	0.0000	0.0000	0.0000	0.0000	0.0000	0.0834	0.0000	0.1377	0.0000	0.0000	0.0000	0.0000	0.1516	0.2066	0.0000	0.0000	0.0000	0.0000	0.0000	-61.7359	17.4543	-0.4476	-2.0276	-0.9514
NA19394	ACB	LWK	0.0000	0.0000	0.0000	0.1074	0.0000	0.1330	0.0440	0.0000	0.0000	0.0000	0.0000	0.0000	0.3362	0.0000	0.1510	0.0003	0.0000	0.0000	0.0001	0.0650	0.1631	0.0000	0.0000	0.0000	0.0000	0.0000	-60.1406	18.1372	-0.3003	-0.2060	-4.9805
HG03247	GWD	GWD	0.0000	0.0000	0.0000	0.0426	0.0000	0.0580	0.4354	0.0000	0.0000	0.0000	0.0000	0.0000	0.1255	0.0000	0.1557	0.0000	0.0000	0.0000	0.0000	0.1013	0.0815	0.0000	0.0000	0.0000	0.0000	0.0000	-62.1049	16.7193	0.5020	-1.5474	-0.2228
NA20502	IBS	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	0.1365	0.2386	0.0000	0.0000	0.0180	0.0000	0.0840	0.0000	0.1958	0.0000	0.0000	0.0000	0.1966	0.0001	0.1286	0.0000	0.0000	-1.0708	-13.4891	-2.5517	-9.5445	-0.2992
NA11992	IBS	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0032	0.0000	0.1091	0.2865	0.0000	0.0001	0.0282	0.0000	0.0916	0.0000	0.2204	0.0000	0.0000	0.0000	0.1711	0.0000	0.0899	0.0000	0.0000	0.4860	-12.9695	-5.8042	-9.2229	-0.6622
NA19075	KHV	JPT	0.0985	0.4932	0.1425	0.0000	0.2256	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0401	8.5873	42.8630	-2.1767	-7.2134	-6.7454
HG01686	FIN	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.1650	0.1430	0.0000	0.0000	0.0011	0.0000	0.0041	0.0000	0.4291	0.0000	0.0000	0.0000	0.0880	0.0000	0.1696	0.0000	0.0000	-3.3269	-11.9674	-3.5086	-8.0766	-1.8610
HG02419	ESN	ACB	0.0000	0.0000	0.0000	0.0573	0.0000	0.1448	0.1473	0.0000	0.0000	0.0000	0.0000	0.0000	0.1830	0.0000	0.1674	0.0001	0.0000	0.0000	0.0000	0.1109	0.1891	0.0000	0.0000	0.0000	0.0000	0.0000	-57.9181	15.9410	0.2539	-1.8597	-1.2292
NA19096	ACB	YRI	0.0000	0.0000	0.0000	0.1328	0.0000	0.0773	0.1079	0.0000	0.0000	0.0000	0.0000	0.0000	0.3454	0.0001	0.1722	0.0020	0.0000	0.0000	0.0001	0.0592	0.1029	0.0000	0.0000	0.0000	0.0000	0.0000	-63.2818	17.1669	0.5253	-0.4291	-0.2102
HG00978	KHV	CDX	0.0291	0.6782	0.0582	0.0000	0.1883	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0289	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0002	0.0168	8.7682	43.3081	-1.0069	-8.3184	1.6869
NA19443	ACB	LWK	0.0000	0.0000	0.0000	0.0864	0.0000	0.1091	0.1157	0.0000	0.0000	0.0000	0.0000	0.0000	0.2578	0.0000	0.2026	0.0000	0.0000	0.0000	0.0000	0.0788	0.1495	0.0000	0.0000	0.0000	0.0000	0.0000	-58.6130	16.3239	-0.6796	-2.0443	-1.8387
HG00524	CHB	CHS	0.2860	0.1789	0.2305	0.0000	0.0931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2114	8.7382	44.7449	-2.3682	-7.1243	2.4111
HG02896	ESN	GWD	0.0000	0.0000	0.0000	0.0402	0.0000	0.1590	0.1619	0.0000	0.0000	0.0000	0.0000	0.0000	0.1355	0.0000	0.1590	0.0000	0.0000	0.0000	0.0000	0.1264	0.2180	0.0000	0.0000	0.0000	0.0000	0.0000	-61.7464	16.0208	-0.9528	-2.3664	2.0791
HG01757	IBS	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.1810	0.2823	0.0000	0.0000	0.0052	0.0000	0.0071	0.0000	0.1879	0.0000	0.0000	0.0000	0.1651	0.0000	0.1710	0.0000	0.0000	-0.7132	-11.0531	-3.8156	-9.9809	1.5133
NA18867	ESN	YRI	0.0000	0.0000	0.0000	0.0278	0.0000	0.1719	0.1572	0.0000	0.0000	0.0000	0.0000	0.0000	0.1263	0.0000	0.1522	0.0000	0.0000	0.0000	0.0000	0.1296	0.2351	0.0000	0.0000	0.0000	0.0000	0.0000	-62.7943	17.6962	0.4575	-2.0008	-0.8386
HG02450	ACB	ACB	0.0000	0.0000	0.0000	0.3022	0.0000	0.0146	0.0839	0.0000	0.0000	0.0000	0.0000	0.0000	0.4171	0.0045	0.0854	0.0525	0.0000	0.0000	0.0023	0.0193	0.0182	0.0000	0.0000	0.0000	0.0000	0.0000	-58.2577	15.1094	-0.0956	-2.9315	1.2259
NA20810	FIN	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0070	0.0000	0.1515	0.1880	0.0000	0.0000	0.0836	0.0000	0.0445	0.0000	0.2710	0.0000	0.0000	0.0000	0.1214	0.0000	0.1331	0.0000	0.0000	-2.0669	-12.3608	-4.4456	-8.4490	3.3808
NA20897	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1112	0.0000	0.0000	0.0660	0.0000	0.0000	0.0000	0.0000	0.5048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0568	0.0000	0.2613	0.0000	-1.3657	8.5455	19.2503	5.6618	-3.2070
HG01851	KHV	KHV	0.1474	0.4314	0.1802	0.0001	0.2038	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0368	7.5101	42.9228	-0.7644	-7.9036	2.9908
HG02688	STU	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2607	0.0000	0.0000	0.0959	0.0000	0.0000	0.0000	0.0000	0.2232	0.0000	0.0000	0.0000	0.0000	0.0000	0.0383	0.0000	0.3819	0.0000	-0.4904	8.2974	19.7447	3.7029	-7.0531
HG01593	PJL	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1085	0.0000	0.0000	0.3727	0.0000	0.0000	0.0000	0.0000	0.0054	0.0000	0.0000	0.0000	0.0000	0.0000	0.4437	0.0000	0.0697	0.0000	-1.7658	-0.5365	14.3553	1.7875	-4.8310
HG02790	STU	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2160	0.0000	0.0000	0.2315	0.0000	0.0000	0.0000	0.0000	0.1774	0.0000	0.0000	0.0000	0.0000	0.0000	0.1397	0.0000	0.2354	0.0000	-0.9483	6.9965	18.5733	5.5642	-4.2961
NA21117	STU	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2917	0.0000	0.0000	0.2711	0.0000	0.0000	0.0000	0.0000	0.0030	0.0000	0.0000	0.0000	0.0000	0.0000	0.0877	0.0000	0.3465	0.0000	-0.4703	7.3169	17.9468	5.0895	-4.5016
HG00375	FIN	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0000	0.0873	0.1057	0.0000	0.0000	0.0116	0.0000	0.0126	0.0000	0.6266	0.0000	0.0000	0.0000	0.0826	0.0000	0.0725	0.0000	0.0000	-0.7402	-8.6780	-6.0803	-8.2042	-3.0155
HG00708	KHV	CHS	0.0363	0.6409	0.0719	0.0000	0.2381	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0101	8.6741	45.3258	-0.7932	-7.9162	0.3645
HG00458	KHV	CHS	0.1979	0.2999	0.1883	0.0000	0.1370	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1767	8.5567	44.1753	-2.3217	-9.0703	1.3951
NA12348	FIN	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.1933	0.1992	0.0000	0.0000	0.0035	0.0000	0.0138	0.0000	0.2374	0.0000	0.0000	0.0000	0.1411	0.0000	0.2114	0.0000	0.0000	0.7888	-11.9864	-6.1312	-8.1009	-1.5543
HG03871	STU	ITU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2259	0.0000	0.0000	0.1914	0.0000	0.0000	0.0000	0.0000	0.0983	0.0000	0.0000	0.0000	0.0000	0.0000	0.0941	0.0000	0.3903	0.0000	-1.5403	7.8165	19.7706	4.7752	0.7852
HG04023	ITU	ITU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3111	0.0000	0.0000	0.2962	0.0000	0.0000	0.0000	0.0000	0.0044	0.0000	0.0000	0.0000	0.0000	0.0000	0.1072	0.0000	0.2811	0.0000	-2.5896	8.6627	22.5077	5.6758	-2.9102
NA19026	ESN	LWK	0.0000	0.0000	0.0000	0.0515	0.0000	0.1388	0.1624	0.0000	0.0000	0.0000	0.0000	0.0000	0.1659	0.0000	0.1774	0.0000	0.0000	0.0000	0.0000	0.1120	0.1920	0.0000	0.0000	0.0000	0.0000	0.0000	-59.7492	15.4881	-0.4564	-0.9249	-0.3142
NA19655	CLM	MXL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1351	0.0000	0.0000	0.0000	0.0000	0.0000	0.5616	0.0000	0.3021	0.0000	0.0005	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-2.8617	1.5224	-10.0983	7.9836	5.1139
HG03064	ESN	MSL	0.0000	0.0000	0.0000	0.0063	0.0000	0.2265	0.1477	0.0000	0.0000	0.0000	0.0000	0.0000	0.0420	0.0000	0.0961	0.0000	0.0000	0.0000	0.0000	0.1686	0.3129	0.0000	0.0000	0.0000	0.0000	0.0000	-64.9911	18.2976	0.5407	-2.2791	-2.9765
NA19917	ESN	ASW	0.0000	0.0000	0.0000	0.0297	0.0000	0.1694	0.1490	0.0000	0.0000	0.0000	0.0000	0.0000	0.1473	0.0000	0.1534	0.0002	0.0000	0.0000	0.0000	0.1227	0.2281	0.0000	0.0000	0.0000	0.0000	0.0000	-56.4609	15.6576	-1.3831	-3.2828	-0.6007
NA07347	IBS	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2135	0.2700	0.0000	0.0000	0.0011	0.0000	0.0009	0.0000	0.1547	0.0000	0.0000	0.0000	0.1454	0.0000	0.2143	0.0000	0.0000	-0.6777	-14.6671	-5.2467	-8.9724	-4.5316
HG03280	ACB	ESN	0.0000	0.0000	0.0000	0.0816	0.0000	0.1149	0.1356	0.0000	0.0000	0.0000	0.0000	0.0000	0.2510	0.0000	0.1757	0.0003	0.0000	0.0000	0.0000	0.0877	0.1531	0.0000	0.0000	0.0000	0.0000	0.0000	-64.3198	17.6724	0.2260	-1.0651	-1.6785
HG01498	MXL	CLM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4744	0.0000	0.0000	0.0000	0.0000	0.0000	0.4643	0.0000	0.0043	0.0000	0.0000	0.0570	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-2.0426	2.4214	-10.9958	8.2858	-4.9279
NA11892	GBR	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0000	0.2160	0.1708	0.0000	0.0000	0.0193	0.0000	0.0091	0.0000	0.2123	0.0000	0.0000	0.0000	0.1553	0.0000	0.2162	0.0000	0.0000	0.6385	-13.3220	-4.2361	-8.9823	-5.0185
HG00410	KHV	CHS	0.1224	0.4225	0.1864	0.0000	0.2624	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0062	7.7601	43.1075	-2.8624	-9.6598	-0.7065
HG03397	ESN	MSL	0.0000	0.0000	0.0000	0.0393	0.0000	0.1590	0.1636	0.0000	0.0000	0.0000	0.0000	0.0000	0.1311	0.0000	0.1592	0.0000	0.0000	0.0000	0.0000	0.1277	0.2201	0.0000	0.0000	0.0000	0.0000	0.0000	-62.3775	17.0027	0.1991	-2.6036	-4.4976
NA20541	IBS	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.1179	0.3117	0.0000	0.0001	0.0055	0.0000	0.0482	0.0000	0.1254	0.0000	0.0000	0.0000	0.2804	0.0005	0.1099	0.0000	0.0000	-0.4376	-11.5069	-4.0187	-8.6544	-1.6356
HG02657	STU	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2357	0.0000	0.0000	0.2382	0.0000	0.0000	0.0000	0.0000	0.0234	0.0000	0.0000	0.0000	0.0000	0.0000	0.1581	0.0000	0.3446	0.0000	-1.9447	5.2996	14.7541	2.5397	0.4753
NA20877	STU	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2475	0.0000	0.0000	0.1893	0.0000	0.0000	0.0000	0.0000	0.0628	0.0000	0.0000	0.0000	0.0000	0.0000	0.0741	0.0000	0.4264	0.0000	-1.2571	5.0202	17.4049	4.9611	1.4876
HG02299	PEL	PEL	0.0000	0.0000	0.0000	0.0081	0.0000	0.0000	0.0000	0.1635	0.0000	0.0000	0.0000	0.0000	0.0000	0.0013	0.0000	0.0000	0.0000	0.0000	0.8271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.4724	20.2744	-20.5980	33.6366	-2.9436
HG00324	PUR	FIN	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0189	0.0000	0.0322	0.0761	0.0000	0.0001	0.1533	0.0000	0.4157	0.0000	0.2279	0.0000	0.0000	0.0000	0.0502	0.0000	0.0254	0.0000	0.0000	2.3464	-8.3826	-6.0744	-9.2398	-4.5160
HG03812	STU	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2465	0.0000	0.0000	0.1120	0.0000	0.0000	0.0000	0.0000	0.1170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0482	0.0000	0.4764	0.0000	-1.8248	12.6003	17.6666	1.8294	-0.4662
NA19678	PUR	MXL	0.0000	0.0000	0.0000	0.0021	0.0000	0.0000	0.0000	0.0202	0.0000	0.0032	0.0170	0.0000	0.0001	0.1859	0.0000	0.7349	0.0000	0.0103	0.0001	0.0000	0.0000	0.0230	0.0002	0.0029	0.0000	0.0000	-5.3298	-2.8305	-8.5420	0.2327	2.5567
HG01177	PUR	PUR	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0467	0.0000	0.0001	0.0001	0.0000	0.0000	0.2875	0.0000	0.6608	0.0000	0.0034	0.0009	0.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0000	-2.9179	-2.2619	-7.7783	0.8474	-0.2703
HG04134	STU	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1818	0.0000	0.0000	0.2325	0.0000	0.0000	0.0000	0.0000	0.1381	0.0000	0.0000	0.0000	0.0000	0.0000	0.1610	0.0000	0.2867	0.0000	-0.3380	10.4618	15.9445	5.0147	0.4220
NA19438	GWD	LWK	0.0000	0.0000	0.0000	0.1596	0.0000	0.0258	0.2955	0.0000	0.0000	0.0000	0.0000	0.0000	0.2459	0.0000	0.1893	0.0000	0.0000	0.0000	0.0000	0.0464	0.0375	0.0000	0.0000	0.0000	0.0000	0.0000	-60.1238	18.1108	-0.2826	-2.1598	2.9464
HG03826	STU	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2635	0.0000	0.0000	0.1681	0.0000	0.0000	0.0000	0.0000	0.1237	0.0000	0.0000	0.0000	0.0000	0.0000	0.0704	0.0000	0.3743	0.0000	0.0771	10.0572	17.1941	5.2033	-0.4258
HG01583	PJL	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0242	0.0000	0.0000	0.2762	0.0000	0.0000	0.0000	0.0000	0.0023	0.0000	0.0000	0.0000	0.0000	0.0000	0.6893	0.0000	0.0079	0.0000	-1.7882	1.7243	13.2020	3.1317	-3.6216
HG01945	PEL	PEL	0.0000	0.0000	0.0000	0.0096	0.0000	0.0000	0.0000	0.3212	0.0000	0.0000	0.0000	0.0000	0.0000	0.0122	0.0000	0.0000	0.0000	0.0000	0.6570	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.5796	17.3808	-18.6813	28.8942	-1.4087
NA20582	TSI	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.1917	0.1905	0.0000	0.0000	0.0026	0.0000	0.0015	0.0000	0.1624	0.0000	0.0000	0.0000	0.2630	0.0000	0.1881	0.0000	0.0000	-0.7598	-13.7994	-5.0668	-8.9559	0.7195
HG00280	IBS	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.1635	0.2644	0.0000	0.0000	0.0095	0.0000	0.0216	0.0000	0.1628	0.0000	0.0000	0.0000	0.2206	0.0000	0.1570	0.0000	0.0000	0.6305	-8.1993	-6.1039	-8.2150	-5.7074
NA12273	IBS	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.1512	0.3611	0.0000	0.0000	0.0032	0.0000	0.0116	0.0000	0.1315	0.0000	0.0000	0.0000	0.1998	0.0000	0.1415	0.0000	0.0000	-0.8360	-13.0628	-3.8267	-7.0782	-1.3115
HG01251	PUR	CLM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0902	0.0000	0.0000	0.0000	0.0000	0.0000	0.4309	0.0000	0.4756	0.0000	0.0014	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5569	-2.3844	-10.6614	4.7625	-1.8724
HG03943	STU	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1931	0.0000	0.0000	0.1196	0.0000	0.0000	0.0000	0.0000	0.2041	0.0000	0.0000	0.0000	0.0000	0.0000	0.0773	0.0000	0.4059	0.0000	-1.6119	6.6990	18.9203	4.1192	0.6847
HG01374	CLM	CLM	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2745	0.0000	0.0000	0.0000	0.0000	0.0000	0.6640	0.0000	0.0581	0.0000	0.0000	0.0033	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5752	-4.0969	-11.3682	3.5372	-1.6246
NA12776	IBS	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1750	0.2862	0.0000	0.0000	0.0010	0.0000	0.0013	0.0000	0.1097	0.0000	0.0000	0.0000	0.2450	0.0000	0.1818	0.0000	0.0000	-0.5240	-11.4293	-5.6240	-8.1291	-0.1191
HG00346	IBS	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.1274	0.2698	0.0000	0.0000	0.0237	0.0000	0.0987	0.0000	0.1374	0.0000	0.0000	0.0000	0.2227	0.0000	0.1181	0.0000	0.0000	0.7312	-8.2531	-5.5986	-5.9275	-3.9989
NA20533	TSI	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0025	0.0000	0.0830	0.2900	0.0000	0.0000	0.0316	0.0000	0.0504	0.0000	0.0492	0.0000	0.0000	0.0000	0.4117	0.0001	0.0815	0.0000	0.0000	-2.1047	-12.9268	-1.8333	-8.7803	4.7594
