#sample_id	predicted_ancestry	given_ancestry	CHB_prob	KHV_prob	CHS_prob	ASW_prob	CDX_prob	YRI_prob	GWD_prob	MXL_prob	ITU_prob	CEU_prob	IBS_prob	GIH_prob	ACB_prob	CLM_prob	LWK_prob	PUR_prob	BEB_prob	FIN_prob	PEL_prob	MSL_prob	ESN_prob	TSI_prob	PJL_prob	GBR_prob	STU_prob	JPT_prob	PC1	PC2	PC3	PC4	PC5
NA19713	ASW	ASW	0.0000	0.0000	0.0000	0.5410	0.0000	0.0021	0.0133	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.0000	0.0108	0.0009	0.0000	0.0000	0.0000	0.0021	0.0012	0.0000	0.0000	0.0000	0.0000	0.0000	45.4977	-9.2299	2.0232	3.6843	0.6550
HG03823	BEB	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0930	0.0000	0.0000	0.0165	0.0000	0.0000	0.0000	0.0000	0.7187	0.0000	0.0000	0.0000	0.0000	0.0000	0.0201	0.0000	0.1518	0.0000	-0.2417	-10.4348	-17.0267	-3.3770	-2.7135
NA19658	CLM	MXL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2565	0.0000	0.0001	0.0000	0.0000	0.0000	0.7226	0.0000	0.0152	0.0000	0.0056	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8653	1.5974	9.7528	-3.7892	-1.6624
HG01948	PEL	PEL	0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	0.0011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.9945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.3721	-21.3543	16.6518	-25.0907	-0.8470
NA19901	ESN	ASW	0.0000	0.0000	0.0000	0.0110	0.0000	0.1515	0.2138	0.0000	0.0000	0.0000	0.0000	0.0000	0.0457	0.0000	0.1046	0.0000	0.0000	0.0000	0.0000	0.1633	0.3100	0.0000	0.0000	0.0000	0.0000	0.0000	54.4840	-15.4523	1.5764	0.5299	-1.0035
NA12815	PUR	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0079	0.0000	0.1716	0.1656	0.0000	0.0000	0.0795	0.0000	0.2020	0.0000	0.0660	0.0000	0.0000	0.0000	0.1268	0.0000	0.1806	0.0000	0.0000	1.7855	13.3370	5.6137	9.1515	-5.5756
HG03449	ESN	MSL	0.0000	0.0000	0.0000	0.0004	0.0000	0.1734	0.1362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0048	0.0000	0.0409	0.0000	0.0000	0.0000	0.0000	0.1832	0.4610	0.0000	0.0000	0.0000	0.0000	0.0000	63.9221	-17.2829	0.7977	3.0213	-0.1169
HG03698	BEB	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1251	0.0000	0.0000	0.1603	0.0001	0.0000	0.0000	0.0000	0.3478	0.0000	0.0000	0.0000	0.0000	0.0000	0.2270	0.0000	0.1396	0.0000	0.6526	-7.4453	-19.8475	-4.6786	-4.9668
HG03755	PJL	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1085	0.0000	0.0000	0.2469	0.0000	0.0000	0.0000	0.0000	0.2182	0.0000	0.0000	0.0000	0.0000	0.0000	0.2816	0.0000	0.1448	0.0000	2.1537	-8.1437	-18.4715	-4.6259	-5.2526
HG03578	ESN	MSL	0.0000	0.0000	0.0000	0.0112	0.0000	0.1502	0.2533	0.0000	0.0000	0.0000	0.0000	0.0000	0.0464	0.0000	0.0845	0.0000	0.0000	0.0000	0.0000	0.1598	0.2946	0.0000	0.0000	0.0000	0.0000	0.0000	64.1591	-16.3822	0.1499	2.3703	-1.7163
NA21115	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1657	0.0000	0.0000	0.2322	0.0000	0.0000	0.0000	0.0000	0.2717	0.0000	0.0000	0.0000	0.0000	0.0000	0.1536	0.0000	0.1768	0.0000	0.2352	-5.2011	-19.9797	-4.9991	-4.6626
HG03189	ESN	ESN	0.0000	0.0000	0.0000	0.0031	0.0000	0.1813	0.1896	0.0000	0.0000	0.0000	0.0000	0.0000	0.0190	0.0000	0.0713	0.0000	0.0000	0.0000	0.0000	0.1575	0.3783	0.0000	0.0000	0.0000	0.0000	0.0000	63.0348	-19.6177	0.2613	2.8043	-3.4377
HG01844	CHS	KHV	0.1958	0.1928	0.2837	0.0000	0.2266	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1011	-7.3818	-42.3188	0.1851	6.5891	3.2803
HG00310	FIN	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.1058	0.0096	0.0000	0.0000	0.0033	0.0000	0.0005	0.0000	0.7900	0.0000	0.0000	0.0000	0.0048	0.0000	0.0852	0.0000	0.0000	-1.2531	10.7603	6.8600	8.7426	-11.6289
NA19077	CDX	JPT	0.1517	0.2593	0.2389	0.0000	0.2825	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0676	-7.5431	-43.3620	3.1529	6.3158	-4.1636
NA20819	TSI	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0025	0.0000	0.1438	0.2816	0.0000	0.0000	0.0036	0.0000	0.0091	0.0000	0.0001	0.0000	0.0000	0.0000	0.3967	0.0000	0.1627	0.0000	0.0000	0.9988	10.8980	5.4572	9.7719	3.5171
NA18986	JPT	JPT	0.1703	0.0060	0.0529	0.0005	0.0010	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7687	-7.0479	-42.2371	3.3221	5.2365	-4.8167
HG03695	GIH	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1571	0.0000	0.0000	0.2995	0.0000	0.0000	0.0000	0.0000	0.1983	0.0000	0.0000	0.0000	0.0000	0.0000	0.2171	0.0000	0.1279	0.0000	2.5153	-10.7613	-19.8783	-5.2455	-0.8782
NA20856	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1570	0.0000	0.0000	0.0872	0.0000	0.0000	0.0000	0.0000	0.4011	0.0000	0.0000	0.0000	0.0000	0.0000	0.1459	0.0000	0.2088	0.0000	2.2632	-3.9021	-18.6630	-5.3638	-1.2940
NA19222	ESN	YRI	0.0000	0.0000	0.0000	0.0161	0.0000	0.1664	0.1131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0478	0.0000	0.2047	0.0000	0.0000	0.0000	0.0000	0.0616	0.3903	0.0000	0.0000	0.0000	0.0000	0.0000	64.1488	-17.5428	0.4440	1.4275	-2.9240
HG03862	BEB	ITU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2425	0.0000	0.0000	0.0578	0.0000	0.0000	0.0000	0.0000	0.4449	0.0000	0.0000	0.0000	0.0000	0.0000	0.0365	0.0000	0.2183	0.0000	1.6245	-6.2009	-18.5938	-6.1679	-4.6165
HG01603	TSI	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0052	0.0000	0.1273	0.2631	0.0000	0.0000	0.0114	0.0000	0.0589	0.0000	0.0004	0.0000	0.0000	0.0000	0.3867	0.0000	0.1472	0.0000	0.0000	1.5298	11.3335	3.4262	9.1928	1.8526
HG03690	ITU	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3431	0.0000	0.0000	0.1807	0.0000	0.0000	0.0000	0.0000	0.1471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0721	0.0000	0.2570	0.0000	1.4791	-7.9498	-20.2764	-3.7982	-4.0342
HG02614	ESN	GWD	0.0000	0.0000	0.0000	0.0043	0.0000	0.1776	0.2019	0.0000	0.0000	0.0000	0.0000	0.0000	0.0253	0.0000	0.0794	0.0000	0.0000	0.0000	0.0000	0.1582	0.3532	0.0000	0.0000	0.0000	0.0000	0.0000	59.9204	-16.7560	-1.1209	2.1268	-1.2650
NA19471	LWK	LWK	0.0000	0.0000	0.0000	0.1030	0.0000	0.1232	0.1336	0.0000	0.0000	0.0000	0.0000	0.0000	0.1694	0.0000	0.2226	0.0000	0.0000	0.0000	0.0000	0.0487	0.1995	0.0000	0.0000	0.0000	0.0000	0.0000	59.3411	-16.4439	0.1262	2.2414	-2.5319
HG03428	ESN	MSL	0.0000	0.0000	0.0000	0.0001	0.0000	0.1757	0.1110	0.0000	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.0305	0.0000	0.0000	0.0000	0.0000	0.1737	0.5068	0.0000	0.0000	0.0000	0.0000	0.0000	62.1057	-16.4582	-1.3559	1.6749	0.6363
NA19152	ESN	YRI	0.0000	0.0000	0.0000	0.0033	0.0000	0.1859	0.1870	0.0000	0.0000	0.0000	0.0000	0.0000	0.0200	0.0000	0.0691	0.0000	0.0000	0.0000	0.0000	0.1608	0.3738	0.0000	0.0000	0.0000	0.0000	0.0000	62.8728	-17.7460	-1.2493	1.4480	-1.5240
HG01766	TSI	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0054	0.0000	0.1218	0.2476	0.0000	0.0003	0.0162	0.0000	0.1651	0.0000	0.0291	0.0000	0.0000	0.0000	0.2805	0.0000	0.1340	0.0000	0.0000	1.8134	12.5604	5.9164	9.5875	-0.0531
HG02154	KHV	CDX	0.0491	0.4259	0.1372	0.0000	0.3877	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	-8.9334	-44.4457	1.0925	6.7238	2.1318
NA19328	ESN	LWK	0.0000	0.0000	0.0000	0.0032	0.0000	0.1821	0.1794	0.0000	0.0000	0.0000	0.0000	0.0000	0.0199	0.0000	0.0709	0.0000	0.0000	0.0000	0.0000	0.1706	0.3738	0.0000	0.0000	0.0000	0.0000	0.0000	59.6919	-16.8242	-0.5221	3.4407	-5.7449
HG00108	TSI	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.1800	0.2446	0.0000	0.0000	0.0150	0.0000	0.0496	0.0000	0.0783	0.0000	0.0000	0.0000	0.2482	0.0000	0.1792	0.0000	0.0000	-1.2496	11.5270	6.4885	8.7786	-1.4502
NA20851	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1383	0.0000	0.0000	0.0421	0.0000	0.0000	0.0000	0.0000	0.5744	0.0000	0.0000	0.0000	0.0000	0.0000	0.0763	0.0000	0.1689	0.0000	-0.6371	-5.3550	-17.0545	-3.4212	-2.2904
NA12155	FIN	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0013	0.0000	0.2558	0.1074	0.0000	0.0000	0.0020	0.0000	0.0016	0.0000	0.2883	0.0000	0.0000	0.0000	0.0879	0.0000	0.2556	0.0000	0.0000	0.6055	13.6418	5.4396	9.8438	-5.1664
HG02012	ESN	ACB	0.0000	0.0000	0.0000	0.0325	0.0000	0.1346	0.2184	0.0000	0.0000	0.0000	0.0000	0.0000	0.1032	0.0000	0.1599	0.0000	0.0000	0.0000	0.0000	0.1106	0.2407	0.0000	0.0000	0.0000	0.0000	0.0000	58.8460	-14.9484	0.1658	2.8198	-2.4428
HG03247	ESN	GWD	0.0000	0.0000	0.0000	0.0099	0.0000	0.1590	0.2166	0.0000	0.0000	0.0000	0.0000	0.0000	0.0427	0.0000	0.1010	0.0000	0.0000	0.0000	0.0000	0.1515	0.3192	0.0000	0.0000	0.0000	0.0000	0.0000	62.0894	-16.6849	-0.4086	1.6325	-2.0020
HG03652	BEB	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1146	0.0000	0.0000	0.1065	0.0000	0.0000	0.0000	0.0000	0.4759	0.0000	0.0000	0.0000	0.0000	0.0000	0.1414	0.0000	0.1616	0.0000	1.9294	-4.9890	-16.9464	-3.1392	-3.0060
HG00263	IBS	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0125	0.0000	0.1638	0.2425	0.0000	0.0000	0.0559	0.0000	0.1365	0.0000	0.0079	0.0000	0.0000	0.0000	0.2401	0.0001	0.1407	0.0000	0.0000	0.3547	13.0417	5.7269	8.5928	-3.3437
HG03066	ESN	MSL	0.0000	0.0000	0.0000	0.0054	0.0000	0.1963	0.1118	0.0000	0.0000	0.0000	0.0000	0.0000	0.0207	0.0000	0.1163	0.0000	0.0000	0.0000	0.0000	0.0879	0.4616	0.0000	0.0000	0.0000	0.0000	0.0000	63.0199	-17.7734	-1.0752	1.1262	-2.3470
NA20505	IBS	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0125	0.0000	0.1479	0.2167	0.0000	0.0000	0.0857	0.0000	0.2094	0.0000	0.0079	0.0000	0.0000	0.0000	0.1904	0.0000	0.1294	0.0000	0.0000	2.0518	13.3027	4.1366	9.0480	1.5450
NA19309	ESN	LWK	0.0000	0.0000	0.0000	0.0254	0.0000	0.1404	0.2187	0.0000	0.0000	0.0000	0.0000	0.0000	0.0875	0.0000	0.1491	0.0000	0.0000	0.0000	0.0000	0.1195	0.2593	0.0000	0.0000	0.0000	0.0000	0.0000	59.2055	-15.2114	0.2709	3.3428	-4.3527
HG03391	ESN	MSL	0.0000	0.0000	0.0000	0.0062	0.0000	0.1602	0.1910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0363	0.0000	0.1246	0.0000	0.0000	0.0000	0.0000	0.1399	0.3418	0.0000	0.0000	0.0000	0.0000	0.0000	62.5319	-19.1819	-1.1597	1.2217	-1.3308
NA21117	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1445	0.0000	0.0000	0.1883	0.0000	0.0000	0.0000	0.0000	0.3407	0.0000	0.0000	0.0000	0.0000	0.0000	0.1810	0.0000	0.1456	0.0000	0.4661	-7.2769	-17.8648	-4.9253	-4.2385
HG02790	BEB	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1567	0.0000	0.0000	0.0189	0.0000	0.0000	0.0000	0.0000	0.6288	0.0000	0.0000	0.0000	0.0000	0.0000	0.0268	0.0000	0.1688	0.0000	0.9428	-6.9707	-18.5723	-5.3165	-0.1122
HG03028	ESN	GWD	0.0000	0.0000	0.0000	0.0003	0.0000	0.1629	0.1243	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035	0.0000	0.0384	0.0000	0.0000	0.0000	0.0000	0.2002	0.4705	0.0000	0.0000	0.0000	0.0000	0.0000	61.2565	-16.7540	0.3077	1.3905	0.0790
NA18501	ESN	YRI	0.0000	0.0000	0.0000	0.0004	0.0000	0.1664	0.1403	0.0000	0.0000	0.0000	0.0000	0.0000	0.0041	0.0000	0.0359	0.0000	0.0000	0.0000	0.0000	0.1943	0.4585	0.0000	0.0000	0.0000	0.0000	0.0000	61.8310	-17.1942	-0.2075	2.2727	-2.3023
HG00360	TSI	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0040	0.0000	0.2259	0.1179	0.0003	0.0000	0.0037	0.0000	0.0023	0.0000	0.2099	0.0000	0.0000	0.0000	0.2589	0.0014	0.1756	0.0000	0.0000	-0.7458	11.0705	4.5946	7.6008	-7.9617
HG03351	ESN	ESN	0.0000	0.0000	0.0000	0.0122	0.0000	0.1521	0.2223	0.0000	0.0000	0.0000	0.0000	0.0000	0.0518	0.0000	0.1217	0.0000	0.0000	0.0000	0.0000	0.1315	0.3085	0.0000	0.0000	0.0000	0.0000	0.0000	63.3151	-17.1535	-0.6320	1.7850	-1.7778
HG01953	PEL	PEL	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0303	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9696	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-6.6837	-21.3998	22.1728	-34.4296	-1.0723
NA20544	TSI	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.2647	0.1142	0.0000	0.0000	0.0005	0.0000	0.0003	0.0000	0.0573	0.0000	0.0000	0.0000	0.2887	0.0000	0.2734	0.0000	0.0000	1.2006	12.2812	3.7616	10.3956	0.2691
HG01494	MXL	CLM	0.0000	0.0000	0.0000	0.0401	0.0000	0.0000	0.0000	0.4417	0.0000	0.0000	0.0000	0.0000	0.0000	0.3808	0.0000	0.0137	0.0000	0.0000	0.1237	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.9121	-5.3245	12.9338	-10.9223	-1.7120
HG00531	CHS	CHS	0.1669	0.1966	0.2943	0.0000	0.2555	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0868	-8.3821	-44.5643	3.6335	7.2363	-2.3461
HG03953	PJL	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1686	0.0000	0.0000	0.1881	0.0000	0.0000	0.0000	0.0000	0.2230	0.0000	0.0000	0.0000	0.0000	0.0000	0.2324	0.0000	0.1879	0.0000	3.9538	-9.2991	-19.4781	-1.5957	-2.3616
NA18616	KHV	CHB	0.1968	0.3224	0.2464	0.0000	0.1581	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0763	-8.5127	-43.7670	0.9447	7.3941	-3.7154
