#sample_id	predicted_ancestry	given_ancestry	CHB_prob	KHV_prob	CHS_prob	ASW_prob	CDX_prob	YRI_prob	GWD_prob	MXL_prob	ITU_prob	CEU_prob	IBS_prob	GIH_prob	ACB_prob	CLM_prob	LWK_prob	PUR_prob	BEB_prob	FIN_prob	PEL_prob	MSL_prob	ESN_prob	TSI_prob	PJL_prob	GBR_prob	STU_prob	JPT_prob	PC1	PC2	PC3	PC4	PC5
NA19171	ESN	YRI	0.0000	0.0000	0.0000	0.0168	0.0000	0.1534	0.2230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0636	0.0000	0.1265	0.0000	0.0000	0.0000	0.0000	0.1284	0.2883	0.0000	0.0000	0.0000	0.0000	0.0000	60.9103	-17.7208	-0.7271	1.2383	-4.2397
NA19914	ASW	ASW	0.0000	0.0000	0.0000	0.4398	0.0000	0.0181	0.0637	0.0000	0.0000	0.0000	0.0000	0.0000	0.3643	0.0000	0.0791	0.0010	0.0000	0.0000	0.0000	0.0138	0.0202	0.0000	0.0000	0.0000	0.0000	0.0000	44.4043	-9.2343	0.5689	3.6287	-2.6480
HG00384	GBR	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0036	0.0000	0.2507	0.1655	0.0000	0.0000	0.0065	0.0000	0.0060	0.0000	0.1002	0.0000	0.0000	0.0000	0.2084	0.0000	0.2591	0.0000	0.0000	-2.0075	9.4948	4.6247	7.9568	-9.8617
NA21118	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1921	0.0000	0.0000	0.2268	0.0000	0.0000	0.0000	0.0000	0.2277	0.0000	0.0000	0.0000	0.0000	0.0000	0.2065	0.0000	0.1470	0.0000	1.4293	-5.8431	-20.8325	-3.5637	-2.6998
NA19661	MXL	MXL	0.0000	0.0000	0.0000	0.0058	0.0000	0.0000	0.0000	0.4545	0.0000	0.0000	0.0000	0.0000	0.0000	0.4281	0.0000	0.0087	0.0000	0.0000	0.1029	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2761	-8.5819	12.1840	-12.3889	-1.6583
NA18505	ESN	YRI	0.0000	0.0000	0.0000	0.0001	0.0000	0.1742	0.1071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	0.0252	0.0000	0.0000	0.0000	0.0000	0.1763	0.5154	0.0000	0.0000	0.0000	0.0000	0.0000	63.7705	-18.1345	2.4218	2.0756	-3.1298
HG03190	ESN	ESN	0.0000	0.0000	0.0000	0.0006	0.0000	0.1722	0.1493	0.0000	0.0000	0.0000	0.0000	0.0000	0.0057	0.0000	0.0393	0.0000	0.0000	0.0000	0.0000	0.1949	0.4380	0.0000	0.0000	0.0000	0.0000	0.0000	63.4076	-17.9700	1.7052	1.1089	-3.2136
HG00364	GBR	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0068	0.0000	0.2191	0.1827	0.0000	0.0000	0.0184	0.0000	0.0505	0.0000	0.0975	0.0000	0.0000	0.0000	0.1976	0.0000	0.2275	0.0000	0.0000	-1.9668	8.4646	6.3327	8.6814	-9.0990
NA21127	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1158	0.0000	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.7016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0258	0.0000	0.1422	0.0000	1.2545	-6.1897	-20.2160	-6.2369	-1.4745
HG00138	PUR	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0060	0.0000	0.1152	0.2004	0.0000	0.0001	0.0463	0.0000	0.3076	0.0000	0.0392	0.0000	0.0000	0.0000	0.1636	0.0000	0.1217	0.0000	0.0000	0.3405	14.1593	5.3096	9.9694	-2.6603
NA19235	ESN	YRI	0.0000	0.0000	0.0000	0.0001	0.0000	0.1794	0.0985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0000	0.0264	0.0000	0.0000	0.0000	0.0000	0.1766	0.5175	0.0000	0.0000	0.0000	0.0000	0.0000	62.7554	-16.3245	-0.3633	2.1200	-2.0913
NA19310	ESN	LWK	0.0000	0.0000	0.0000	0.0003	0.0000	0.1893	0.0864	0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	0.0572	0.0000	0.0000	0.0000	0.0000	0.1113	0.5518	0.0000	0.0000	0.0000	0.0000	0.0000	61.0631	-17.9534	-1.0202	1.3635	-5.6877
HG00657	CHS	CHS	0.2319	0.1942	0.2451	0.0000	0.1894	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1394	-7.6311	-44.5491	1.3187	7.4296	1.0949
NA20899	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1844	0.0000	0.0000	0.1300	0.0000	0.0000	0.0000	0.0000	0.4179	0.0000	0.0000	0.0000	0.0000	0.0000	0.1114	0.0000	0.1563	0.0000	-0.1898	-4.8722	-18.8971	-5.7464	-5.0383
HG00619	CHB	CHS	0.3373	0.0533	0.2618	0.0000	0.0449	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3028	-7.0635	-44.5565	2.9858	9.6233	-0.9193
HG01281	CLM	CLM	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.3171	0.0000	0.0000	0.0000	0.0000	0.0000	0.6426	0.0000	0.0283	0.0000	0.0000	0.0119	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5470	3.1161	9.2291	-2.1039	-1.6145
HG00732	PUR	PUR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0579	0.0000	0.0000	0.0000	0.0000	0.0000	0.2765	0.0000	0.6654	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.2067	4.0500	6.0472	2.8874	2.8374
HG00259	CEU	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0037	0.0000	0.2778	0.1352	0.0000	0.0000	0.0102	0.0000	0.0043	0.0000	0.1583	0.0000	0.0000	0.0000	0.1463	0.0000	0.2640	0.0000	0.0000	-0.1617	12.0615	6.0163	8.5346	1.7209
HG03084	ESN	MSL	0.0000	0.0000	0.0000	0.0008	0.0000	0.1816	0.1590	0.0000	0.0000	0.0000	0.0000	0.0000	0.0076	0.0000	0.0494	0.0000	0.0000	0.0000	0.0000	0.1660	0.4355	0.0000	0.0000	0.0000	0.0000	0.0000	63.1248	-17.5838	0.0140	0.5568	-1.4583
HG03115	ESN	ESN	0.0000	0.0000	0.0000	0.0014	0.0000	0.1843	0.1559	0.0000	0.0000	0.0000	0.0000	0.0000	0.0127	0.0000	0.0729	0.0000	0.0000	0.0000	0.0000	0.1625	0.4102	0.0000	0.0000	0.0000	0.0000	0.0000	63.3019	-18.1440	0.3011	0.4264	-1.5333
HG03021	ITU	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3061	0.0000	0.0000	0.2761	0.0000	0.0000	0.0000	0.0000	0.0433	0.0000	0.0000	0.0000	0.0000	0.0000	0.1357	0.0000	0.2388	0.0000	1.3252	-7.7207	-19.7691	-3.6950	-0.3235
HG00178	CEU	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0044	0.0000	0.2557	0.1402	0.0000	0.0000	0.0124	0.0000	0.0072	0.0000	0.1939	0.0000	0.0000	0.0000	0.1465	0.0000	0.2397	0.0000	0.0000	-2.1602	10.6018	4.9359	8.7428	-9.9944
HG04038	BEB	STU	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0320	0.0000	0.0000	0.0049	0.0000	0.0000	0.0000	0.0000	0.8821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0173	0.0000	0.0635	0.0000	0.7548	-10.5057	-19.8183	-2.8220	-0.1831
NA18597	CDX	CHB	0.1500	0.2790	0.2583	0.0000	0.2856	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0271	-6.5138	-43.1177	3.9160	7.6555	-1.8064
HG03198	ESN	ESN	0.0000	0.0000	0.0000	0.0126	0.0000	0.1668	0.1660	0.0000	0.0000	0.0000	0.0000	0.0000	0.0504	0.0000	0.1631	0.0000	0.0000	0.0000	0.0000	0.0969	0.3441	0.0000	0.0000	0.0000	0.0000	0.0000	62.0761	-17.5314	-0.7598	1.0539	-2.9413
HG03886	BEB	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2005	0.0000	0.0000	0.0129	0.0000	0.0000	0.0000	0.0000	0.5985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0134	0.0000	0.1747	0.0000	1.4445	-8.6192	-20.1187	-6.5919	1.5724
HG03401	ESN	MSL	0.0000	0.0000	0.0000	0.0008	0.0000	0.1827	0.1451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0078	0.0000	0.0501	0.0000	0.0000	0.0000	0.0000	0.1857	0.4278	0.0000	0.0000	0.0000	0.0000	0.0000	62.9489	-18.7058	0.4289	0.8683	-2.1670
HG02187	CHS	CDX	0.2235	0.2028	0.2435	0.0000	0.1975	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1328	-6.4211	-44.3952	0.9718	7.1265	2.3451
HG03300	ESN	ESN	0.0000	0.0000	0.0000	0.0003	0.0000	0.1832	0.1231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0037	0.0000	0.0403	0.0000	0.0000	0.0000	0.0000	0.1714	0.4780	0.0000	0.0000	0.0000	0.0000	0.0000	61.6909	-17.1527	0.4469	2.8677	-0.8225
HG04182	BEB	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0294	0.0000	0.0000	0.0029	0.0000	0.0000	0.0000	0.0000	0.8915	0.0000	0.0000	0.0000	0.0000	0.0000	0.0077	0.0000	0.0685	0.0000	0.1694	-12.1534	-18.8768	-2.2626	-2.6602
HG02113	CHS	KHV	0.2017	0.1648	0.3226	0.0000	0.2093	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1017	-8.6209	-42.6802	0.0769	8.8850	0.1803
NA19074	JPT	JPT	0.2837	0.0078	0.1529	0.0000	0.0043	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5512	-8.0453	-42.8972	2.8255	5.2791	-8.4030
HG00158	IBS	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.1527	0.2438	0.0000	0.0000	0.0344	0.0000	0.1501	0.0000	0.0066	0.0000	0.0000	0.0000	0.2252	0.0000	0.1822	0.0000	0.0000	-0.0605	10.4762	5.2737	7.1488	-2.3515
NA18557	KHV	CHB	0.1080	0.4115	0.2138	0.0000	0.2578	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0088	-7.7584	-42.2901	2.0305	7.0490	-2.9114
HG03499	ESN	ESN	0.0000	0.0000	0.0000	0.0064	0.0000	0.2009	0.1384	0.0000	0.0000	0.0000	0.0000	0.0000	0.0273	0.0000	0.1154	0.0000	0.0000	0.0000	0.0000	0.0949	0.4168	0.0000	0.0000	0.0000	0.0000	0.0000	62.5742	-17.7896	-0.0993	0.7086	-4.0708
HG03989	BEB	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1456	0.0000	0.0000	0.0148	0.0000	0.0000	0.0000	0.0000	0.6495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0130	0.0000	0.1771	0.0000	2.2960	-7.8902	-19.7214	-5.2245	-0.3215
NA18636	CHS	CHB	0.1131	0.2416	0.3239	0.0000	0.3165	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0050	-7.6865	-45.4262	4.4192	9.2650	-2.3787
HG02315	ACB	ACB	0.0000	0.0000	0.0000	0.1583	0.0000	0.0725	0.2346	0.0000	0.0000	0.0000	0.0000	0.0000	0.2466	0.0000	0.1033	0.0002	0.0000	0.0000	0.0000	0.0802	0.1043	0.0000	0.0000	0.0000	0.0000	0.0000	54.9269	-13.6241	0.5185	1.2648	-0.6750
HG03945	BEB	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1007	0.0000	0.0000	0.1091	0.0000	0.0000	0.0000	0.0000	0.5179	0.0000	0.0000	0.0000	0.0000	0.0000	0.1481	0.0000	0.1242	0.0000	1.5655	-8.3606	-19.8862	-4.3217	-2.2047
NA20790	GBR	TSI	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.3133	0.0911	0.0000	0.0000	0.0007	0.0000	0.0003	0.0000	0.1222	0.0000	0.0000	0.0000	0.1262	0.0000	0.3453	0.0000	0.0000	2.0619	13.9441	3.1512	9.9663	-0.2445
NA12234	TSI	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0037	0.0000	0.1511	0.2681	0.0000	0.0000	0.0134	0.0000	0.0879	0.0000	0.0229	0.0000	0.0000	0.0000	0.2730	0.0000	0.1798	0.0000	0.0000	-0.4080	12.8099	5.2486	11.0911	-0.7427
HG03691	BEB	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1010	0.0000	0.0000	0.0298	0.0000	0.0000	0.0000	0.0000	0.6352	0.0000	0.0000	0.0000	0.0000	0.0000	0.0671	0.0000	0.1669	0.0000	0.9216	-11.2712	-19.0946	-3.9623	0.6899
NA21089	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2045	0.0000	0.0000	0.0981	0.0000	0.0000	0.0000	0.0000	0.3385	0.0000	0.0000	0.0000	0.0000	0.0000	0.1003	0.0000	0.2586	0.0000	1.7776	-6.0288	-18.7910	-3.6709	-2.2108
NA18961	JPT	JPT	0.3201	0.0186	0.2613	0.0000	0.0151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3849	-7.6383	-44.3323	1.5666	5.0180	-4.9112
HG02450	ESN	ACB	0.0000	0.0000	0.0000	0.0049	0.0000	0.1704	0.2010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0274	0.0000	0.0885	0.0000	0.0000	0.0000	0.0000	0.1497	0.3579	0.0000	0.0000	0.0000	0.0000	0.0000	58.2411	-15.0709	0.1452	2.7866	-3.2862
HG01308	PUR	PUR	0.0000	0.0000	0.0000	0.0204	0.0000	0.0000	0.0000	0.0086	0.0000	0.0063	0.0137	0.0005	0.0048	0.0639	0.0000	0.8513	0.0000	0.0107	0.0000	0.0000	0.0000	0.0129	0.0009	0.0061	0.0000	0.0000	13.8598	-0.8994	7.7293	0.7094	0.2735
HG00239	PUR	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0095	0.0000	0.1225	0.1962	0.0000	0.0002	0.0435	0.0000	0.2487	0.0000	0.0470	0.0000	0.0000	0.0000	0.2115	0.0000	0.1208	0.0000	0.0000	0.6132	12.7809	4.5598	9.2980	-5.5206
NA18544	CHS	CHB	0.2745	0.1085	0.3246	0.0000	0.1162	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1762	-7.9303	-42.1205	3.3150	5.2293	-1.9101
NA18871	ESN	YRI	0.0000	0.0000	0.0000	0.0007	0.0000	0.1930	0.1501	0.0000	0.0000	0.0000	0.0000	0.0000	0.0067	0.0000	0.0416	0.0000	0.0000	0.0000	0.0000	0.1733	0.4347	0.0000	0.0000	0.0000	0.0000	0.0000	62.7278	-17.9062	-0.1377	0.7730	-1.3711
NA19789	CLM	MXL	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.3613	0.0000	0.0000	0.0000	0.0000	0.0000	0.5727	0.0000	0.0214	0.0000	0.0000	0.0444	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1669	-4.3833	10.9114	-9.6211	-3.6086
HG03805	BEB	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0377	0.0000	0.0000	0.0075	0.0000	0.0000	0.0000	0.0000	0.8744	0.0000	0.0000	0.0000	0.0000	0.0000	0.0152	0.0000	0.0652	0.0000	1.6214	-12.2688	-16.2892	-4.4554	-2.6057
NA19223	ESN	YRI	0.0000	0.0000	0.0000	0.0062	0.0000	0.1625	0.2073	0.0000	0.0000	0.0000	0.0000	0.0000	0.0325	0.0000	0.1015	0.0000	0.0000	0.0000	0.0000	0.1413	0.3487	0.0000	0.0000	0.0000	0.0000	0.0000	62.9347	-17.7568	-0.0377	1.2566	-2.7911
HG01205	PUR	PUR	0.0000	0.0000	0.0000	0.0020	0.0000	0.0000	0.0000	0.0498	0.0000	0.0058	0.0128	0.0004	0.0005	0.1885	0.0000	0.7140	0.0000	0.0062	0.0005	0.0000	0.0000	0.0112	0.0019	0.0064	0.0000	0.0000	6.8074	5.8053	6.5601	3.7282	-1.2363
NA19756	MXL	MXL	0.0000	0.0000	0.0000	0.1074	0.0000	0.0000	0.0000	0.5275	0.0000	0.0000	0.0000	0.0000	0.0000	0.2382	0.0000	0.0018	0.0000	0.0000	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4306	-8.1899	13.4491	-11.1335	-1.2144
HG00637	PUR	PUR	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0336	0.0000	0.0000	0.0000	0.0000	0.0000	0.1911	0.0000	0.7747	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0278	2.3023	7.7047	1.4110	1.9369
NA18967	CHS	JPT	0.2244	0.1617	0.3066	0.0000	0.1099	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1973	-7.6790	-43.1346	2.8564	5.7374	-5.3955
HG01852	CDX	KHV	0.1572	0.2578	0.2250	0.0000	0.2718	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0883	-7.0881	-43.0008	0.2600	8.7471	0.4610
HG02860	ESN	GWD	0.0000	0.0000	0.0000	0.0056	0.0000	0.1986	0.1230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0207	0.0000	0.1185	0.0000	0.0000	0.0000	0.0000	0.1129	0.4206	0.0000	0.0000	0.0000	0.0000	0.0000	60.0770	-17.2441	0.3403	0.7976	-1.8373
HG02048	CDX	KHV	0.0409	0.2877	0.2091	0.0000	0.4619	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	-6.6719	-43.2823	0.1058	7.5555	0.9927
HG00231	IBS	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0023	0.0000	0.1843	0.2902	0.0000	0.0000	0.0114	0.0000	0.0397	0.0000	0.0086	0.0000	0.0000	0.0000	0.2359	0.0000	0.2275	0.0000	0.0000	-0.5949	12.4381	6.1761	7.4124	-1.8434
HG02690	PJL	PJL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0039	0.0000	0.0000	0.2992	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6965	0.0000	0.0004	0.0000	1.0846	0.0955	-13.2153	-0.7731	-5.9916
HG01705	TSI	IBS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0000	0.0738	0.3893	0.0000	0.0000	0.0031	0.0000	0.0230	0.0000	0.0000	0.0000	0.0000	0.0000	0.4261	0.0000	0.0832	0.0000	0.0000	3.4824	12.3966	6.1209	10.4660	-0.0136
NA19374	ESN	LWK	0.0000	0.0000	0.0000	0.0047	0.0000	0.1659	0.2213	0.0000	0.0000	0.0000	0.0000	0.0000	0.0254	0.0000	0.0743	0.0000	0.0000	0.0000	0.0000	0.1618	0.3466	0.0000	0.0000	0.0000	0.0000	0.0000	59.7489	-16.4715	0.4185	3.5572	-2.3921
HG01140	CLM	CLM	0.0000	0.0000	0.0000	0.0083	0.0000	0.0000	0.0000	0.3730	0.0000	0.0000	0.0000	0.0000	0.0000	0.4702	0.0000	0.0866	0.0000	0.0000	0.0620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6684	2.3349	8.5668	-3.6726	-1.8527
HG00599	JPT	CHS	0.2846	0.0033	0.1580	0.0000	0.0021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5520	-8.4523	-43.9625	3.4349	7.1625	-5.2110
NA19085	JPT	JPT	0.1604	0.0246	0.0848	0.0000	0.0034	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7267	-7.8594	-43.6067	2.4107	4.0031	-7.4786
HG02282	GWD	ACB	0.0000	0.0000	0.0000	0.0641	0.0000	0.1133	0.2207	0.0000	0.0000	0.0000	0.0000	0.0000	0.1607	0.0000	0.1609	0.0000	0.0000	0.0000	0.0000	0.0959	0.1845	0.0000	0.0000	0.0000	0.0000	0.0000	49.3981	-11.4244	1.2140	1.2944	-1.6904
HG02716	ESN	GWD	0.0000	0.0000	0.0000	0.0003	0.0000	0.1715	0.1261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035	0.0000	0.0345	0.0000	0.0000	0.0000	0.0000	0.1927	0.4715	0.0000	0.0000	0.0000	0.0000	0.0000	62.2580	-18.1989	-0.9113	2.3356	-0.4688
HG01935	PEL	PEL	0.0000	0.0000	0.0000	0.0033	0.0000	0.0000	0.0000	0.2027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	0.0000	0.0000	0.0000	0.7923	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-3.1831	-15.8126	19.4205	-26.1356	-2.7184
NA20905	BEB	GIH	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0729	0.0000	0.0000	0.0353	0.0000	0.0000	0.0000	0.0000	0.7234	0.0000	0.0000	0.0000	0.0000	0.0000	0.0445	0.0000	0.1240	0.0000	0.1939	-5.2827	-16.7376	-4.2593	-4.5031
NA19782	CLM	MXL	0.0000	0.0000	0.0000	0.0012	0.0000	0.0000	0.0000	0.4289	0.0000	0.0000	0.0000	0.0000	0.0000	0.4386	0.0000	0.0100	0.0000	0.0000	0.1214	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3998	-6.8536	12.9112	-10.6224	-1.4748
HG03313	ESN	ESN	0.0000	0.0000	0.0000	0.0013	0.0000	0.1898	0.1454	0.0000	0.0000	0.0000	0.0000	0.0000	0.0107	0.0000	0.0633	0.0000	0.0000	0.0000	0.0000	0.1556	0.4339	0.0000	0.0000	0.0000	0.0000	0.0000	63.5069	-17.2830	1.1459	2.4242	-2.8236
HG03934	BEB	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0903	0.0000	0.0000	0.0500	0.0000	0.0000	0.0000	0.0000	0.6522	0.0000	0.0000	0.0000	0.0000	0.0000	0.0676	0.0000	0.1399	0.0000	0.3879	-11.3708	-14.6188	-4.4143	-2.7407
NA12414	CEU	CEU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0133	0.0000	0.2350	0.1242	0.0000	0.0000	0.1005	0.0000	0.0504	0.0000	0.1683	0.0000	0.0000	0.0000	0.1137	0.0000	0.1945	0.0000	0.0000	-1.4722	11.5331	3.5089	6.7557	-2.6936
HG00237	TSI	GBR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	0.1294	0.2308	0.0009	0.0004	0.0010	0.0000	0.0069	0.0000	0.0400	0.0000	0.0000	0.0000	0.4670	0.0003	0.1216	0.0000	0.0000	1.4966	11.0800	4.2145	9.2092	-4.4379
HG00278	FIN	FIN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.2163	0.0357	0.0001	0.0000	0.0002	0.0000	0.0001	0.0000	0.5171	0.0000	0.0000	0.0000	0.0387	0.0000	0.1912	0.0000	0.0000	-0.4033	9.6341	4.8061	9.1923	-4.1515
HG02291	PEL	PEL	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0000	0.0312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.9680	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-7.3746	-24.7673	24.1540	-37.7536	-2.9994
HG03697	BEB	STU	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1542	0.0000	0.0000	0.0204	0.0000	0.0000	0.0000	0.0000	0.6121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0165	0.0000	0.1968	0.0000	1.5605	-9.4078	-19.4804	-5.2117	-1.3906
HG03803	BEB	BEB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0887	0.0000	0.0000	0.0293	0.0000	0.0000	0.0000	0.0000	0.6896	0.0000	0.0000	0.0000	0.0000	0.0000	0.0688	0.0000	0.1236	0.0000	0.2411	-11.8215	-15.5364	-1.4136	-0.1123
HG01861	KHV	KHV	0.0730	0.5067	0.1489	0.0000	0.1628	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0227	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0859	-7.6242	-42.5793	-0.1686	5.8826	-0.7432
